gene	group
996	gbr.174.5	grey
997	gbr.139.3	grey
998	gbr.6.231	red
999	gbr.39.53	grey
1000	gbr.35.53	blue
1001	gbr.424.8	grey
1002	gbr.74.24_gbr.74.25	yellow
1003	gbr.81.2	grey
1004	gbr.184.22	red
1005	gbr.58.176	grey
1006	gbr.165.1	blue
1007	gbr.2.113	red
1008	gbr.274.24	grey
1009	gbr.104.54	grey
1010	gbr.196.40	red
1011	gbr.271.24	pink
1012	gbr.219.25_gbr.219.26	grey
1013	gbr.198.15	grey
1014	gbr.9.103	pink
1015	gbr.39.32	red
1016	gbr.85.11_gbr.85.12	turquoise
1017	gbr.212.8	blue
1018	gbr.218.28	blue
1019	gbr.72.125	green
1020	gbr.90.105	blue
1021	gbr.7.23	yellow
1022	gbr.90.148	grey
1023	gbr.34.71	red
1024	gbr.144.42	grey
1025	gbr.269.10	grey
1026	gbr.425.3	blue
1027	gbr.106.42	grey
1028	gbr.73.17	pink
1029	gbr.428.3	blue
1030	gbr.46.26	grey
1031	gbr.383.3_gbr.383.4_gbr.383.7	black
1032	gbr.176.15	green
1033	gbr.467.11	grey
1034	gbr.131.8	cyan
1035	gbr.102.23	blue
1036	gbr.383.1	pink
1037	gbr.40.115	red
1038	gbr.221.12	grey
1039	gbr.41.57	blue
1040	gbr.233.3	yellow
1041	gbr.40.29	grey
1042	gbr.60.15	grey
1043	gbr.7.7	yellow
1044	gbr.60.18	pink
1045	gbr.26.25	red
1046	gbr.123.21	grey
1047	gbr.60.75	pink
1048	gbr.82.29	blue
1049	gbr.13.40	grey
1050	gbr.7.180	grey
1051	gbr.130.44	blue
1052	gbr.63.8	green
1053	gbr.3.126	yellow
1054	gbr.553.6	pink
1055	gbr.13.49	blue
1056	gbr.144.43	green
1057	gbr.188.45	grey
1058	gbr.279.9	grey
1059	gbr.50.21	grey
1060	gbr.153.37	grey
1061	gbr.55.73	pink
1062	gbr.4.80	grey
1063	gbr.39.73	magenta
1064	gbr.141.25	yellow
1065	gbr.55.45	tan
1066	gbr.150.31	green
1067	gbr.108.14	yellow
1068	gbr.131.43	yellow
1069	gbr.179.23	grey
1070	gbr.264.40	grey
1071	gbr.173.16	brown
1072	gbr.90.45	grey
1073	gbr.134.33	yellow
1074	gbr.348.1	grey
1075	gbr.3.184	grey
1076	gbr.214.25	red
1077	gbr.7.17	grey
1078	gbr.399.9	pink
1079	gbr.8.106	yellow
1080	gbr.68.46_gbr.68.47	grey
1081	gbr.84.70	blue
1082	gbr.49.27_gbr.49.28_gbr.49.30	green
1083	gbr.263.23	yellow
1084	gbr.42.72	grey
1085	gbr.192.11_gbr.192.12	yellow
1086	gbr.37.111	yellow
1087	gbr.292.1_gbr.292.10_gbr.292.13	grey
1088	gbr.2.33	purple
1089	gbr.81.176	blue
1090	gbr.60.65	grey
1091	gbr.294.1	grey
1092	gbr.79.57	turquoise
1093	gbr.49.6	green
1094	gbr.43.20	grey
1095	gbr.60.36	grey
1096	gbr.52.61	yellow
1097	gbr.581.4	blue
1098	gbr.55.21	tan
1099	gbr.167.58	grey
1100	gbr.109.9	yellow
1101	gbr.65.53	blue
1102	gbr.327.11	green
1103	gbr.167.41	cyan
1104	gbr.409.3	red
1105	gbr.6.127	grey
1106	gbr.74.37	green
1107	gbr.614.2	pink
1108	gbr.35.31	pink
1109	gbr.25.193	greenyellow
1110	gbr.33.68	cyan
1111	gbr.205.33	grey
1112	gbr.22.6	blue
1113	gbr.93.30	blue
1114	gbr.51.72	grey
1115	gbr.129.12	blue
1116	gbr.272.4	magenta
1117	gbr.139.79	yellow
1118	gbr.49.50	grey
1119	gbr.30.26	grey
1120	gbr.34.83	grey
1121	gbr.169.15	grey
1122	gbr.102.29	grey
1123	gbr.113.8_gbr.113.9	grey
1124	gbr.26.39	grey
1125	gbr.34.7	grey
1126	gbr.81.155	blue
1127	gbr.55.8	blue
1128	gbr.308.18	grey
1129	gbr.44.41	turquoise
1130	gbr.53.38	grey
1131	gbr.1.14	blue
1132	gbr.56.77	yellow
1133	gbr.74.21	grey
1134	gbr.20.90	grey
1135	gbr.294.19	red
1136	gbr.510.6	turquoise
1137	gbr.16.55	blue
1138	gbr.28.63	turquoise
1139	gbr.2.121	grey
1140	gbr.66.19	blue
1141	gbr.104.23	pink
1142	gbr.24.40	red
1143	gbr.46.78	brown
1144	gbr.11.102	grey
1145	gbr.2.64	tan
1146	gbr.257.4	grey
1147	gbr.38.55	green
1148	gbr.85.31	yellow
1149	gbr.3.164	blue
1150	gbr.177.5	red
1151	gbr.25.143	pink
1152	gbr.13.44	yellow
1153	gbr.206.19	yellow
1154	gbr.17.88	pink
1155	gbr.131.1	green
1156	gbr.112.26	green
1157	gbr.176.28	yellow
1158	gbr.99.40	yellow
1159	gbr.244.14	green
1160	gbr.303.7	yellow
1161	gbr.292.16	grey
1162	gbr.37.124	brown
1163	gbr.78.29	blue
1164	gbr.16.18	pink
1165	gbr.19.40	grey
1166	gbr.124.12	red
1167	gbr.90.126	cyan
1168	gbr.4.91	blue
1169	gbr.171.31	blue
1170	gbr.346.11	blue
1171	gbr.23.11	pink
1172	gbr.156.47	green
1173	gbr.93.38	green
1174	gbr.3.175	blue
1175	gbr.44.10_gbr.44.11_gbr.44.12	blue
1176	gbr.160.15	yellow
1177	gbr.166.24	grey
1178	gbr.155.6	red
1179	gbr.174.49	grey
1180	gbr.274.32	grey
1181	gbr.1.93	grey
1182	gbr.63.29_gbr.63.30	grey
1183	gbr.48.14_gbr.48.15	tan
1184	gbr.497.10	blue
1185	gbr.20.83	yellow
1186	gbr.205.12	yellow
1187	gbr.368.5_gbr.368.6	turquoise
1188	gbr.327.8	grey
1189	gbr.2.248	pink
1190	gbr.97.1_gbr.97.4	grey
1191	gbr.6.121	green
1192	gbr.92.38	green
1193	gbr.356.10	black
1194	gbr.17.59	blue
1195	gbr.21.31	red
1196	gbr.221.15_gbr.221.14	yellow
1197	gbr.218.40_gbr.218.41	green
1198	gbr.207.13	red
1199	gbr.100.7	grey
1200	gbr.29.45	grey
1201	gbr.65.62	turquoise
1202	gbr.69.43	grey
1203	gbr.47.74	yellow
1204	gbr.38.2	yellow
1205	gbr.289.26	yellow
1206	gbr.55.52	grey
1207	gbr.33.72	blue
1208	gbr.17.6	brown
1209	gbr.17.110	grey
1210	gbr.152.16	pink
1211	gbr.117.6_gbr.117.7	turquoise
1212	gbr.39.49	yellow
1213	gbr.234.7	grey
1214	gbr.14.15	red
1215	gbr.398.7	yellow
1216	gbr.58.183	grey
1217	gbr.64.79	green
1218	gbr.675.3	grey
1219	gbr.12.105_gbr.12.106_gbr.12.108	yellow
1220	gbr.254.25	blue
1221	gbr.156.37	yellow
1222	gbr.15.89	yellow
1223	gbr.58.22	grey
1224	gbr.428.2	grey
1225	gbr.93.24	turquoise
1226	gbr.124.85	grey
1227	gbr.131.17	brown
1228	gbr.577.6	blue
1229	gbr.33.52	grey
1230	gbr.454.7	blue
1231	gbr.13.100	red
1232	gbr.183.66	red
1233	gbr.435.2	blue
1234	gbr.38.52_gbr.38.51	turquoise
1235	gbr.98.3	yellow
1236	gbr.137.66	grey
1237	gbr.41.85	grey
1238	gbr.40.125_gbr.40.126	grey
1239	gbr.9.129	red
1240	gbr.41.11	yellow
1241	gbr.44.52	blue
1242	gbr.139.81	turquoise
1243	gbr.11.186	grey
1244	gbr.341.19	grey
1245	gbr.17.60_gbr.17.62	grey
1246	gbr.58.203	grey
1247	gbr.360.25	grey
1248	gbr.477.6	yellow
1249	gbr.73.55	red
1250	gbr.228.3	grey
1251	gbr.43.30	brown
1252	gbr.202.45	magenta
1253	gbr.82.26	pink
1254	gbr.218.7	grey
1255	gbr.165.9	brown
1256	gbr.282.7	green
1257	gbr.208.37_gbr.208.38	cyan
1258	gbr.326.18	grey
1259	gbr.191.41	turquoise
1260	gbr.365.16	grey
1261	gbr.35.82	grey
1262	gbr.9.48	grey
1263	gbr.223.27	brown
1264	gbr.196.43	blue
1265	gbr.55.77	black
1266	gbr.342.18	green
1267	gbr.35.54	yellow
1268	gbr.157.9	yellow
1269	gbr.308.2	grey
1270	gbr.19.195	grey
1271	gbr.90.34	cyan
1272	gbr.117.27	grey
1273	gbr.3.55_gbr.3.56	red
1274	gbr.225.18	grey
1275	gbr.524.2	turquoise
1276	gbr.54.37	green
1277	gbr.67.32	grey
1278	gbr.13.75	grey
1279	gbr.13.114	red
1280	gbr.59.15	tan
1281	gbr.353.5_gbr.353.6	grey
1282	gbr.6.74_gbr.6.75	green
1283	gbr.10.131	grey
1284	gbr.59.5	grey
1285	gbr.424.2	brown
1286	gbr.359.12	red
1287	gbr.153.10	black
1288	gbr.398.12	pink
1289	gbr.458.7	cyan
1290	gbr.11.101	greenyellow
1291	gbr.603.2	grey
1292	gbr.98.60	grey
1293	gbr.37.102	grey
1294	gbr.58.53	red
1295	gbr.10.153	grey
1296	gbr.63.68	grey
1297	gbr.218.33	red
1298	gbr.130.45	grey
1299	gbr.18.41	purple
1300	gbr.207.10	grey
1301	gbr.9.9	grey
1302	gbr.58.201	red
1303	gbr.29.38	grey
1304	gbr.88.43	turquoise
1305	gbr.503.4	grey
1306	gbr.3.117	blue
1307	gbr.324.16	turquoise
1308	gbr.357.2	grey
1309	gbr.90.145	grey
1310	gbr.147.12	grey
1311	gbr.256.10	brown
1312	gbr.25.59	grey
1313	gbr.138.3_gbr.138.4_gbr.138.5_gbr.138.6	black
1314	gbr.415.13	grey
1315	gbr.453.6	blue
1316	gbr.516.6	blue
1317	gbr.138.8	grey
1318	gbr.30.54	grey
1319	gbr.56.76	yellow
1320	gbr.335.6	grey
1321	gbr.242.32	grey
1322	gbr.64.44	red
1323	gbr.38.85	turquoise
1324	gbr.155.3	grey
1325	gbr.3.28	grey
1326	gbr.19.134	yellow
1327	gbr.1.201	blue
1328	gbr.391.2	brown
1329	gbr.181.5	purple
1330	gbr.398.1	grey
1331	gbr.162.41	grey
1332	gbr.19.4	blue
1333	gbr.72.53	green
1334	gbr.1.92	grey
1335	gbr.364.12	blue
1336	gbr.24.13	green
1337	gbr.124.64	blue
1338	gbr.23.68	yellow
1339	gbr.41.34	blue
1340	gbr.148.15	blue
1341	gbr.4.126	grey
1342	gbr.225.40	pink
1343	gbr.191.38_gbr.191.40	turquoise
1344	gbr.13.33	grey
1345	gbr.16.68	blue
1346	gbr.33.92	grey
1347	gbr.429.2	pink
1348	gbr.270.13	grey
1349	gbr.476.6	magenta
1350	gbr.25.231	grey
1351	gbr.168.13	grey
1352	gbr.90.143	turquoise
1353	gbr.344.15	black
1354	gbr.39.74	grey
1355	gbr.584.5	red
1356	gbr.29.64	grey
1357	gbr.33.71	yellow
1358	gbr.43.3	grey
1359	gbr.37.6	red
1360	gbr.120.52	red
1361	gbr.235.21	grey
1362	gbr.489.2	grey
1363	gbr.1.58_gbr.1.59	grey
1364	gbr.2.8	yellow
1365	gbr.15.42	grey
1366	gbr.193.6	yellow
1367	gbr.483.6	grey
1368	gbr.184.58	red
1369	gbr.90.68	brown
1370	gbr.1.144	grey
1371	gbr.205.32	blue
1372	gbr.162.3	red
1373	gbr.476.8	greenyellow
1374	gbr.375.12	blue
1375	gbr.10.36_gbr.10.37	cyan
1376	gbr.136.8_gbr.136.10	yellow
1377	gbr.286.17	blue
1378	gbr.113.20	cyan
1379	gbr.43.63	yellow
1380	gbr.65.52	pink
1381	gbr.288.11	turquoise
1382	gbr.75.108	grey
1383	gbr.58.211	pink
1384	gbr.137.31	blue
1385	gbr.110.64	grey
1386	gbr.48.29	blue
1387	gbr.159.21_gbr.159.22	red
1388	gbr.199.9	grey
1389	gbr.225.35	tan
1390	gbr.262.1	blue
1391	gbr.26.53	blue
1392	gbr.11.201	red
1393	gbr.59.69	blue
1394	gbr.453.9_gbr.453.7	black
1395	gbr.181.33	turquoise
1396	gbr.257.13	grey
1397	gbr.57.17	blue
1398	gbr.374.10	turquoise
1399	gbr.491.7	blue
1400	gbr.91.15	turquoise
1401	gbr.182.24_gbr.182.26	grey
1402	gbr.47.62	pink
1403	gbr.46.49	grey
1404	gbr.614.5	pink
1405	gbr.81.30	blue
1406	gbr.162.18	blue
1407	gbr.30.17	yellow
1408	gbr.145.29	yellow
1409	gbr.314.17	yellow
1410	gbr.517.13	grey
1411	gbr.2.22	grey
1412	gbr.446.1	grey
1413	gbr.9.10	turquoise
1414	gbr.177.21_gbr.177.22	grey
1415	gbr.99.28	red
1416	gbr.47.37	grey
1417	gbr.110.53	grey
1418	gbr.13.93	grey
1419	gbr.41.73	turquoise
1420	gbr.36.63	brown
1421	gbr.250.19	grey
1422	gbr.5.40	blue
1423	gbr.573.9	green
1424	gbr.81.80	turquoise
1425	gbr.115.31_gbr.115.32	green
1426	gbr.309.1	grey
1427	gbr.64.16	grey
1428	gbr.75.9	grey
1429	gbr.375.53	brown
1430	gbr.129.14	blue
1431	gbr.15.9	red
1432	gbr.799.1	grey
1433	gbr.151.33	grey
1434	gbr.38.86	grey
1435	gbr.142.87	green
1436	gbr.13.34	pink
1437	gbr.81.49	brown
1438	gbr.30.70	brown
1439	gbr.27.55	grey
1440	gbr.6.199	blue
1441	gbr.86.11	grey
1442	gbr.50.77_gbr.50.73	turquoise
1443	gbr.6.220	grey
1444	gbr.1.143	grey
1445	gbr.236.8	grey
1446	gbr.25.176	blue
1447	gbr.37.95	blue
1448	gbr.47.38	grey
1449	gbr.29.21	turquoise
1450	gbr.8.105	red
1451	gbr.26.27_gbr.26.28	grey
1452	gbr.2.102	grey
1453	gbr.51.10	grey
1454	gbr.468.5	blue
1455	gbr.289.32_gbr.289.33	grey
1456	gbr.256.29	grey
1457	gbr.226.11	grey
1458	gbr.290.3	blue
1459	gbr.259.16_gbr.259.17	grey
1460	gbr.11.138	turquoise
1461	gbr.319.26	turquoise
1462	gbr.28.61	grey
1463	gbr.359.9	red
1464	gbr.75.33	turquoise
1465	gbr.197.36	grey
1466	gbr.96.49	grey
1467	gbr.1.189	black
1468	gbr.52.20	turquoise
1469	gbr.454.9_gbr.454.12_gbr.454.15	turquoise
1470	gbr.214.24	red
1471	gbr.61.41	grey
1472	gbr.475.5	turquoise
1473	gbr.10.124	grey
1474	gbr.184.57	grey
1475	gbr.7.108	grey
1476	gbr.340.16	grey
1477	gbr.153.50	blue
1478	gbr.436.8	grey
1479	gbr.388.10	turquoise
1480	gbr.112.17	grey
1481	gbr.34.63	yellow
1482	gbr.25.178	grey
1483	gbr.179.1	blue
1484	gbr.153.35	blue
1485	gbr.191.3	grey
1486	gbr.87.14	grey
1487	gbr.37.37	grey
1488	gbr.385.4	yellow
1489	gbr.174.17	blue
1490	gbr.90.152	grey
1491	gbr.9.25	grey
1492	gbr.206.25	red
1493	gbr.425.7	brown
1494	gbr.72.69	turquoise
1495	gbr.190.27	red
1496	gbr.83.13	green
1497	gbr.369.5_gbr.369.7	grey
1498	gbr.32.56	salmon
1499	gbr.25.44	turquoise
1500	gbr.6.162	red
1501	gbr.5.36	turquoise
1502	gbr.99.23	green
1503	gbr.17.66	blue
1504	gbr.18.6	green
1505	gbr.340.8	pink
1506	gbr.71.4	grey
1507	gbr.11.7	red
1508	gbr.723.1	grey
1509	gbr.165.14_gbr.165.15_gbr.165.16	red
1510	gbr.89.33	grey
1511	gbr.30.66	blue
1512	gbr.38.64	brown
1513	gbr.155.34	red
1514	gbr.478.1	grey
1515	gbr.81.151	blue
1516	gbr.160.47	brown
1517	gbr.6.107	brown
1518	gbr.10.18	red
1519	gbr.55.43	pink
1520	gbr.7.27	grey
1521	gbr.391.14	grey
1522	gbr.123.10	grey
1523	gbr.192.20	grey
1524	gbr.78.14	blue
1525	gbr.140.22	red
1526	gbr.73.16	blue
1527	gbr.426.7	grey
1528	gbr.12.123	grey
1529	gbr.369.17	grey
1530	gbr.85.24	grey
1531	gbr.6.235	grey
1532	gbr.114.7	grey
1533	gbr.170.14	blue
1534	gbr.1.219_gbr.1.220	grey
1535	gbr.5.103	red
1536	gbr.1.177	turquoise
1537	gbr.418.14	yellow
1538	gbr.206.13	grey
1539	gbr.90.53	tan
1540	gbr.294.21	green
1541	gbr.156.12_gbr.156.13	red
1542	gbr.164.30	turquoise
1543	gbr.7.87	grey
1544	gbr.581.5	pink
1545	gbr.16.125	grey
1546	gbr.284.4	grey
1547	gbr.370.4	grey
1548	gbr.63.85	purple
1549	gbr.134.6	yellow
1550	gbr.99.74	yellow
1551	gbr.11.142	green
1552	gbr.151.47	blue
1553	gbr.48.71	yellow
1554	gbr.178.23	blue
1555	gbr.41.36	blue
1556	gbr.142.54	grey
1557	gbr.198.24	purple
1558	gbr.262.21	grey
1559	gbr.185.26	green
1560	gbr.7.72	blue
1561	gbr.4.7	grey
1562	gbr.423.4	grey
1563	gbr.224.18	yellow
1564	gbr.23.24	tan
1565	gbr.3.140	yellow
1566	gbr.596.6	grey
1567	gbr.34.21_gbr.34.19	grey
1568	gbr.92.42	grey
1569	gbr.617.3	pink
1570	gbr.140.55	blue
1571	gbr.22.19	grey
1572	gbr.15.29	yellow
1573	gbr.27.61	green
1574	gbr.59.34	brown
1575	gbr.321.10	yellow
1576	gbr.506.7_gbr.506.13	grey
1577	gbr.39.35	grey
1578	gbr.4.40	red
1579	gbr.41.69	grey
1580	gbr.53.13	blue
1581	gbr.69.2	blue
1582	gbr.43.13	turquoise
1583	gbr.300.10	turquoise
1584	gbr.210.2	grey
1585	gbr.375.36	grey
1586	gbr.48.13	pink
1587	gbr.85.6	grey
1588	gbr.16.90	grey
1589	gbr.5.55	grey
1590	gbr.139.67_gbr.139.68	turquoise
1591	gbr.38.83	pink
1592	gbr.16.5	grey
1593	gbr.126.21	brown
1594	gbr.72.54	grey
1595	gbr.366.2	cyan
1596	gbr.1.19_gbr.1.20_gbr.1.21	grey
1597	gbr.22.36_gbr.22.37	turquoise
1598	gbr.23.60	grey
1599	gbr.147.25_gbr.147.26	red
1600	gbr.92.3	grey
1601	gbr.176.7	red
1602	gbr.3.22	grey
1603	gbr.113.33	grey
1604	gbr.104.25	grey
1605	gbr.99.10	green
1606	gbr.272.13	greenyellow
1607	gbr.24.38	yellow
1608	gbr.276.31	blue
1609	gbr.127.10	grey
1610	gbr.3.13	turquoise
1611	gbr.263.20	grey
1612	gbr.82.32	grey
1613	gbr.163.35	brown
1614	gbr.4.48	grey
1615	gbr.696.4	turquoise
1616	gbr.9.74	yellow
1617	gbr.128.34	cyan
1618	gbr.27.63	yellow
1619	gbr.301.30	grey
1620	gbr.14.8	brown
1621	gbr.58.107	blue
1622	gbr.2.42	magenta
1623	gbr.23.2	blue
1624	gbr.70.14	grey
1625	gbr.35.55	yellow
1626	gbr.46.79	brown
1627	gbr.156.51	brown
1628	gbr.2.186	pink
1629	gbr.17.12	green
1630	gbr.21.16	yellow
1631	gbr.11.131	grey
1632	gbr.122.24	yellow
1633	gbr.70.28	blue
1634	gbr.228.26_gbr.228.27	purple
1635	gbr.32.65	grey
1636	gbr.76.89	greenyellow
1637	gbr.194.65	blue
1638	gbr.177.9	brown
1639	gbr.2.49	grey
1640	gbr.116.4	turquoise
1641	gbr.14.63	grey
1642	gbr.145.13	pink
1643	gbr.30.37_gbr.30.37_gbr.30.38	grey
1644	gbr.35.52	tan
1645	gbr.41.64	yellow
1646	gbr.202.9	red
1647	gbr.42.3	yellow
1648	gbr.128.1_gbr.128.3_gbr.128.6	blue
1649	gbr.218.14	turquoise
1650	gbr.451.8	blue
1651	gbr.90.88	red
1652	gbr.142.74	grey
1653	gbr.33.57	tan
1654	gbr.34.4	turquoise
1655	gbr.25.103	grey
1656	gbr.202.49	grey
1657	gbr.6.240	turquoise
1658	gbr.210.28	grey
1659	gbr.4.28_gbr.4.27	turquoise
1660	gbr.103.2	yellow
1661	gbr.55.96	yellow
1662	gbr.56.78	grey
1663	gbr.7.171	grey
1664	gbr.151.19	grey
1665	gbr.128.16	grey
1666	gbr.184.54	green
1667	gbr.309.24	grey
1668	gbr.154.40_gbr.154.39	brown
1669	gbr.665.3	grey
1670	gbr.7.93	grey
1671	gbr.24.5	turquoise
1672	gbr.469.12	grey
1673	gbr.23.67	grey
1674	gbr.49.39	pink
1675	gbr.141.57	grey
1676	gbr.10.24	greenyellow
1677	gbr.23.25	green
1678	gbr.286.7	grey
1679	gbr.275.4	grey
1680	gbr.161.37_gbr.161.39	grey
1681	gbr.3.77	grey
1682	gbr.143.31	turquoise
1683	gbr.99.30	greenyellow
1684	gbr.153.36	yellow
1685	gbr.55.37	grey
1686	gbr.40.21	red
1687	gbr.171.42	turquoise
1688	gbr.377.2	grey
1689	gbr.139.90	yellow
1690	gbr.9.85	cyan
1691	gbr.81.46	yellow
1692	gbr.55.17_gbr.55.18	grey
1693	gbr.189.23	grey
1694	gbr.91.40	brown
1695	gbr.61.34	yellow
1696	gbr.79.19	yellow
1697	gbr.24.61	grey
1698	gbr.201.13	grey
1699	gbr.56.21	turquoise
1700	gbr.451.10	yellow
1701	gbr.144.25	grey
1702	gbr.8.95	red
1703	gbr.89.38	green
1704	gbr.5.92	grey
1705	gbr.443.9_gbr.443.10	green
1706	gbr.142.15	turquoise
1707	gbr.7.136	yellow
1708	gbr.208.14	magenta
1709	gbr.80.53	brown
1710	gbr.261.11	grey
1711	gbr.7.73	grey
1712	gbr.859.1	yellow
1713	gbr.172.41	turquoise
1714	gbr.4.77	turquoise
1715	gbr.499.8	grey
1716	gbr.81.216_gbr.81.217	grey
1717	gbr.5.115	grey
1718	gbr.21.8	grey
1719	gbr.15.21	grey
1720	gbr.257.20	grey
1721	gbr.94.62	grey
1722	gbr.447.2	grey
1723	gbr.78.38	grey
1724	gbr.72.56	magenta
1725	gbr.188.43	pink
1726	gbr.48.27	yellow
1727	gbr.151.66	green
1728	gbr.139.80	greenyellow
1729	gbr.523.7	grey
1730	gbr.73.52	yellow
1731	gbr.116.12	blue
1732	gbr.109.12	green
1733	gbr.80.1	greenyellow
1734	gbr.1.11	turquoise
1735	gbr.189.3	grey
1736	gbr.11.192	blue
1737	gbr.98.89	magenta
1738	gbr.22.45	grey
1739	gbr.330.7	grey
1740	gbr.2.205	yellow
1741	gbr.81.131	grey
1742	gbr.416.8	red
1743	gbr.50.23	grey
1744	gbr.210.24	grey
1745	gbr.474.8	grey
1746	gbr.421.5	blue
1747	gbr.241.22_gbr.241.23_gbr.241.28	grey
1748	gbr.45.9	blue
1749	gbr.21.32	grey
1750	gbr.90.23	green
1751	gbr.47.9	grey
1752	gbr.119.26	grey
1753	gbr.185.7	grey
1754	gbr.6.140	brown
1755	gbr.176.6	grey
1756	gbr.110.11	blue
1757	gbr.270.3	brown
1758	gbr.20.82	red
1759	gbr.209.4	blue
1760	gbr.13.38	blue
1761	gbr.150.10	blue
1762	gbr.245.15	grey
1763	gbr.334.8	yellow
1764	gbr.380.28	grey
1765	gbr.49.33	red
1766	gbr.23.1	blue
1767	gbr.89.35	grey
1768	gbr.549.3	grey
1769	gbr.376.13	grey
1770	gbr.185.21_gbr.185.22	red
1771	gbr.157.18	grey
1772	gbr.25.175	blue
1773	gbr.25.220	yellow
1774	gbr.25.109	red
1775	gbr.206.22	grey
1776	gbr.171.3	grey
1777	gbr.142.17	grey
1778	gbr.111.37	grey
1779	gbr.391.17	grey
1780	gbr.216.5	grey
1781	gbr.58.64	turquoise
1782	gbr.72.129	grey
1783	gbr.64.61	yellow
1784	gbr.92.30	cyan
1785	gbr.334.11	turquoise
1786	gbr.237.3	grey
1787	gbr.1.16	grey
1788	gbr.8.112	yellow
1789	gbr.46.24	green
1790	gbr.81.134	grey
1791	gbr.123.8	blue
1792	gbr.38.9	green
1793	gbr.242.28	purple
1794	gbr.28.46	cyan
1795	gbr.124.43_gbr.124.40_gbr.124.41	turquoise
1796	gbr.14.35	blue
1797	gbr.35.104	grey
1798	gbr.147.30	yellow
1799	gbr.2.104	turquoise
1800	gbr.28.5	grey
1801	gbr.204.5	yellow
1802	gbr.94.57	blue
1803	gbr.131.7	red
1804	gbr.497.4_gbr.497.6	grey
1805	gbr.36.47	blue
1806	gbr.162.1	grey
1807	gbr.45.4	grey
1808	gbr.14.66	brown
1809	gbr.455.16	grey
1810	gbr.168.32	blue
1811	gbr.134.8_gbr.134.9	grey
1812	gbr.36.50	blue
1813	gbr.117.40	blue
1814	gbr.154.15	grey
1815	gbr.562.3	green
1816	gbr.564.3	turquoise
1817	gbr.58.202	grey
1818	gbr.65.34_gbr.65.35	red
1819	gbr.168.5	yellow
1820	gbr.55.3	grey
1821	gbr.54.44	blue
1822	gbr.197.32	blue
1823	gbr.123.33	grey
1824	gbr.119.41	tan
1825	gbr.132.1	grey
1826	gbr.161.30	yellow
1827	gbr.58.222	grey
1828	gbr.37.48_gbr.37.49	yellow
1829	gbr.95.40	grey
1830	gbr.685.3	grey
1831	gbr.53.70	grey
1832	gbr.254.17	grey
1833	gbr.144.6	pink
1834	gbr.31.67	grey
1835	gbr.41.4	brown
1836	gbr.6.45_gbr.6.48	green
1837	gbr.314.13	grey
1838	gbr.416.5	red
1839	gbr.1.106	grey
1840	gbr.40.186	grey
1841	gbr.180.5	green
1842	gbr.140.39	black
1843	gbr.49.23	grey
1844	gbr.80.42	grey
1845	gbr.207.32	grey
1846	gbr.212.14	grey
1847	gbr.138.41	grey
1848	gbr.64.47	turquoise
1849	gbr.47.26	blue
1850	gbr.34.55	red
1851	gbr.12.88	red
1852	gbr.322.8	blue
1853	gbr.58.5	blue
1854	gbr.239.3	grey
1855	gbr.143.29_gbr.143.28	yellow
1856	gbr.110.37	grey
1857	gbr.17.19	yellow
1858	gbr.189.8	grey
1859	gbr.542.3	yellow
1860	gbr.139.97	grey
1861	gbr.53.35	grey
1862	gbr.583.1	turquoise
1863	gbr.51.67	turquoise
1864	gbr.129.1	brown
1865	gbr.153.44	grey
1866	gbr.80.47	cyan
1867	gbr.58.170	blue
1868	gbr.106.45_gbr.106.46	grey
1869	gbr.630.6	turquoise
1870	gbr.25.187	brown
1871	gbr.35.73	black
1872	gbr.82.41	turquoise
1873	gbr.90.132	grey
1874	gbr.147.29	brown
1875	gbr.149.13	grey
1876	gbr.297.13	brown
1877	gbr.58.18	yellow
1878	gbr.39.12	turquoise
1879	gbr.111.20	grey
1880	gbr.270.5	grey
1881	gbr.7.79	grey
1882	gbr.19.143	blue
1883	gbr.182.13	brown
1884	gbr.52.16	red
1885	gbr.73.31	grey
1886	gbr.134.37	grey
1887	gbr.241.15_gbr.241.16	magenta
1888	gbr.188.24	cyan
1889	gbr.147.19	cyan
1890	gbr.2671.1	red
1891	gbr.373.11	turquoise
1892	gbr.294.13	blue
1893	gbr.81.44	red
1894	gbr.214.11	green
1895	gbr.109.29	turquoise
1896	gbr.288.12	grey
1897	gbr.177.39	red
1898	gbr.80.38	grey
1899	gbr.147.5_gbr.147.8	turquoise
1900	gbr.137.30	brown
1901	gbr.24.47	grey
1902	gbr.111.32	blue
1903	gbr.7.113_gbr.7.114	red
1904	gbr.37.114	blue
1905	gbr.1.28	green
1906	gbr.431.5	turquoise
1907	gbr.5.59	blue
1908	gbr.25.122	turquoise
1909	gbr.66.13	yellow
1910	gbr.75.5	yellow
1911	gbr.282.28	brown
1912	gbr.116.44	blue
1913	gbr.355.7	turquoise
1914	gbr.16.74	red
1915	gbr.162.42_gbr.162.45	grey
1916	gbr.48.78	blue
1917	gbr.8.49	red
1918	gbr.252.29	grey
1919	gbr.22.52	yellow
1920	gbr.76.35	grey
1921	gbr.20.99	grey
1922	gbr.51.1	brown
1923	gbr.25.192	red
1924	gbr.136.14	yellow
1925	gbr.3.133	yellow
1926	gbr.314.25	pink
1927	gbr.37.122	turquoise
1928	gbr.8.104	blue
1929	gbr.205.39	grey
1930	gbr.116.21	grey
1931	gbr.322.14	grey
1932	gbr.111.17	grey
1933	gbr.210.13	green
