Sample:	TFf	TFm	TFw	STf	STm	STw	RNf	RNm	RNw	Paf	Pam	Paw	Skf	Skm	Skw	Spf	Spm	Spw	Cof	Com	Cow	All_female	All_male	All_wtr
gbr.1.62.t1	8.187389027	8.179163581	5.779101652	8.880528859	9.594210363	6.807836638	3.092350866	9.423566288	0.726301184	16.51205007	19.64252522	12.89541169	2.300307019	2.843109644	7.547501344	9.538894129	8.486195606	1.390320796	3.680080375	1.012844576	0.863351458	7.455942906	8.454516468	5.14426068
gbr.1.7.t1	40.0598967	30.34599775	10.24109062	21.59270504	31.67275584	22.30322371	3.823534111	5.79867875	0.795496944	13.86720243	12.34566696	11.4314653	11.89556178	11.37620355	15.77603902	1.167455548	0.197147587	0.775189476	7.288483529	0.482069452	2.954442113	14.24211988	13.17407427	9.182421026
gbr.10.1.t1	26.00957479	21.42028422	12.75173851	29.34682057	35.82897537	25.71032898	20.18139103	19.42885208	3.083538677	40.20264577	35.74044408	30.17259328	10.94116983	13.68342992	21.80358473	30.9958124	20.24634346	7.596047693	6.616229281	2.525773184	3.623297994	23.47052052	21.2677289	14.96301855
gbr.10.104.t1	6.626446367	4.341597694	5.150685185	8.400726342	10.40436871	7.41472607	13.59088385	15.42790285	2.048068781	17.00638524	20.13752208	13.09917508	8.651893502	5.389781821	16.42786995	18.17271394	15.13799407	2.858385744	8.229596547	0.759703368	0.690120384	11.52552083	10.22841008	6.812718742
gbr.10.117.t1	19.6765516	16.11593168	2.663069173	15.09325248	13.85468275	8.453815142	19.07970267	15.66798471	2.104121797	26.35439361	18.5716574	5.143400838	11.46919788	15.53715174	6.278953521	11.63162436	15.21724527	2.18095258	8.018472303	6.142806361	0.860646793	15.90331356	14.44392284	3.954994263
gbr.10.17.t1	10.12237036	9.031785848	4.848514621	9.215574026	9.668087589	5.589853523	4.818112433	8.28183933	0.769028017	12.52821485	21.02280464	11.22823721	5.908525229	6.414965237	7.468429305	15.64852965	19.91114918	3.809586781	2.135269832	2.797281905	0.819554041	8.625228054	11.01827339	4.933314785
gbr.10.26.t1	146.5873223	107.8559007	76.93953911	33.5658264	33.71529846	16.81605683	87.64423732	65.20600392	49.561786	109.8391622	68.84538595	78.48995921	112.7034772	77.88692276	121.3968734	64.58062328	71.13973227	27.72970931	112.738152	130.1067908	214.7415383	95.37982867	79.25086212	83.66792317
gbr.10.27.t1	40.27715609	35.34712433	25.52760653	63.27142364	47.22916644	40.82440848	146.2594693	137.6775778	116.3276852	112.5128995	218.1333506	168.7909734	44.76417893	68.23779785	46.21803377	115.0002002	148.0463776	37.65106482	9.049851841	22.41505628	46.73920518	75.87645421	96.72663584	68.86842534
gbr.10.3.t1	2.537657882	1.91267941	1.147141001	4.734898043	5.936320199	3.246234366	2.08776605	1.930141495	0.152550744	14.78106177	11.8528073	6.814304573	1.820199495	2.713963802	3.357918606	8.193430221	4.632280767	0.598903334	1.344852752	0.320232663	0.073008106	5.071409459	4.185489377	2.198580104
gbr.10.30.t1	3.429245552	3.045127558	1.358865611	4.175367853	4.842618749	4.010263982	1.02802161	3.006147852	0.226036374	6.533025555	8.160874193	4.849064321	1.533137122	3.422757015	2.977531982	2.83543543	7.257635027	0.720325381	1.014476085	1.035123626	0.693618093	2.935529887	4.39575486	2.119386535
gbr.10.31.t1	2.179626685	1.531368311	1.062385951	2.909067657	2.790924879	1.728113653	1.980473241	1.207863754	0.608126067	2.986833935	4.636860437	2.943693685	2.629683104	2.237154016	2.653205261	4.282860919	2.290303754	1.111666893	7.544568735	6.550990393	1.979190911	3.501873468	3.035066506	1.72662606
gbr.100.16.t1	11.32017605	7.868442703	0.522259764	8.5297597	4.651975927	1.435136977	7.396881056	12.48829701	0.707767502	18.12541858	17.28214352	2.414736644	8.26497593	1.781050526	3.109720082	2.205557052	2.463824701	0.256800416	2.758535796	2.6747162	0.91572105	8.371614881	7.03006437	1.337448919
gbr.100.53.t1	25.20647829	27.81661398	17.34905239	32.6814784	34.04743502	31.29597845	8.017939102	13.3370466	1.38776429	45.12517184	59.37784018	37.86827518	10.99931212	15.81698971	20.90515361	27.41057717	30.22042461	9.688538469	24.53393781	8.915844852	3.417644465	24.85355639	27.07602785	17.41605812
gbr.100.54.t1	15.56843392	14.76465926	10.78863645	22.54778418	29.84733479	24.12975603	9.874232955	16.4032821	2.99118769	29.95886882	32.4466229	27.25852658	18.41969689	12.2399384	19.06073757	26.51151876	20.05678843	9.538187453	7.047594644	6.803099447	5.348698295	18.56116145	18.93738933	14.15939001
gbr.101.27.t1	14.91034514	12.99803408	6.303674325	11.56996281	16.59017818	8.29183528	5.644345434	5.181198064	0.977843662	21.49823664	18.53135135	14.54339225	9.06114718	6.736275542	10.66154839	12.21169374	14.38559328	2.888214498	5.002476193	2.125626466	1.338662218	11.41402959	10.93546528	6.429310089
gbr.101.39.t1	12.36435552	10.1589575	4.648049406	11.56363109	13.32559124	8.562630887	6.73473372	7.076188508	1.281849409	19.98785149	18.56115301	14.76550373	9.693830263	13.07591122	14.76448066	19.98881135	17.99253207	5.26055389	4.47277473	3.986757353	1.24860286	12.11514117	12.0252987	7.21881012
gbr.101.9.t1	3.431972059	2.895396281	3.27301718	3.511547544	4.712194654	3.021295081	1.942065171	2.932802299	0.427424845	3.850967005	4.094282026	3.831959456	1.746786229	1.755181833	4.194260897	3.77048465	4.666202537	1.648892512	0.775677315	0.460574028	0.693454006	2.718499996	3.073804808	2.441471997
gbr.102.10.t1	14.35173444	12.14136677	9.290875101	13.64952115	15.52869805	13.60212622	11.12480366	13.22389094	3.144172172	26.31770324	30.15036836	19.52514475	8.642645686	11.71970003	16.96362075	20.86367399	19.41639679	10.52152772	6.456448172	5.762911789	6.03688947	14.48664719	15.4204761	11.29776517
gbr.102.3.t1	3.903735177	4.367059986	2.367096179	4.049768021	4.531851834	3.852636552	1.523430561	2.372002716	0.27603595	5.896403274	8.536860616	6.403218233	2.584259356	3.401517343	6.037120823	3.764719771	4.785861578	1.011173364	1.303619377	0.442779227	0.258892293	3.289419362	4.0625619	2.886596199
gbr.102.33.t1	81.80748587	67.59109122	64.04561874	12.91398063	23.52372039	10.19920251	10.26791119	22.90534008	2.282500787	3.846270434	3.611293736	2.127332919	3.320434343	3.762749209	5.989024958	8.570721026	7.063323905	2.718984046	0.603902665	0.192549663	0.250100032	17.33295802	18.37858117	12.51610914
gbr.102.38.t1	8.089924085	9.463693989	3.895373862	16.11964582	21.00755948	13.10520026	2.170586954	11.18495969	0.454810013	21.05837465	14.4038207	7.169713183	1.187283037	1.904474301	2.051627132	11.04085759	7.613220425	2.269150883	1.860880397	0.349950558	0.55853114	8.789650362	9.418239878	4.21491521
gbr.103.26.t1	7.233367495	7.159614142	4.791634446	14.93014182	13.85403063	11.67521079	9.450581252	10.21434269	3.451509016	11.41467248	9.283502017	8.720482804	9.783332532	8.552654639	12.95917359	6.382992368	7.124482029	3.908861622	32.9141785	41.13697868	10.36825576	13.15846664	13.90365783	7.982161147
gbr.103.3.t1	10.04314285	7.044494204	4.987802228	9.435813378	10.44223313	6.182511032	3.974044322	4.148862364	0.704045595	19.32834245	14.54955471	12.83080626	6.699214238	6.559606298	8.212858403	12.49329443	9.030354199	3.735747676	4.513506827	2.069866093	1.576076728	9.498194071	7.692138714	5.461406846
gbr.104.21.t1	4.219084948	7.265572927	1.227433915	5.53558098	4.611867873	3.566671322	7.570943573	6.991463199	0.775293061	38.59986491	17.04054136	11.05315096	10.72829545	5.015165279	6.078028954	16.31714438	15.95750971	6.598132205	33.9517687	12.87467136	1.223124141	16.70324042	9.965255958	4.36026208
gbr.104.23.t1	272.6508163	136.8980228	32.20953401	429.9499229	148.6422718	35.52290623	335.6659737	166.3222631	24.959017	723.2732349	620.9544059	57.91679536	506.4362176	272.9434794	56.89899403	676.0503973	126.8535935	44.16688107	1194.017693	407.7926901	70.70179541	591.1491794	268.6295324	46.0537033
gbr.104.4.t1	16.76789837	20.43401935	15.61520064	18.13887088	37.75836185	30.93072979	12.57802911	15.75311533	2.938137807	27.04329337	34.74665334	35.46194024	8.405997694	6.427575945	24.29242561	9.527495063	23.46153836	1.547982025	4.33089783	4.119684622	8.179469905	13.82749747	20.38584983	16.99512657
gbr.104.49.t1	42.28360201	45.36807439	31.36495351	56.48899644	85.02577581	75.04912132	45.69444671	87.25928238	7.129725066	56.90331792	59.69839279	29.07566562	10.59069956	15.68282853	18.2743705	29.05841374	32.39662754	7.969108372	21.62022094	8.347356902	5.627691853	37.51995676	47.68261976	24.92723375
gbr.104.58.t1	21.36002078	31.63814726	2.928463939	31.43142313	46.08237286	12.34920504	3.118784109	4.294370662	0.061897372	52.56776831	41.93363004	14.87237322	4.126944169	3.13515061	6.002094863	40.97524479	13.16843216	2.204001395	5.81407777	8.567453861	1.7798795	22.77060901	21.25993678	5.742559333
gbr.1049.2.t1	18.9194026	12.24369759	5.653723818	19.45898416	13.88665882	14.56803118	3.755945716	1.605582116	0.865001736	66.34739406	44.02412438	36.18251568	7.81237425	5.640815591	12.22672571	39.44015414	27.03427587	1.604057461	3.632126604	1.23984994	6.065985241	22.76662593	15.09642919	11.02372012
gbr.105.1.t1	300.1128462	340.71338	121.7321823	226.3944325	323.5831957	133.5608826	508.9788222	952.9079735	120.8970148	79.59211928	106.094991	71.24142921	70.35745082	76.89537523	103.5011842	79.91825323	106.3537142	28.96976678	23.41947859	5.04194186	13.53981254	184.1104861	273.0843674	84.77746749
gbr.105.25.t1	2.589357821	4.991807126	2.092322817	3.7048196	3.473002395	1.62867844	3.244766509	2.932549574	0.058398199	4.303666711	6.552024913	2.092310339	1.880868206	1.43602615	0.747316666	5.156531097	4.110834171	0.50897921	0.310610811	1.206012487	0.370157126	3.027231536	3.528893831	1.071166114
gbr.105.28.t1_gbr.105.26.t1	13.20317301	17.28902769	10.51391991	22.77217661	32.60949921	18.9593047	14.36237174	21.75074728	5.748690274	33.18881114	39.1196446	39.26924256	14.83285395	15.75641499	23.45146155	17.55419247	17.68101632	9.025216514	11.89306578	5.711316529	7.232655009	18.2580921	21.41680952	16.31435579
gbr.105.35.t1	0.907735188	0.848613708	0.158576594	0.044032687	1.0215492	0.130268454	0.90135651	2.209212718	0.213987471	38.57879964	55.98349597	16.64160834	18.26717011	20.35471172	41.86035322	0.308701564	0.515157809	0.299115061	5.749046446	6.600684799	1.470987772	9.250977449	12.50477513	8.68212813
gbr.105.37.t1	4.045504939	4.438281046	2.771303519	3.987454577	5.856814276	4.06583236	1.418592322	2.667119565	0.173887117	4.604444565	7.235874304	3.056747191	2.431680454	3.705541069	3.039174456	0.980080367	1.518411535	0.609589155	0.72555347	0.531318472	0.425318712	2.599044385	3.707622895	2.020264644
gbr.106.26.t1	1.878209307	0.77840055	0.482595863	0.918466263	2.303836001	0.991787809	1.568294046	0.141544888	0.096812154	2.053544734	1.893773433	0.830366585	1.69609073	0.792706261	0.933513246	1.744435061	0.523970265	0.422493697	2.476698608	0.874844074	0	1.762248393	1.044153639	0.536795622
gbr.106.35.t1	3.028690419	3.38123202	2.62300811	4.897512329	5.784609272	4.589565682	3.040935908	2.448565732	0.575069676	10.21527389	12.47571204	11.26739304	6.670519971	3.737505507	15.53159335	3.425746454	4.450292828	3.076012384	2.376853571	1.564126469	0.789503068	4.80793322	4.834577695	5.493163616
gbr.106.41.t1	13.41385345	8.051141646	0.054619871	59.34389299	28.62444802	1.143010931	5.11099359	1.957305977	0.277584416	44.01592141	29.62103202	4.173351282	11.67320987	9.137897485	2.216663988	24.6406349	2.321550122	0.970664963	135.8179307	41.52984037	0.838754191	42.00234813	17.32045938	1.382092806
gbr.107.2.t1	1.644400433	1.869225192	1.096093031	2.980524178	1.745356581	1.294330502	1.564483274	1.734912095	0.024598075	2.243865787	4.253338804	1.31951511	0.771482321	3.198383575	1.626621227	2.600638404	4.164519842	0.631707158	0.891152786	0.292214476	0.806782041	1.813792455	2.465421509	0.971378163
gbr.107.24.t1	31.02129858	31.41357157	26.55989452	40.84640207	35.78517644	36.36291709	16.03517182	20.26994313	5.442457881	44.48798047	37.53826619	46.67212888	35.50356145	23.25416853	54.14148572	28.36700285	38.92776881	9.875202649	10.05519192	8.637680424	8.123308615	29.47380131	27.97522501	26.73962791
gbr.107.28.t1	29.56419905	28.1458644	21.32736214	41.77062607	44.73358798	30.19795977	34.90425851	41.11064985	22.3200307	60.37526021	55.81052896	50.44792188	59.59364762	43.21937089	56.74140527	37.24672226	40.33093018	20.13549926	18.15696088	12.64482248	11.61965338	40.23023923	37.99939353	30.39854749
gbr.107.29.t1	2.94777576	3.282999425	1.257473939	4.396736998	5.271597794	3.118257615	1.691285336	3.011596611	0.434056856	8.433218506	8.348756584	5.814295305	1.385668163	3.085318965	2.69989736	2.507595081	4.606339827	0.788599734	1.935708268	0.690677311	0.561766311	3.328284016	4.042469502	2.096335303
gbr.108.17.t1	60.69376233	78.21501065	27.44172201	57.27129178	103.1800941	52.97657041	31.65866681	62.70914325	8.829030506	97.63487358	123.6268706	69.05937402	50.25973399	49.87349926	65.8295081	39.59963641	47.88324335	12.44019158	31.14407479	18.55375189	11.49916513	52.60886281	69.14880187	35.43936597
gbr.108.21.t1_gbr.108.19.t1	3.664380173	4.036069774	2.650427835	4.440117523	6.127804123	4.422117636	4.811116921	4.294145341	1.346865396	12.94501676	18.27906562	14.68956932	4.012948658	4.438034092	6.432960844	7.001939475	6.307025727	3.58783961	1.471684353	0.761191358	0.987402302	5.47817198	6.320476576	4.873883278
gbr.108.26.t1_gbr.108.27.t1	8.677230609	6.158333564	4.87294115	11.81060001	10.2620308	17.70807226	34.99524624	47.85417111	19.38844216	15.32197284	12.95132301	8.482348325	11.65936679	11.73583118	18.44332269	13.91747	36.83260982	9.303438638	68.55787963	79.87648677	5.064816407	23.56282373	29.38154089	11.8947688
gbr.108.30.t1	11.97192406	10.85775	9.500924684	18.27265847	18.95627238	12.98427995	5.00313598	8.290133039	1.945844888	23.39296299	31.78419565	23.1040694	36.58054578	30.83004498	34.8659347	19.63629709	19.14659541	13.23546284	16.4653118	24.42468041	6.294654081	18.76040517	20.61281027	14.56159579
gbr.108.31.t1	56.42909392	57.82468152	36.8075586	70.28677439	62.02336157	67.00101645	66.98637035	104.4850926	12.7645302	76.47125253	104.2284898	56.01508774	39.57792458	37.8844275	41.49083588	45.88948352	59.05721376	18.35067227	32.36846539	19.96563111	15.02340602	55.42990924	63.63841398	35.35044388
gbr.109.14.t1	17.34589128	14.09286261	6.419212342	13.93209003	18.23592369	13.08018732	6.590872801	10.95448909	2.764594243	23.32639903	20.60418277	17.01476632	9.39437408	9.177043586	12.12550602	13.21337558	15.09195037	5.682898847	5.757661724	4.653693566	4.284137791	12.79438065	13.25859224	8.767328983
gbr.109.19.t1	26.20066751	19.78315089	17.31228251	33.56949978	30.54182919	23.36198945	12.36381993	22.06411996	3.399386567	58.62799881	59.19537853	43.72151304	26.3519936	23.82155769	28.16923536	47.58129445	71.2486028	16.67087421	22.64137525	11.58088991	5.246034764	32.47666419	34.033647	19.69733084
gbr.109.26.t1	5.580364575	6.086985418	2.634062912	3.53001748	6.766711357	3.914520592	2.746560777	4.436881577	0.2070661	3.468207783	5.42961246	3.017333621	0.976081648	1.185184716	2.477195914	2.209706823	2.52203917	0.774097348	0.885436231	0.304721811	0.21280852	2.77091076	3.818876644	1.891012144
gbr.109.29.t1	24.48034766	23.57186988	19.99450193	32.12138712	31.92382858	28.49410194	16.64123964	23.81116579	7.188121397	55.25264455	60.42084812	58.12793749	32.76077196	25.6643774	38.53346248	29.62754214	42.91686189	18.54542167	11.36947973	10.94416094	10.02986353	28.89334469	31.32187323	25.84477292
gbr.109.30.t1	6.069014749	5.079771089	3.290717155	5.40232811	7.467657398	5.248202604	2.076540962	3.860047228	0.513392052	7.474584106	8.594559793	6.576332058	3.058692768	1.824952307	5.460940526	7.310819679	6.983367543	2.049997173	1.22938841	0.897370026	0.633354449	4.660195541	4.958246483	3.396133717
gbr.11.114.t1	39.03572426	35.63893963	13.96859493	37.8838955	40.93825308	41.17886061	11.63956793	19.02918975	1.471429069	63.62117862	92.16175795	54.70387093	15.50956133	20.85418407	31.46245634	44.88996817	52.48696899	17.79865234	9.465231676	7.498288057	7.061379143	31.7207325	38.37251165	23.94932048
gbr.11.115.t1	342.5575431	305.6685508	151.0254264	416.7766511	355.4246709	210.3902667	148.9785081	189.6750991	76.99452244	546.776743	499.6148471	581.3970956	315.4284763	248.9149422	355.2901856	343.8914716	337.4964025	162.8138343	134.51146	149.4110359	97.13484366	321.2744076	298.0293641	233.578025
gbr.11.122.t1	164.6587619	148.636128	126.8907569	496.4029165	359.746576	371.2919849	1616.267827	2410.393242	1048.872714	64.47467165	67.55651627	46.17011013	156.3281123	163.8839045	169.4196982	98.4319717	104.3532716	77.03952587	11.99433138	10.50285602	38.74227629	372.6512275	466.4389278	268.3467238
gbr.11.125.t1	3.798278047	3.324966927	1.619983779	4.585192449	6.296178599	5.404372201	1.418398426	2.981174318	0.335012728	11.55258762	10.32796276	6.083463067	2.336710337	2.998262226	4.114936671	5.438363084	6.283163514	0.801152146	4.553632739	1.450095375	0.319588174	4.811880386	4.808829103	2.668358395
gbr.11.138.t1	290.5923112	265.1091821	128.6937524	209.0208417	215.2267373	156.3651025	149.0770574	195.6201716	35.10721458	319.5325441	276.3453596	239.4264992	137.7931668	104.346588	182.0642878	210.2337948	208.4074495	57.16807575	88.25592315	72.36711344	21.76052258	200.6436627	191.0603716	117.2264935
gbr.11.143.t1	155.0646416	209.9361673	97.42158222	100.5627151	127.7436711	105.4278204	201.3937794	348.085697	109.8985821	45.284242	50.09641584	39.71862951	76.22863106	91.85869005	83.83316192	72.05823162	170.5634372	53.62097741	73.21320825	53.95247338	117.2172797	103.4007784	150.3195074	86.73400475
gbr.11.171.t1	8.253740804	10.0419219	1.833162322	8.622960286	13.20809353	10.47184565	9.107916783	13.0179405	0.718286613	136.3632299	191.6430937	202.5328791	22.28084283	33.11609993	113.6942095	38.49568436	43.64281558	9.905931239	5.506501497	2.519548875	8.016364168	32.66155378	43.88421629	49.59609694
gbr.11.186.t1	41.92714663	36.94021539	27.89563107	41.55627271	43.73653852	30.11522133	41.50404944	32.37390196	16.90400499	52.20340103	45.59217231	48.84669624	64.40042686	40.82196514	46.83296758	26.68340005	30.59370392	16.63333718	52.84669437	48.28704038	23.4325033	45.87448444	39.76364823	30.09433738
gbr.11.37.t1	8.29246945	8.475440867	6.481758325	8.748304813	9.112335283	8.379052146	6.284873464	7.872550304	1.799177928	34.42733947	44.18186214	47.77920329	9.421904009	9.0494707	27.91924608	9.142457775	10.05865338	3.070470047	4.808035536	2.051833644	2.170789855	11.58934065	12.97173519	13.94281395
gbr.11.55.t1_gbr.11.57.t1	10.13024062	13.60768182	7.227982797	13.28320334	18.28061337	14.25709473	5.382602779	8.332690278	4.741237412	8.451643987	12.90080644	11.11882399	4.5979246	7.305522714	10.32641914	5.951459818	12.4761695	6.337932307	12.12032156	10.18464594	4.054612816	8.559628101	11.86973287	8.294871885
gbr.11.70.t1	235.7853657	183.8836818	221.1385652	219.8310792	191.6612034	199.8400208	132.6723089	147.0327774	73.04271583	186.3381928	179.1636258	201.3849001	153.8821844	131.6779299	213.0731035	189.8599262	182.8834929	155.1721655	256.4499507	304.2120298	181.4982698	196.4027154	188.644963	177.8785344
gbr.110.10.t1	973.0978889	864.6719598	634.049476	1209.374753	1078.463205	977.5720073	929.1461004	1060.423157	438.4142433	1667.091463	1637.133848	1135.447336	1194.860261	1176.06737	1027.790451	1457.469138	1348.317347	737.8425151	3098.258429	2868.998999	1459.181887	1504.185433	1433.439412	915.7568451
gbr.110.13.t1	2.775841467	4.541933851	0.986501054	5.767854451	7.226515328	7.02002607	4.344253449	5.470561057	0.20757193	13.09317167	9.295528323	8.631268873	2.584328223	1.027072732	3.531043541	5.123146075	7.161995953	1.362200194	2.454807552	1.209848137	0.123116346	5.16334327	5.133350769	3.123104001
gbr.110.4.t1	68.03308186	64.31452855	37.96676359	54.5773146	70.42663664	36.06943645	50.19610963	79.82296204	19.59360638	67.95158442	101.732903	61.38419579	72.55304836	94.1930359	43.23119327	68.55986373	156.7922702	40.45752502	40.03160593	45.22287716	25.50144791	60.27180122	87.50074478	37.74345263
gbr.110.59.t1	8.522825396	7.448677588	5.65901307	10.00282055	12.70001854	10.7132133	5.352198747	6.845257442	1.333043569	12.6970104	9.654766814	11.28375917	5.810233742	4.6416017	10.34605813	11.78938005	10.959709	4.026673711	2.746102981	0.902858968	1.36193478	8.131510267	7.593270007	6.38909939
gbr.110.6.t1	10.86253074	7.53054567	1.338909397	14.64204756	11.99071517	5.613335966	3.842580907	9.479248906	0.973031769	46.93801586	23.5815147	13.5914588	15.02112263	6.031179343	6.487186652	20.31185583	8.245639692	3.235074237	13.6800651	1.352660644	1.587832409	17.89974552	9.744500589	4.689547033
gbr.110.65.t1	0.893076728	0.960393775	0.620001332	3.305587999	1.767023156	4.108652569	0.322227942	0.185892017	0	5.608548776	3.182706974	4.13548397	1.102609627	0.595377122	1.17967726	2.35578966	3.023236451	0.157131609	1.248669955	0.186948963	0	2.119501527	1.414511208	1.457278106
gbr.110.67.t1	22.53947037	10.59485651	3.102295881	51.36311478	24.70795263	5.413286383	13.72778748	11.1299658	1.728129169	71.24966137	30.32183179	6.330951354	53.46536644	14.67216715	5.517742786	41.05689924	11.94120852	1.783374535	25.64726096	9.644818071	1.876763421	39.86422295	16.14468578	3.67893479
gbr.110.82.t1	20.77672946	23.197001	17.00186434	30.29602948	35.12324162	28.4837316	16.4408126	27.62028981	5.972613061	58.26879284	65.48393827	46.44761206	37.67553479	32.54155002	49.68788082	29.01866558	42.84967738	13.90923665	4.886228718	2.67967354	3.453581811	28.19468478	32.78505309	23.56521719
gbr.110.86.t1	13.23103393	14.79098399	10.76988006	19.01361898	24.5516401	19.41664871	11.58594395	14.3049771	5.891568302	19.93671289	19.90487501	19.52438529	17.13356723	16.57201795	17.67380602	26.23497285	23.49600748	20.26678025	9.67062864	6.96762045	10.96691915	16.68663978	17.22687458	14.92999825
gbr.111.11.t1	7.202060691	4.661370992	3.665822895	14.29922524	18.6200191	7.746502965	1.833453493	6.377234152	0.540623274	7.359286369	5.39345114	6.269279084	1.871141221	4.531712597	2.213535993	11.46761286	12.67465117	1.945049753	5.45635991	1.495938521	0.511883302	7.069877112	7.67919681	3.270385324
gbr.111.14.t1_gbr.111.16.t1	5.988519059	8.317102646	3.470204014	10.97501902	11.80225727	8.055811645	7.823367113	11.24808184	4.602825054	16.10626529	17.20198824	12.40737793	14.14132136	12.24237723	13.81992615	7.200739587	7.473380846	3.589934072	3.358089938	3.623932534	2.417041539	9.370474481	10.27273152	6.909017201
gbr.111.15.t1	2.306522914	7.062982817	0.725011644	8.584426276	16.01331943	12.47736986	2.158735476	13.14268017	0.144696951	12.08858496	21.19594335	10.92393937	0.730432875	1.99434365	3.727144513	11.5754716	5.892884208	0.613683009	1.582821513	1.080592458	0.188389236	5.575285088	9.48324944	4.114319226
gbr.111.39.t1	49.50703787	42.67857171	24.04964332	31.29267366	33.95196171	30.51416639	37.42833593	57.67954423	17.85323372	157.7224576	232.3066816	120.5717212	92.19692005	73.47279519	114.6183726	82.29052272	74.472618	20.83779798	34.58435327	14.60060166	24.26218743	69.28890016	75.59468201	50.38673181
gbr.111.51.t1	296.0804158	258.4809166	151.5852384	282.2811293	271.1989617	187.1958343	254.766792	293.1415309	103.1668038	352.2886707	324.6461965	260.9297958	217.0713736	163.7020481	255.655655	283.3933195	286.1268454	119.1816687	129.3287137	114.8959099	89.82309664	259.3157735	244.5989156	166.7911561
