Sample:	TFf	TFm	TFw	STf	STm	STw	RNf	RNm	RNw	Paf	Pam	Paw	Skf	Skm	Skw	Spf	Spm	Spw	Cof	Com	Cow	All_female	All_male	All_wtr
gbr.134.33.t1	135.7406627	167.3922307	275.4525807	97.80532532	129.0682938	197.6836644	67.91844706	61.41527375	110.6975416	167.2080376	143.5495299	255.3943492	226.9470341	214.3849019	279.8214827	91.46200831	112.4927013	197.9511064	168.0507793	309.5687681	310.8770643	136.4474706	162.5530999	232.5539699
gbr.136.28.t1	29.65715694	28.59047556	15.99989645	29.15189515	25.84894058	30.22528757	15.92352706	10.20644331	7.436201064	29.39248559	24.24798505	36.0807083	14.47416147	5.993849679	45.30471984	13.24454328	16.40009621	13.48316791	5.969494096	2.052697447	17.80946035	19.68760908	16.19149826	23.76277735
gbr.137.57.t1	36.05432939	38.28251087	36.14687771	31.69033379	34.95680059	43.72266046	31.77938312	33.38783054	56.2554461	55.51697772	51.00028627	69.7026057	30.16399886	33.53817166	30.02866494	42.1699027	62.2409816	52.9319559	24.45682883	23.32948196	46.82941173	35.97596492	39.53372336	47.94537465
gbr.137.64.t1	3688.205183	3417.261047	2517.80351	1142.673648	1620.028429	1324.015564	1554.713281	1396.295497	1717.570953	369.185896	404.7814624	386.5046411	2166.699446	1856.459191	3109.035723	213.2465672	226.1772928	354.8178163	456.1662542	481.1340807	466.9122848	1370.127182	1343.162429	1410.951499
gbr.139.43.t1	2.1700829	0.81074501	2.64373149	2.127079848	4.095725586	5.303790073	0.400115979	0.602563888	3.465274411	6.307209948	5.105933071	12.16321064	5.469234295	5.605543751	24.81333511	0.619481125	1.639510983	3.300892001	0.129396024	1.155059782	2.067931571	2.460371446	2.716440296	7.679737899
gbr.139.8.t1	9.56489952	9.95398399	25.48237645	9.358193761	9.405203437	10.15074329	7.688557693	12.32163341	11.36443009	8.225167076	9.570477082	18.67503476	1.832587107	3.282487873	3.396029142	17.23027103	10.50453779	22.19091675	1.727927978	1.089462865	1.139465238	7.946800595	8.018255207	13.19985653
gbr.139.80.t1	28.84049812	28.22939275	42.05271403	30.45645323	32.12618684	35.12282742	36.03537795	25.43579496	28.73033191	56.38471545	61.45807175	63.5925388	23.31021547	35.21804709	36.03871453	93.3201406	98.47241777	98.00986162	16.33246884	18.08628282	17.44494522	40.66855281	42.71802771	45.8559905
gbr.139.83.t1	325.8305799	350.732463	337.984321	214.9363413	239.6799786	230.5933824	216.5261847	216.2607636	227.9476551	155.1821413	175.2801314	178.7847079	272.3387728	297.0388029	244.2293077	169.7374055	201.7377414	249.4978353	118.5757134	159.8962281	148.3126016	210.4467341	234.3751584	231.049973
gbr.14.115.t1	50.69650447	46.24238734	54.52926707	41.92026525	44.20292197	48.7209633	56.48410324	57.32248514	60.24508407	30.60806819	23.28757274	36.58485988	53.29003317	41.68584579	50.7406467	42.338841	42.84970572	58.82995925	35.60440797	31.26871484	46.47152282	44.42031761	40.97994765	50.87461473
gbr.14.125.t1	165.6230533	154.9898964	205.156966	242.3159476	217.7804426	267.2871481	186.1423656	207.9245244	196.9066948	155.8670649	155.4134886	180.7095842	118.2477532	135.5938011	152.3443381	332.6355317	369.2010927	444.0371651	147.6466999	225.8027579	153.1044472	192.6397737	209.5294291	228.5066205
gbr.14.152.t1_gbr.14.153.t1	1.507499947	1.53941221	1.01233579	1.92368092	1.37705701	1.522712199	1.433009955	0.550103048	0.8870629	2.247611323	2.3981836	3.008219964	1.67112446	0.704721139	2.300208212	1.254494878	0.906775578	1.100508179	1.647761101	1.827999272	8.111815233	1.669311798	1.329178837	2.563266068
gbr.14.64.t1	81.82890428	92.27534189	115.1551095	49.58884758	61.24912867	71.01717735	43.43731137	47.77530379	71.68656459	74.36165374	79.22303043	93.55970868	73.76526866	73.50581199	64.14827247	68.00881832	87.2866676	98.86568958	48.21706918	63.13100432	59.21352202	62.74398188	72.06375553	81.94943488
gbr.14.66.t1	9.77870792	11.24344364	11.8556256	8.8671058	11.97018621	17.59797449	12.65229078	16.59771946	29.55196804	49.09891195	50.32758366	94.97828465	62.58383707	49.85457751	78.22418425	5.543527078	6.992380671	13.62175562	0.979743824	1.868253818	8.19863214	21.35773206	21.26487785	36.28977497
