Sample:	TFf	TFm	TFw
gbr.245.18.t1	0	0	0
gbr.225.22.t1	163.2952487	209.0449294	159.9880971
gbr.87.22.t1	24.425102	33.89626907	26.28078822
gbr.199.3.t1	70.87584013	64.640271	74.09447284
gbr.236.12.t1	2.624151009	1.822695215	4.078021797
gbr.40.62.t1	5.744126029	4.057756165	4.136947592
gbr.42.20.t1	0.561432594	1.15818694	0.083429587
gbr.527.7.t1	1.880285752	0.959898627	1.88325436
gbr.142.87.t1	186.8864982	147.9414705	160.8965848
gbr.61.30.t1	3251.984319	2023.296024	3516.14423
gbr.484.19.t1	12.12602536	10.63098153	19.29270078
gbr.6.221.t1_gbr.6.222.t1	3.971218249	4.256918528	9.416321525
gbr.33.57.t1	114.5015217	120.0846837	93.94396495
gbr.450.3.t1	42.71552338	36.42868024	45.93243308
gbr.109.12.t1	19.06687921	16.99875523	21.26776848
gbr.3.19.t1	34.75240103	33.46408687	49.91931846
gbr.36.53.t1	3.276122444	2.984255641	3.455607808
gbr.9.118.t1	0.276038342	1.706280333	0.173982296
gbr.104.63.t1	37.33239825	39.26040665	30.77475622
gbr.221.30.t1	402.2165044	259.6108817	268.0176429
gbr.25.22.t1_gbr.25.23.t1	17634.64263	17054.0711	13340.78941
gbr.101.17.t1_gbr.101.18.t1	7839.948041	7716.868526	6604.745687
gbr.26.27.t1_gbr.26.28.t1	4.198808281	4.222628443	5.135059017
gbr.130.13.t1	47.32303688	49.97355613	64.69635211
gbr.47.74.t1	88.23629503	88.67794992	112.6149732
gbr.25.198.t1	2.981854157	3.503050981	7.112800411
gbr.101.45.t1	204.6696488	199.9286595	217.9595985
gbr.225.27.t1	2136.414019	3027.245618	2424.542074
gbr.160.57.t1	8.829279982	4.689294858	7.914441831
gbr.2.141.t1	9.497428301	10.93875492	17.17716763
gbr.3.139.t1	5160.387039	5172.175235	5070.910148
gbr.308.10.t1	6.555357797	5.596610646	8.006466525
gbr.90.1.t1_gbr.90.2.t1	49.32772445	49.94046883	80.25713748
gbr.25.192.t1	220.0371646	276.6322018	293.4407565
gbr.424.2.t1	40.84579984	41.20135911	52.61275842
gbr.125.40.t1	12.36368858	20.7679201	14.93870951
gbr.391.20.t1	384.2445856	347.6618023	376.6316837
gbr.151.18.t1	51.07280925	56.20257796	74.11929853
gbr.164.24.t1	57.20717522	87.99974789	103.0314583
gbr.151.39.t1	0.409623125	0.418408495	0.58297702
gbr.13.37.t1	12.9619395	20.92561321	23.11495473
gbr.59.12.t1	45.28658813	60.03486053	48.01569702
gbr.68.66.t1	25.21491483	26.08223269	18.88538393
gbr.89.38.t1	17.10341343	16.52792532	17.08098599
gbr.120.8.t1	4.585826954	1.851706353	9.149836262
gbr.519.7.t1	12211.1502	24195.84939	33810.98855
gbr.36.23.t1	5.873769964	9.426514615	14.79042024
gbr.141.52.t1	34.00741945	29.18802122	41.68726952
gbr.53.27.t1	52.61006115	60.05546979	75.13799434
gbr.181.19.t1	498.996474	549.3093212	599.0829939
gbr.205.16.t1	23.78409691	26.59349451	21.53798945
gbr.76.46.t1	20.71271835	39.44582801	20.88094408
gbr.206.19.t1	18.86127322	23.89341145	27.33380645
gbr.90.28.t1	256.5340362	153.3194248	132.813872
gbr.15.46.t1	469.6270624	537.5067051	494.0995162
gbr.139.83.t1	325.8305799	350.732463	337.984321
gbr.25.183.t1	22.42070036	25.26810782	26.82877356
gbr.29.66.t1	22.60567809	29.70671651	32.2217189
gbr.123.3.t1	23.07189544	20.12193258	19.33335147
gbr.3.50.t1	18443.19488	21091.94888	21684.05619
gbr.40.90.t1_gbr.40.91.t1	438.5682238	518.1057716	521.8171188
gbr.448.8.t1	191.036968	191.0265361	238.7781959
gbr.66.16.t1	2.017109627	5.33019067	13.10884913
gbr.478.6.t1	409.9826244	384.0552836	519.0296322
gbr.145.14.t1	59.03635705	64.56280747	63.89936386
gbr.185.4.t1	44.61127077	51.43804849	45.22428383
gbr.67.9.t1	42.92762832	38.99186681	51.21576504
gbr.314.5.t1	71.24717307	78.91897028	88.86562212
gbr.41.98.t1	319.9376276	318.1175912	367.3597395
gbr.9.61.t1	119.3158365	107.412962	104.8186956
gbr.449.5.t1	11.39131947	13.18283066	14.61874804
gbr.529.7.t1	49.04564879	47.72973213	49.16295487
gbr.64.26.t1	61.72526318	31.54207252	24.13516588
gbr.488.9.t1	139.1559979	157.2416708	158.1446653
gbr.110.51.t1	12.25776218	19.77923947	18.14208011
gbr.168.24.t1_gbr.168.27.t1	16.72643203	18.61050227	18.19793622
gbr.11.223.t1	0.498253771	0.286094354	0.287308513
gbr.44.74.t1	51.11823718	55.19387716	79.314291
gbr.90.74.t1	23.76192612	25.98285001	40.97630194
gbr.90.11.t1	80.33807249	88.63207352	101.5590078
gbr.75.17.t1	440.4669315	400.835943	546.2360181
gbr.87.48.t1	40.7527156	41.73196959	61.72230941
gbr.23.2.t1	40.11288491	37.13210801	54.87940571
gbr.34.34.t1	0.949435129	0.22182047	0.40618948
gbr.571.7.t1_gbr.571.8.t1	13.92777867	19.44506471	21.5272228
gbr.167.54.t1	1.405109145	0.887296953	1.69438831
gbr.35.75.t1	97.31977911	108.2638759	131.1385474
gbr.260.2.t1	16.35721668	16.27053468	17.62988256
gbr.4.91.t1	19.43104483	22.88253566	24.3602652
gbr.517.12.t1	36.58101228	43.9022767	58.42982069
gbr.2671.1.t1	2594.799379	3482.559709	6685.166485
gbr.63.86.t1	9.389076283	5.140604146	9.722820562
gbr.90.118.t1	60.56027578	57.2608343	90.46772116
gbr.156.30.t1	62.31210686	69.28656706	73.87551594
gbr.268.13.t1_gbr.268.15.t1	2.36077541	3.66905107	2.997104976
gbr.58.87.t1	17.80480523	23.4310627	26.10622204
gbr.124.55.t1	77.66288703	74.77272609	109.4154127
gbr.33.43.t1	349.0898541	312.5843997	427.4864947
gbr.137.57.t1	36.05432939	38.28251087	36.14687771
gbr.19.40.t1	19.86124736	24.55381406	30.29255375
gbr.171.11.t1	169.9336092	186.6247382	199.4773806
gbr.307.4.t1	24.01881225	29.95908803	47.33281466
gbr.286.8.t1	259.7582444	247.8514636	361.5952707
gbr.182.69.t1	13.30204847	14.575151	21.42083852
gbr.494.6.t1	15.4748659	15.9574127	22.7819011
gbr.381.20.t1	5.561475202	6.942492365	6.4666541
gbr.17.113.t1	160.2592799	224.5313538	315.339935
gbr.541.4.t1_gbr.541.5.t1	155.3611006	169.0748353	209.6074358
gbr.298.8.t1	64.94644124	79.83265048	91.4559035
gbr.23.69.t1	24.57524122	26.05170871	31.65940545
gbr.53.13.t1	49.84532712	48.69271929	60.11109209
gbr.174.36.t1	8.288784731	8.307476711	12.65170492
gbr.1.27.t1	19.57118781	20.76635174	31.92356365
gbr.380.9.t1	63.69158588	56.79050808	86.28369502
gbr.11.32.t1_gbr.11.34.t1	17.53424341	20.52847511	30.80275364
gbr.189.7.t1	344.6737746	465.3189225	784.59893
gbr.21.5.t1	4.761387415	1.721400914	4.484845846
gbr.326.4.t1	29.19883385	27.28565112	35.23968342
gbr.8.70.t1	4497.692617	5485.411325	5649.553524
gbr.150.23.t1	187.7319742	183.4682693	501.3680418
gbr.134.33.t1	135.7406627	167.3922307	275.4525807
gbr.99.73.t1	104.0994306	100.3871905	134.1813809
gbr.73.24.t1	8.929427515	8.572162138	14.15324009
gbr.152.3.t1	6.938114434	7.834037192	6.289263277
gbr.184.21.t1	62.2244705	59.36362352	61.12349657
gbr.25.193.t1	576.0669966	601.3381866	890.2352544
gbr.252.6.t1	16.75344935	25.90758078	29.93409064
gbr.29.74.t1	18.22556988	21.70947461	24.16437717
gbr.338.13.t1	313.3345193	301.7419458	441.8172759
gbr.559.5.t1	3.602132384	7.726925477	11.3331148
gbr.29.73.t1	716.4000879	675.2937643	961.0347551
gbr.297.18.t1	6.153281078	6.510375479	15.82175971
gbr.15.90.t1	6.221586283	5.610827905	8.372254371
gbr.155.17.t1	89.87584093	96.65257179	111.7609778
gbr.117.34.t1	295.6318644	315.9391701	455.5337421
gbr.375.34.t1	12.23797246	14.79501878	19.12044785
gbr.110.28.t1	15.00943741	16.15157675	19.82134466
gbr.25.94.t1	222.8258793	258.3137443	332.4458237
gbr.7.125.t1	0.85515146	1.511227502	1.773127429
gbr.216.45.t1	30.30583298	31.66032427	37.39668333
gbr.38.64.t1	118.8941221	112.1984173	109.1954096
gbr.35.52.t1	286.6725935	278.7562512	343.0251046
gbr.255.23.t1_gbr.255.24.t1	24.8610253	41.85065334	82.65733719
gbr.11.89.t1	971.3298164	924.5807417	1032.696746
gbr.301.30.t1	105.9757162	128.3807364	179.2461148
gbr.100.60.t1	12.59570886	11.85249825	10.53242342
gbr.13.33.t1	86.01632082	102.8461086	187.4159873
gbr.81.216.t1_gbr.81.217.t1	36.30876953	45.59607713	59.38003246
gbr.375.38.t1	25.83603083	34.69383342	45.51743373
gbr.54.37.t1	42.21182859	50.45614148	62.08045976
gbr.58.142.t1	484.9498561	511.0201119	644.7354359
gbr.309.21.t1	10.80075612	9.974428221	14.33097966
gbr.90.135.t1	46.22899602	52.47404145	69.95656564
gbr.421.11.t1	16.2224392	16.80001981	20.50802278
gbr.76.59.t1	20.96430837	34.31149145	55.77364116
gbr.178.17.t1	41.64482565	44.47439484	59.64181591
gbr.3.83.t1	22.14810582	23.52686223	39.99570082
gbr.495.4.t1	36.98850207	37.83707764	54.46343392
gbr.503.4.t1	11.05618088	11.83829781	15.90663331
gbr.46.62.t1	44.94432962	46.26166995	55.57936218
gbr.124.75.t1	33.57725204	34.23791667	36.48853794
gbr.459.5.t1	54.69152729	59.90640209	67.65344452
gbr.5.65.t1_gbr.5.66.t1	2.894688498	3.661899849	2.612060117
gbr.81.128.t1	16.83339428	16.01458675	30.44871576
gbr.47.9.t1	88.14956841	80.84378578	133.8453615
gbr.139.80.t1	28.84049812	28.22939275	42.05271403
gbr.72.126.t1	48.64932943	52.63759389	65.11173552
gbr.218.44.t1	6.311677169	7.626005626	9.813678675
gbr.70.27.t1	6.68818547	10.56077706	9.206817546
gbr.370.24.t1	14.62356504	17.07156351	18.58210712
gbr.400.13.t1	23.26163368	28.03043178	36.90199698
gbr.321.3.t1	130.2115459	145.6884998	134.9242056
gbr.6.127.t1	78.97566411	108.2129159	133.5316435
gbr.114.7.t1	15.53712393	15.78757071	24.49339665
gbr.102.55.t1	20.46566944	24.61618055	39.1335448
gbr.222.23.t1	18.85546388	18.89871722	32.56967718
gbr.162.9.t1	602.4413864	588.7249386	830.4927071
gbr.26.87.t1	111.1315426	98.83884478	146.2469234
gbr.178.34.t1	20.65863202	24.63967241	38.9376952
gbr.566.2.t1	260.8296265	404.6964507	537.769184
gbr.124.81.t1	18.77006768	21.15787619	23.40940394
gbr.314.18.t1	287.6510923	293.9490542	326.4996763
gbr.168.13.t1	35.15369948	35.91136572	40.0883445
gbr.1.49.t1	19.58203282	33.06666286	25.81597149
gbr.118.15.t1	1794.032034	2092.870781	2695.37486
gbr.283.2.t1	5.768480734	7.797718348	16.58159456
gbr.406.9.t1	55.05535995	64.42361683	62.19469825
gbr.58.86.t1	20.16079066	24.28591733	24.4438563
gbr.659.4.t1	11064.69296	11325.64874	13183.00412
gbr.14.81.t1	6.053577302	5.91576798	8.838013783
gbr.21.19.t1	218.7816987	241.767273	264.9401768
gbr.276.31.t1	38.5049955	44.72460191	58.94859844
gbr.314.24.t1	9.624344058	15.84869734	21.85779217
gbr.416.12.t1	17.19857225	20.11563061	22.35797608
gbr.476.14.t1	44.49435461	44.26470613	52.70197053
gbr.148.15.t1	164.8691591	185.116845	203.3997399
gbr.444.16.t1	107.9474597	118.7968435	135.610851
gbr.47.26.t1	389.8012777	330.7466968	427.862809
gbr.8.47.t1	39.53378249	42.8806664	70.2736153
gbr.81.161.t1	17.64957326	21.3290689	29.75483755
gbr.255.17.t1	26.60298556	30.00269402	47.71912383
gbr.367.3.t1	122.7053258	133.2114952	214.0049489
gbr.113.27.t1	1.051969061	0.455359703	0.373259419
gbr.210.13.t1	48.75641432	54.05692159	52.24547669
gbr.174.28.t1	7.869261737	9.142139615	9.66945664
gbr.213.9.t1	30.52752106	27.30591544	49.00076268
gbr.41.55.t1	3200.623069	2929.701269	3914.427003
gbr.81.23.t1_gbr.81.25.t1	13.29758454	17.29447279	22.07877512
gbr.14.125.t1	165.6230533	154.9898964	205.156966
gbr.218.31.t1	955.6072236	1169.219293	1591.829233
gbr.61.35.t1	22.10808182	43.33738724	12.65891061
gbr.222.4.t1	113.8273879	143.1783523	171.5352012
gbr.51.23.t1	102.2514634	114.9117836	121.8402628
gbr.75.50.t1	3.444107969	3.144148017	3.141136433
gbr.189.4.t1	7.567858284	9.2670164	14.09369687
gbr.422.5.t1	0.770910151	0.567206483	0.11497245
gbr.11.22.t1	25.7463573	32.75130535	39.32649042
gbr.25.160.t1	104.9999908	104.8142957	100.6095965
gbr.420.10.t1	37.55892833	48.37576395	29.6095185
gbr.14.64.t1	81.82890428	92.27534189	115.1551095
gbr.66.17.t1	867.332458	857.4901727	809.2681587
gbr.331.13.t1	7.312270707	6.357250916	11.41849533
gbr.53.56.t1	106.9419629	109.2632566	142.6152262
gbr.3.77.t1	27.02877359	31.37165907	44.58034357
gbr.3.16.t1	5.136025018	6.165505747	6.297818286
gbr.389.3.t1	17.89613773	20.90089094	24.38384577
gbr.198.27.t1	47.81570722	61.6901975	74.71109488
gbr.493.6.t1	129.284512	137.0842597	129.323748
gbr.309.26.t1	2.013049002	13.56440727	20.88524622
gbr.416.9.t1	9.148823437	10.16348374	14.1782391
gbr.218.34.t1	4164.96662	4851.963651	5432.333404
gbr.40.168.t1	16.94199857	21.60871564	26.13120373
gbr.142.22.t1	4.081807409	8.16316777	10.00979711
gbr.218.7.t1	196.2483325	221.5279561	288.6617966
gbr.11.101.t1	39.61866848	41.44005775	59.08065669
gbr.167.5.t1	125.2045963	136.9176072	181.3811922
gbr.531.10.t1	936.0170065	972.7667812	1094.841133
gbr.11.187.t1	177.4825129	178.7474461	213.2440581
gbr.166.36.t1	71.39718326	80.3297562	96.54113184
gbr.29.20.t1	1693.347692	1652.970943	1370.750296
gbr.205.9.t1	58.47257145	60.72561168	70.20352333
gbr.14.95.t1	7.604170641	7.0350422	10.61607604
gbr.158.33.t1	22.72135699	19.95760047	31.44456387
gbr.375.36.t1	40.17640583	40.75666791	52.78947502
gbr.226.22.t1	30.52947862	26.73393027	22.1100309
gbr.11.153.t1	1.203497191	2.305866864	0.712566114
gbr.113.12.t1	12.28279815	19.14931427	39.05026813
gbr.100.51.t1	52.31392387	57.89991595	106.1224807
gbr.39.25.t1	7.017663204	9.063790947	23.42599653
gbr.48.71.t1	37.28454042	33.79609258	51.12615944
gbr.41.32.t1	60.10581762	60.16020156	90.28000842
gbr.483.2.t1	22.4900645	26.01462687	31.94579962
gbr.101.7.t1	69.55618716	77.67938548	117.4499494
gbr.112.49.t1	36.37124584	35.22817933	47.33056947
gbr.64.57.t1	55.63059249	57.71387924	71.83598536
gbr.19.29.t1	25.70121858	32.75214623	31.63254297
gbr.371.20.t1	32.86210716	36.25161717	34.34461178
gbr.123.20.t1	11.40920897	15.40723464	14.15504439
gbr.242.28.t1	32.33404562	35.61301834	45.47729434
gbr.348.1.t1	49.99741484	50.45447069	70.45634759
gbr.56.60.t1	10.04400036	10.2560081	13.92941385
gbr.15.69.t1	32.99222271	33.40987574	38.81940176
gbr.7.119.t1	138.5833843	92.24697255	172.9227918
gbr.132.24.t1	18.15749805	21.17722703	29.97269066
gbr.35.81.t1	50.23830733	54.88470989	73.47299271
gbr.166.3.t1	15.73982204	15.69317142	20.77461474
gbr.129.14.t1	117.7177879	125.1153833	148.7466981
gbr.6.102.t1	226.73331	260.4024352	280.2610081
gbr.149.14.t1	1397.119652	1263.149241	1819.993874
gbr.151.47.t1	106.9631182	124.8046733	146.1589756
gbr.342.20.t1	20.00788666	19.5039638	22.8935697
gbr.60.60.t1	119.6553035	120.6754848	172.638858
gbr.204.22.t1	198.5913091	203.0829853	341.1897528
gbr.37.95.t1	150.9150286	178.6120206	199.5783491
gbr.221.66.t1	16.90923257	22.41543803	30.4326762
gbr.43.18.t1_gbr.43.19.t1	10.00394132	13.28356289	10.67835797
gbr.56.42.t1	24.00945511	24.65285021	28.14777294
gbr.3.104.t1	55.12810405	59.55023079	88.0304737
gbr.428.15.t1	364.4131319	526.4882386	581.6745841
gbr.63.84.t1	8.279707283	10.26897184	13.94085324
gbr.184.54.t1	125.2927916	143.2316194	251.2453737
gbr.56.79.t1	5.929670249	7.084572129	5.711273184
gbr.325.5.t1	0.124822604	0.526556488	0
gbr.49.22.t1	14.52298002	19.01908643	39.67839963
gbr.4.105.t1	263.8927055	243.513007	385.9775524
gbr.89.1.t1	176.0347335	158.0509367	178.1056425
gbr.519.2.t1	98.52387017	431.4402909	1095.366317
gbr.541.1.t1	32.97264013	37.5587987	33.17396792
gbr.101.1.t1	16.0114479	22.40617812	41.42609522
gbr.400.5.t1	4.013531082	6.162827345	5.784702924
gbr.147.13.t1	42.19262858	42.18615021	52.75794969
gbr.338.14.t1	184.1345331	222.0580754	398.3994635
gbr.20.90.t1	19.9590007	21.20305248	34.36359353
gbr.519.9.t1	167.3729742	174.6335347	215.489074
gbr.10.58.t1	1.030116202	1.181143232	1.127774452
gbr.299.7.t1	9.391166286	10.13886239	10.95810314
gbr.645.1.t1_gbr.645.3.t1_gbr.645.4.t1	269.0543335	301.6500028	440.9463685
gbr.108.12.t1	171.059859	168.8934052	211.4667018
gbr.4.45.t1	3.330489694	4.059227285	3.778970703
gbr.161.6.t1	11.40817047	12.46970805	21.16450956
gbr.11.216.t1	123.6758629	132.3198642	168.8287665
gbr.149.26.t1	11.76764878	12.6920812	18.16148555
gbr.40.7.t1	14.34162779	14.83695197	16.49301021
gbr.421.2.t1	328.8958079	339.6202303	428.9707035
gbr.215.36.t1	2.239034259	1.660508158	3.344968131
gbr.60.29.t1	28.83154689	32.97168742	38.76627118
gbr.418.10.t1_gbr.418.11.t1	87.16827601	89.31107282	60.8734912
gbr.78.51.t1	29.2083732	35.32260434	57.22814576
gbr.174.39.t1	23.4862508	27.2276693	39.48324957
gbr.90.93.t1	64.91748542	58.47362346	92.82379567
gbr.111.54.t1	47.04431639	52.39201326	58.05846428
gbr.29.37.t1	24.52287291	24.28761405	28.34194749
gbr.92.45.t1	9.60557036	11.48577913	33.27578535
gbr.124.63.t1	1.959402395	2.773959789	4.861052331
gbr.162.31.t1	674.9797785	807.5438273	1608.462472
gbr.130.4.t1	11.46960047	11.32974736	10.89129299
gbr.81.141.t1	43.98029857	57.5366603	71.47834129
gbr.143.12.t1	9.186850968	5.378668354	10.01069355
gbr.183.19.t1	4.001505929	6.217542573	4.482426728
gbr.81.43.t1	18342.52816	19927.11772	16446.81002
gbr.40.114.t1	32.78227615	36.61001716	34.72064071
gbr.262.1.t1	86.35074129	82.99416477	118.2368442
gbr.384.6.t1	344.6014785	341.1082729	579.3524052
gbr.24.13.t1	41.17876043	45.70299477	61.26298948
gbr.380.13.t1_gbr.380.11.t1	71.38525403	79.40534998	111.4957896
gbr.459.4.t1	90.95179502	96.30533327	119.689757
gbr.25.185.t1	130.281256	121.7901164	345.0878595
gbr.388.26.t1	0.431578416	1.653356606	2.7632595
gbr.72.97.t1	27.25805951	29.2360591	43.07156321
gbr.37.111.t1	132.8690495	109.5007579	138.3825142
gbr.18.18.t1	3.183236965	3.294229431	2.974172812
gbr.508.2.t1	0.520207752	0.358162491	0.12068788
gbr.314.33.t1	37.83580038	37.700327	44.63495588
gbr.43.63.t1	6.11325862	5.223358568	6.079689799
gbr.253.11.t1	7.347404108	9.349720858	9.989085817
gbr.105.12.t1	34.40151972	27.99322496	50.74638766
gbr.4.56.t1_gbr.4.57.t1	1.780251216	2.101985771	1.517439636
gbr.270.18.t1	36.00414845	41.08393336	51.26260509
gbr.1.66.t1	89.41642095	88.95334167	112.7249179
gbr.139.43.t1	2.1700829	0.81074501	2.64373149
gbr.151.45.t1_gbr.151.46.t1	457.5233219	452.368082	876.0661232
gbr.58.5.t1	56.79789335	58.40493354	90.13881381
gbr.309.7.t1	2.544424604	1.94654522	2.471620563
gbr.41.20.t1	21923.79238	17862.00856	30129.59636
gbr.8.5.t1	20.03070525	22.02767889	33.25525498
gbr.155.19.t1	65.29669022	58.73660162	113.8747228
gbr.296.23.t1	0.493306095	0.532227577	0.3294841
gbr.286.7.t1	90.61301507	86.28670254	124.9589446
gbr.11.177.t1	15.91245838	13.24248464	22.59882752
gbr.363.1.t1	1.084758718	0.241313517	0.410070011
gbr.308.18.t1	42.89618542	36.14029355	68.87067809
gbr.457.5.t1_gbr.457.6.t1	59.00924048	57.62357988	51.52269533
gbr.154.17.t1	86.6562554	87.07351398	104.6827527
gbr.162.11.t1	83.12712011	75.14157969	128.446924
gbr.18.7.t1	409.2893971	361.420927	495.6710587
gbr.25.187.t1	167.0939309	140.8025866	117.9913455
gbr.379.18.t1	36.00896278	38.56384479	48.19523077
gbr.59.23.t1	0	0.883862285	0.709365114
gbr.37.124.t1	25.78890423	26.27044236	32.63649708
gbr.60.92.t1	30.51909787	31.28796461	43.13074481
gbr.124.54.t1	139.3494939	135.0099601	205.3154015
gbr.47.76.t1	1989.086196	1939.493197	1980.851909
gbr.102.53.t1	24.76903217	28.42221657	48.60947619
gbr.167.58.t1	198.3815363	210.7299213	362.8209696
gbr.90.88.t1	180.7071992	152.5308199	172.8748777
gbr.53.86.t1	97.10198313	78.60458047	115.574082
gbr.627.4.t1_gbr.627.5.t1	36.88305116	30.89148169	58.46804204
gbr.324.9.t1	5.955307334	6.218244716	20.32103347
gbr.425.3.t1	256.1929762	231.2956303	350.6501541
gbr.272.14.t1	25.43578681	24.68157693	35.5634443
gbr.18.41.t1	52.04222732	51.59832508	84.71104007
gbr.36.47.t1	68.29686293	55.38037679	69.28363753
gbr.53.123.t1	5.062059595	4.527028021	8.921354121
gbr.76.61.t1	7.527235519	6.860388092	17.32035173
gbr.157.18.t1	89.5619877	93.46340482	322.1743831
gbr.286.17.t1	116.5520309	105.6903864	143.4968449
gbr.25.161.t1	13.20658622	13.75279747	12.20779129
gbr.236.8.t1	569.184128	501.7804177	586.6822596
gbr.35.71.t1	115.0869686	95.29603381	177.4609897
gbr.97.51.t1	36.17327163	19.38815963	25.80583916
gbr.165.18.t1	12.02832944	12.72489977	13.8898659
gbr.332.8.t1	2.478288201	0.533545951	0.913465765
gbr.117.35.t1	19.28495115	18.83195374	26.88820247
gbr.326.13.t1	27.42001788	27.11180412	50.69259132
gbr.140.46.t1	25.01002406	19.07648936	20.10088276
gbr.72.112.t1	4.943792414	7.075184085	5.635011766
gbr.36.46.t1	183.2460392	116.1849856	207.4110999
gbr.253.23.t1	23.66372295	24.58168117	41.29616936
gbr.424.8.t1	56.37386934	54.21694071	116.9851602
gbr.111.56.t1	224.4224762	217.3285834	336.4722557
gbr.208.35.t1	10.05210395	8.772096664	14.68936222
gbr.180.27.t1	25.81187062	23.11310637	48.87623286
gbr.14.66.t1	9.77870792	11.24344364	11.8556256
gbr.49.7.t1	59.53168468	62.91341197	108.6162975
gbr.2.61.t1	313.0714941	314.8887748	492.7664912
gbr.84.5.t1	37.79041086	36.87614881	52.25689946
gbr.170.8.t1	4.470015201	5.253062042	9.158468707
gbr.35.84.t1	49.2003157	48.96548991	56.72007029
gbr.176.4.t1	23.74010361	24.36486196	36.96758066
gbr.627.2.t1	1.352689871	0.50377163	2.966171954
gbr.2.20.t1	9.749574627	6.768519674	10.06980469
gbr.34.22.t1	0.227919236	0.482464476	0.560724475
gbr.209.7.t1	555.6075257	518.017149	752.1034236
gbr.216.39.t1	417.2767341	448.7949122	511.4174999
gbr.162.2.t1	4777.393009	5685.955703	9329.936974
