Sample:	Spf	Spm	Spw
gbr.43.58.t1	1865.119568	1902.020694	2502.069575
gbr.124.20.t1	19.73825365	8.960351796	48.69363279
gbr.44.52.t1	133.3303262	133.8048247	174.1892325
gbr.209.30.t1	7.929725892	9.343699172	15.82400553
gbr.6.246.t1	7.893515168	6.663823858	10.04792301
gbr.8.91.t1	9.02479827	8.23576786	11.29028406
gbr.106.50.t1	1714.962673	1608.10838	2191.705576
gbr.112.8.t1	13.81429627	11.66315666	24.26638488
gbr.51.75.t1	108.2418709	82.60443965	169.3270646
gbr.137.64.t1	213.2465672	226.1772928	354.8178163
gbr.360.8.t1	2039.148104	1823.063947	2634.418878
gbr.179.4.t1	8.492117839	6.404308732	16.9710265
gbr.107.20.t1	4.328820765	7.157864763	27.53366348
gbr.2.33.t1	102.5912882	111.5106053	135.8668699
gbr.54.2.t1	135.9981049	52.86201016	158.0770088
gbr.573.9.t1	27.44174651	15.33500167	72.06079911
gbr.76.10.t1	1029.871817	994.222802	1397.316868
gbr.11.38.t1	2.072965737	2.396625254	2.065019717
gbr.221.46.t1	12.37783451	14.39686631	45.77475828
gbr.315.18.t1	0	0	0
gbr.124.36.t1	11.81763897	15.82781222	4.689704336
gbr.46.48.t1	77.14905985	98.463205	188.7005169
gbr.245.18.t1	0.048378012	0.043768799	0.334206967
gbr.225.22.t1	14.03112167	12.15733096	34.01895114
gbr.87.22.t1	2.808071327	0.928846809	10.21256871
gbr.199.3.t1	118.2551439	110.0784867	158.2643907
gbr.236.12.t1	24.18931787	25.06292039	54.52257429
gbr.40.62.t1	0.516196704	0.121804943	0.220698735
gbr.42.20.t1	12.70433317	7.648010005	32.96461646
gbr.527.7.t1	0.380346373	0.226811596	0.452645606
gbr.142.87.t1	23.56733031	15.64042982	49.78054616
gbr.61.30.t1	3.28398576	2.85253369	1.899044849
gbr.484.19.t1	48.44149576	46.34864903	86.85544065
gbr.6.221.t1_gbr.6.222.t1	25.31357108	20.59461598	19.11695812
gbr.33.57.t1	46.96900452	37.95732947	91.99385166
gbr.450.3.t1	85.28126002	64.24291594	68.88956939
gbr.109.12.t1	9.480087351	8.410978394	11.54675187
gbr.3.19.t1	38.59334448	52.15691124	39.16440357
gbr.36.53.t1	5.180918778	5.549637745	8.835884153
gbr.9.118.t1	2.685924131	3.558575577	8.380457761
gbr.104.63.t1	8.635585223	9.019149584	13.88079273
gbr.221.30.t1	262.4889269	153.9827307	722.9767988
gbr.25.22.t1_gbr.25.23.t1	264.2280143	248.1720312	518.4421233
gbr.101.17.t1_gbr.101.18.t1	181.7177263	153.0427685	311.3722502
gbr.26.27.t1_gbr.26.28.t1	3.067463544	3.821884582	8.097355757
gbr.130.13.t1	52.78912303	65.18143508	120.4492686
gbr.47.74.t1	173.8176565	179.654851	342.8360159
gbr.25.198.t1	11.54490626	11.41185966	22.16411686
gbr.101.45.t1	237.8034307	391.5390843	311.559813
gbr.225.27.t1	75.53701386	99.04747062	160.0933773
gbr.160.57.t1	13.8512711	15.54139951	32.60125597
gbr.2.141.t1	29.17870473	31.12119415	54.01016963
gbr.3.139.t1	146.9358467	138.0421168	312.2381395
gbr.308.10.t1	15.53323329	11.83528485	25.06562015
gbr.90.1.t1_gbr.90.2.t1	85.30464127	73.29289355	115.5604605
gbr.25.192.t1	94.59035631	170.2604184	109.442672
gbr.424.2.t1	67.00705404	116.4689795	64.22792669
gbr.125.40.t1	22.30283533	36.01000248	32.42006467
gbr.391.20.t1	488.5190502	598.0128574	556.2675442
gbr.151.18.t1	85.89015788	116.4315196	79.77778392
gbr.164.24.t1	4.536249156	4.909746408	2.578621366
gbr.151.39.t1	24.53834415	27.79211016	13.41604165
gbr.13.37.t1	10.76819678	26.63271482	22.42062816
gbr.59.12.t1	39.7250173	70.74296383	57.72717641
gbr.68.66.t1	6.709083471	6.60008696	14.61759451
gbr.89.38.t1	27.76724763	26.48763388	24.14699177
gbr.120.8.t1	0.430712815	1.380418309	10.5281787
gbr.519.7.t1	216.6378909	672.4101354	642.1910011
gbr.36.23.t1	12.31597375	13.25866042	25.14932807
gbr.141.52.t1	23.17474485	36.26642781	35.58400678
gbr.53.27.t1	49.69592077	49.08067499	73.27123911
gbr.181.19.t1	536.197828	488.0539506	652.815442
gbr.205.16.t1	9.864803457	18.04826425	31.5010549
gbr.76.46.t1	32.21385874	56.29464262	103.7514437
gbr.206.19.t1	14.43929741	21.71114544	33.74302942
gbr.90.28.t1	1.322881334	4.43753875	2.994198219
gbr.15.46.t1	262.0035193	319.0703439	356.6752107
gbr.139.83.t1	169.7374055	201.7377414	249.4978353
gbr.25.183.t1	48.78368208	38.66615418	70.73181306
gbr.29.66.t1	37.09494373	34.54465492	55.90737459
gbr.123.3.t1	84.43671774	101.3910866	68.62281516
gbr.3.50.t1	305.6208	336.6760621	559.1540812
gbr.40.90.t1_gbr.40.91.t1	175.2478507	255.2117129	272.5041109
gbr.448.8.t1	230.9817819	203.9245315	293.3092365
gbr.66.16.t1	98.95878737	224.1406671	192.1204694
gbr.478.6.t1	377.6353984	450.8267482	599.8524779
gbr.145.14.t1	40.75633372	40.9456085	22.84449393
gbr.185.4.t1	7.12032084	7.814825686	13.3550865
gbr.67.9.t1	37.24755164	42.10187486	59.16376574
gbr.314.5.t1	86.58998154	147.2785417	135.187733
gbr.41.98.t1	396.228963	455.4001272	393.7575136
gbr.9.61.t1	392.4680143	296.6762181	251.6316776
gbr.449.5.t1	13.7103265	19.89068251	10.52648741
gbr.529.7.t1	99.34048553	110.0060937	98.43777703
gbr.64.26.t1	26.35169462	31.53638119	14.46123234
gbr.488.9.t1	146.4565122	149.7622596	226.907436
gbr.110.51.t1	7.799331793	9.286622416	16.70767747
gbr.168.24.t1_gbr.168.27.t1	14.00911474	23.11556127	16.17269056
gbr.11.223.t1	4.701954021	9.521899153	19.21147024
gbr.44.74.t1	40.5811099	46.48564769	66.18843856
gbr.90.74.t1	40.58652914	33.80031734	64.87035926
gbr.90.11.t1	89.22445328	103.1204332	143.6690292
gbr.75.17.t1	342.5501507	396.5165643	535.4106934
gbr.87.48.t1	46.3999348	62.95674464	91.05401262
gbr.23.2.t1	33.31406263	43.26416303	43.66583384
gbr.34.34.t1	2.925262142	5.91123222	12.5092251
gbr.571.7.t1_gbr.571.8.t1	13.38984459	15.71251752	26.96931216
gbr.167.54.t1	26.19767376	28.69036609	71.63823774
gbr.35.75.t1	79.06686424	71.90699715	99.65135742
gbr.260.2.t1	117.0261037	85.57512871	91.43728031
gbr.4.91.t1	26.71685735	27.30884196	37.28828863
gbr.517.12.t1	33.93294625	31.38803561	50.02327134
gbr.2671.1.t1	1082.075605	1236.872967	2209.511543
gbr.63.86.t1	6.342104685	8.27414271	17.89311326
gbr.90.118.t1	0.069005892	0.0722073	0.21354888
gbr.156.30.t1	47.9433693	47.68026317	72.6302925
gbr.268.13.t1_gbr.268.15.t1	4.216591623	5.08316837	3.351276738
gbr.58.87.t1	20.91789651	17.31535951	23.53290291
gbr.124.55.t1	22.7050324	30.18688031	71.7073633
gbr.33.43.t1	341.0667751	316.8884491	355.562972
gbr.137.57.t1	42.1699027	62.2409816	52.9319559
gbr.19.40.t1	26.75763841	30.66475859	45.02382876
gbr.171.11.t1	100.294653	89.82283973	121.9406237
gbr.307.4.t1	15.18459384	16.51248885	23.23771653
gbr.286.8.t1	467.5644824	588.5442909	691.0802171
gbr.182.69.t1	14.43861034	16.37513862	17.68928902
gbr.494.6.t1	6.621640386	8.510893584	19.14257873
gbr.381.20.t1	12.20479575	13.15542391	8.345307451
gbr.17.113.t1	117.7353095	98.333363	193.930339
gbr.541.4.t1_gbr.541.5.t1	76.8412836	92.77111765	137.4947669
gbr.298.8.t1	68.92108834	112.5298942	114.092693
gbr.23.69.t1	39.59950936	26.75120269	51.85249533
gbr.53.13.t1	45.54338129	56.39854102	66.7253505
gbr.174.36.t1	16.75386314	19.04919243	30.35116242
gbr.1.27.t1	27.19013501	32.11398168	37.76321904
gbr.380.9.t1	55.0353097	50.39789706	85.57111384
gbr.11.32.t1_gbr.11.34.t1	27.10497937	30.51803059	40.68486286
gbr.189.7.t1	4.964817377	2.264066612	2.860554702
gbr.21.5.t1	81.94927634	84.16940666	186.3930687
gbr.326.4.t1	39.24512172	45.34829793	65.15209469
gbr.8.70.t1	2939.463672	3486.522721	5647.825845
gbr.150.23.t1	0	0	0
gbr.134.33.t1	91.46200831	112.4927013	197.9511064
gbr.99.73.t1	128.2925202	146.421272	147.2900541
gbr.73.24.t1	47.03089942	68.10894008	102.7037146
gbr.152.3.t1	4.898092439	5.280818718	10.50290962
gbr.184.21.t1	227.6818494	223.5842323	311.2725445
gbr.25.193.t1	1278.968079	1564.469375	2324.459174
gbr.252.6.t1	299.7778052	337.5932514	545.3706781
gbr.29.74.t1	24.88605689	32.86621192	49.86097142
gbr.338.13.t1	232.5220697	256.278637	346.053883
gbr.559.5.t1	3.086403981	3.465072344	8.722571468
gbr.29.73.t1	441.5403627	571.4666781	630.053328
gbr.297.18.t1	3.88840338	12.46978601	14.01257424
gbr.15.90.t1	22.38656707	20.77650759	33.391918
gbr.155.17.t1	54.60575982	85.28154517	78.97297876
gbr.117.34.t1	300.4013509	431.0759433	403.7356003
gbr.375.34.t1	10.47141157	10.43287667	11.79865712
