Sample:	Skf	Skm	Skw
gbr.162.2.t1	3167.796943	3077.36	3087.813709
gbr.139.8.t1	1.832587107	3.282487873	3.396029142
gbr.86.49.t1	61.62150809	56.28866868	59.14486083
gbr.403.11.t1	22.41319037	25.29610783	26.30358453
gbr.25.178.t1	190.6691523	199.2490996	205.5633428
gbr.46.83.t1	37.03872016	33.89157043	32.01328085
gbr.244.13.t1	11.28288433	9.229969491	9.147919515
gbr.58.147.t1	363.3606432	272.2134959	407.0367922
gbr.375.32.t1	24.67080158	19.82239804	31.48155216
gbr.168.12.t1	4974.972017	7501.605933	5980.071732
gbr.193.7.t1	52.34425935	40.55642528	51.52020363
gbr.15.56.t1	21.97489691	17.65805672	26.42439644
gbr.151.75.t1	259.9122539	308.2817749	365.1257088
gbr.421.14.t1	22.29122644	30.0044302	25.92002612
gbr.237.11.t1	2246.299663	2278.72729	1949.292862
gbr.491.7.t1	55.20787604	53.13825323	81.02815513
gbr.16.59.t1	44.96327673	42.20735166	46.73745168
gbr.41.91.t1	38.66702444	22.96432778	49.83815294
gbr.185.19.t1	339.7204642	360.868718	361.9964809
gbr.124.24.t1	62.54203981	34.17672025	59.3555326
gbr.31.50.t1	345.7844485	336.3595367	354.4528189
gbr.156.37.t1	204.48034	159.202397	196.9928649
gbr.171.44.t1	257.3850165	256.7668695	308.9219083
gbr.593.5.t1	25.06160709	24.48483626	34.3651355
gbr.245.19.t1	207.730354	172.0582594	187.8034547
gbr.92.42.t1	115.9407186	110.402235	135.3400435
gbr.16.62.t1	133.1648215	150.2894692	149.4709008
gbr.173.11.t1	33.69486454	32.16564051	40.44590683
gbr.216.31.t1	2105.371726	2216.1515	2116.57889
gbr.297.13.t1	101.2486132	73.41030882	102.4973021
gbr.601.4.t1	28.26000846	26.31904413	37.07247432
gbr.143.18.t1	56.65464857	47.30249681	70.80642447
gbr.6.198.t1	0.981167741	0.954954524	3.30707627
gbr.130.16.t1	19.49573096	25.50914051	29.66957458
gbr.229.2.t1	33.04282089	25.01183581	36.57918228
gbr.415.13.t1	300.3268679	276.38967	249.9190077
gbr.24.86.t1	45.12129201	53.70780916	63.75025027
gbr.59.26.t1	59.88699918	65.18513752	80.13644901
gbr.455.17.t1	157.0369879	148.3040428	208.3272827
gbr.60.100.t1	4.496469064	1.256582638	8.210203839
gbr.86.50.t1	153.6935014	127.2295157	162.6129173
gbr.33.35.t1	27.82955166	47.49420281	32.13665652
gbr.38.42.t1	234.9707697	293.4811581	399.0757288
gbr.162.30.t1	784.2516456	713.5936025	957.2178791
gbr.311.7.t1	53.97513856	60.01119462	54.39070836
gbr.10.82.t1_gbr.10.83.t1	3.4438036	4.008727647	5.606913697
gbr.154.33.t1	19.68611611	17.93271789	20.02407257
gbr.184.59.t1	137.9680596	175.8779839	233.4447405
gbr.168.37.t1_gbr.168.38.t1	10.20750876	21.58270288	20.17848376
gbr.11.51.t1	1206.686876	1219.345503	1198.300606
gbr.25.9.t1	108.9533415	123.0489873	97.87327676
gbr.147.31.t1	68.43003446	70.26057557	58.29093714
gbr.529.8.t1	48.31182904	111.530025	109.9693308
gbr.494.7.t1	41.67070783	27.2881889	45.06379635
gbr.555.4.t1	3.217071155	3.480536621	3.518025927
gbr.148.14.t1	24.9156529	18.50752511	35.96276637
gbr.112.45.t1	165.2459826	134.7938226	151.1545611
gbr.256.4.t1	28.87634661	24.77005818	31.32810576
gbr.47.49.t1	24.81518618	16.82478468	21.65978504
gbr.100.20.t1_gbr.100.21.t1	44.49930548	32.10033322	52.75097262
gbr.35.37.t1	33.01556425	23.8892101	51.4121657
gbr.236.14.t1	122.070013	66.04477337	151.7633133
gbr.38.74.t1	73.12508951	86.16006569	99.18557349
gbr.126.43.t1	134.722357	157.0625196	196.2000856
gbr.401.10.t1	5.514209265	6.051489978	12.70098929
gbr.357.4.t1	45.66190797	38.81621943	53.18243056
gbr.2.174.t1	47.85643016	50.12277923	43.58350609
gbr.82.29.t1	36.60928818	44.03000977	41.23542129
gbr.50.62.t1	8.159768096	6.076367812	20.81357438
gbr.1.175.t1	47.36097257	40.96504348	57.17492927
gbr.61.15.t1	41.93410893	28.31132525	34.23052382
gbr.549.6.t1	12.8427177	10.23165817	15.12345339
gbr.317.8.t1	196.0151486	162.9873519	180.4411747
gbr.141.45.t1	1.673677977	2.535966547	6.846180925
gbr.264.42.t1	1.553783748	0.642322599	6.256540093
gbr.177.44.t1_gbr.177.43.t1	8.714628825	5.587891686	9.563293962
gbr.14.115.t1	53.29003317	41.68584579	50.7406467
gbr.87.9.t1	135.0587651	128.7208546	117.2486767
gbr.13.96.t1	19.26548061	13.91985565	17.80391756
gbr.613.8.t1	59.90916072	35.9071958	55.05775071
gbr.58.133.t1	30.52970953	29.28430602	30.56190453
gbr.60.43.t1	135.3280345	186.2381603	174.0109943
gbr.37.112.t1	213.9283249	199.96073	235.6004383
gbr.53.80.t1	1073.53066	895.4152987	817.6025872
gbr.85.5.t1	54.17852519	59.06187447	54.7876338
gbr.280.8.t1	0.32415976	0.342985137	0.243114489
gbr.680.4.t1_gbr.680.5.t1	26.84833428	17.67093501	33.52121926
gbr.238.8.t1	2.187774782	1.226559229	2.440414532
gbr.481.6.t1	13.20641596	13.85886742	15.6877508
gbr.25.233.t1	109.3956948	87.59021969	98.10316512
gbr.128.40.t1	37.17160237	24.41415339	46.73332936
gbr.40.53.t1	34.62046941	19.13855964	33.45394001
gbr.79.1.t1	9.353519538	8.376786407	12.46693935
gbr.166.18.t1	70.41876646	63.02125783	82.83040041
gbr.469.12.t1	78.01865279	72.43960732	73.04241833
gbr.6.8.t1_gbr.6.10.t1	0.437219511	0.364714029	0.430227999
gbr.99.74.t1	32.23375082	32.49417539	54.20096269
gbr.31.59.t1	41.92885925	37.73848468	59.55709325
gbr.529.2.t1	3.1426439	3.701171289	6.237882287
gbr.189.22.t1	2048.737612	2211.547996	2042.935281
gbr.3.117.t1	185.0369746	163.9904466	166.1211571
gbr.365.16.t1	190.9731233	191.0250374	237.2363943
gbr.202.39.t1	3.234201085	1.829008795	3.828440491
gbr.6.210.t1	5.094512606	4.629578994	10.59520909
gbr.141.59.t1	20.64408628	22.78048049	18.17131167
gbr.60.103.t1	296.7844252	235.016948	272.0492432
gbr.67.6.t1	79.58778257	69.55181023	119.7519791
gbr.3.105.t1	78.93113683	75.86814619	81.23527937
gbr.56.118.t1	7085.792867	6548.708607	8106.629569
gbr.162.20.t1	152.9619588	132.5707077	170.2198227
gbr.110.64.t1	105.5945082	88.01446016	125.6358029
gbr.111.53.t1	1421.996351	1511.461846	1447.102455
gbr.58.212.t1	915.8062192	947.5535729	860.091604
gbr.257.18.t1	109.5999184	91.48785432	106.0646991
gbr.14.152.t1_gbr.14.153.t1	1.67112446	0.704721139	2.300208212
gbr.6.93.t1	44.63519433	41.43053082	38.36975994
