Sample:	STf	STm	STw
gbr.162.2.t1	6329.306222	6201.020815	9378.870997
gbr.139.8.t1	9.358193761	9.405203437	10.15074329
gbr.86.49.t1	46.62855973	48.15037608	61.35242338
gbr.403.11.t1	5.391511586	2.598168946	50.91264328
gbr.25.178.t1	160.4883275	151.9857091	191.7339524
gbr.46.83.t1	23.69675272	22.80938804	30.21297661
gbr.244.13.t1	0.697316689	0.843257012	1.654788295
gbr.58.147.t1	345.9818507	308.5155252	530.1046981
gbr.375.32.t1	15.97793829	12.56828392	23.66153751
gbr.168.12.t1	3012.407051	3045.14159	3161.057372
gbr.193.7.t1	37.99332219	27.25103479	46.64342167
gbr.15.56.t1	2.230943183	3.11486841	4.346115231
gbr.151.75.t1	857.7361285	620.0454794	1319.661244
gbr.421.14.t1	5.238562764	5.658200837	5.614829131
gbr.237.11.t1	1977.431407	1934.82533	2008.234594
gbr.491.7.t1	62.4753643	52.18647667	75.8328985
gbr.16.59.t1	54.14726596	52.65341196	57.3925246
gbr.41.91.t1	5.619393693	11.13172064	11.14125694
gbr.185.19.t1	192.306909	155.1630538	256.8294178
gbr.124.24.t1	49.57689272	44.72128774	93.48811764
gbr.31.50.t1	625.8671399	565.9355224	553.0137263
gbr.156.37.t1	27.0361445	35.27211617	34.96760776
gbr.171.44.t1	47.19992084	28.38191943	82.4935607
gbr.593.5.t1	0.395969461	0.343009196	0.57360047
gbr.245.19.t1	178.443109	135.1661038	197.6255238
gbr.92.42.t1	74.07782585	81.00367849	109.4940267
gbr.16.62.t1	167.9979355	156.2775984	220.5752767
gbr.173.11.t1	15.9321166	15.97302081	17.99475575
gbr.216.31.t1	1784.905137	1681.200589	2085.066634
gbr.297.13.t1	26.48620996	17.48389284	48.72335182
gbr.601.4.t1	25.13931369	18.36551025	34.50385908
gbr.143.18.t1	16.88301869	12.61853649	20.8902464
gbr.6.198.t1	1.631617424	1.352297807	2.415280887
gbr.130.16.t1	194.7889047	257.2447684	254.0029544
gbr.229.2.t1	21.83800443	24.79336882	30.44425717
gbr.415.13.t1	155.6464428	159.0741216	178.0575052
gbr.24.86.t1	55.73830981	49.49735435	74.38584441
gbr.59.26.t1	62.8342579	44.13955819	76.51675474
gbr.455.17.t1	264.4690347	183.6311009	360.4492604
gbr.60.100.t1	1549.327237	1240.838818	1872.721052
gbr.86.50.t1	19.25786168	14.41501405	26.88488998
gbr.33.35.t1	80.1667661	77.6794332	81.72275075
gbr.38.42.t1	298.6849839	209.7761775	376.5288204
gbr.162.30.t1	849.2777716	714.91578	827.5903116
gbr.311.7.t1	50.95398597	49.02738224	57.3509265
gbr.10.82.t1_gbr.10.83.t1	7.063424373	8.494145503	17.5605527
gbr.154.33.t1	30.17115577	25.9778055	39.70873651
gbr.184.59.t1	1092.224831	1021.471629	1648.589525
gbr.168.37.t1_gbr.168.38.t1	1.653843681	2.294888446	2.011078422
gbr.11.51.t1	1728.29465	1605.060471	1859.659329
gbr.25.9.t1	121.8758518	129.4821242	193.4237973
gbr.147.31.t1	2.879680811	2.361012841	1.980352923
gbr.529.8.t1	310.0836637	166.8427237	306.4721347
gbr.494.7.t1	6.192621218	9.911985744	14.39528555
gbr.555.4.t1	6.015261827	2.543514318	5.327386651
gbr.148.14.t1	2.018238966	1.857884134	3.106826553
gbr.112.45.t1	5.235064495	7.568967497	9.322970611
gbr.256.4.t1	25.75900287	25.24288428	35.28930334
gbr.47.49.t1	35.50655761	37.12082428	45.83449045
gbr.100.20.t1_gbr.100.21.t1	33.37984888	40.05090248	44.13003926
gbr.35.37.t1	8.568581044	10.15714473	12.48462222
gbr.236.14.t1	10.73999547	12.61095846	28.82677513
gbr.38.74.t1	192.2236318	167.3445506	274.7879432
gbr.126.43.t1	206.9470299	131.5121696	324.0529204
gbr.401.10.t1	4.999581303	5.334441517	11.23440678
gbr.357.4.t1	27.68449432	23.97728546	32.9806288
gbr.2.174.t1	56.55659487	58.91639671	74.6570647
gbr.82.29.t1	62.85352152	51.25019843	58.63557847
gbr.50.62.t1	7.423676481	6.909788273	7.438020459
gbr.1.175.t1	46.43358962	39.56759477	48.81523335
gbr.61.15.t1	10.83016306	10.86195164	20.76493032
gbr.549.6.t1	11.12184018	7.254239897	11.71466264
gbr.317.8.t1	120.8933205	111.1248461	118.5715329
gbr.141.45.t1	3.722590157	2.268434647	4.334248666
gbr.264.42.t1	1.199840322	1.403706058	2.495141944
gbr.177.44.t1_gbr.177.43.t1	1.782036015	1.728131233	1.934385779
gbr.14.115.t1	41.92026525	44.20292197	48.7209633
gbr.87.9.t1	89.24051413	67.96559064	97.85126526
gbr.13.96.t1	11.62756186	10.3994166	13.93688047
gbr.613.8.t1	38.20507292	31.15103003	51.24269361
gbr.58.133.t1	6.046865617	5.58447862	6.303946817
gbr.60.43.t1	278.2116576	210.9504083	264.7090361
gbr.37.112.t1	163.3707643	123.1220683	188.90748
gbr.53.80.t1	809.5884825	763.5136184	968.5584138
gbr.85.5.t1	49.96486824	46.55346528	47.29044267
gbr.280.8.t1	9.272938397	17.68610485	5.783235889
gbr.680.4.t1_gbr.680.5.t1	14.66302545	13.93277937	32.40002331
gbr.238.8.t1	509.2855101	427.3557053	380.2695333
gbr.481.6.t1	22.01440693	14.92958776	24.13328007
gbr.25.233.t1	111.5178891	97.50230096	134.424956
gbr.128.40.t1	13.82565668	12.88595837	23.32689332
gbr.40.53.t1	28.06802605	29.95786001	33.36459173
gbr.79.1.t1	12.551367	7.689764937	22.71468892
gbr.166.18.t1	38.07363025	20.8811533	35.51803523
gbr.469.12.t1	62.28357911	51.58820447	62.49160936
gbr.6.8.t1_gbr.6.10.t1	0.04076093	0.024129725	0.460737496
gbr.99.74.t1	46.92819102	34.9647372	62.88255433
gbr.31.59.t1	31.72521911	28.43949466	44.51181282
gbr.529.2.t1	6.892929128	6.470078365	7.315681659
gbr.189.22.t1	2425.091828	2225.793634	2585.716883
gbr.3.117.t1	264.0663109	249.0577642	276.3851472
gbr.365.16.t1	173.475026	126.9618605	209.9750352
gbr.202.39.t1	35.14427535	28.00443884	66.79794406
gbr.6.210.t1	6.167751817	2.805828433	4.899854244
gbr.141.59.t1	16.14365748	10.32151435	16.77568245
gbr.60.103.t1	418.3978961	385.8390117	560.8567388
gbr.67.6.t1	85.2234067	83.94995871	95.38958684
gbr.3.105.t1	26.24860861	7.742153488	24.63152859
gbr.56.118.t1	9263.797372	6569.068071	7328.774633
gbr.162.20.t1	79.09361013	34.94508127	69.19071769
gbr.110.64.t1	61.02300654	55.16007616	81.43222419
gbr.111.53.t1	3627.773512	2497.671179	3368.382367
gbr.58.212.t1	827.51283	687.6979538	870.4508462
gbr.257.18.t1	83.84665495	65.64402238	83.4160921
gbr.14.152.t1_gbr.14.153.t1	1.92368092	1.37705701	1.522712199
gbr.6.93.t1	19.27412496	12.31340169	17.69458842
