Sample:	RNf	RNm	RNw
gbr.24.92.t1	12.13303409	18.95562254	1.881560792
gbr.99.43.t1	40.13704755	65.4623339	4.655801665
gbr.56.62.t1	10.14531827	13.59820393	1.161831412
gbr.856.6.t1	27.84954506	31.82515776	2.78005089
gbr.2.159.t1	10.48049997	14.89190023	3.591910753
gbr.35.82.t1	7.81961324	16.5950064	2.986645613
gbr.10.17.t1	4.818112433	8.28183933	0.769028017
gbr.93.24.t1	9.529774518	10.61835075	2.235646878
gbr.354.6.t1	7.820525676	17.25229828	2.055834672
gbr.9.88.t1	6.562571338	12.79710207	1.677680209
gbr.2.67.t1	11.28928035	24.74570718	6.636223557
gbr.318.57.t1	4.948655205	7.827758677	1.695597134
gbr.107.29.t1	1.691285336	3.011596611	0.434056856
gbr.145.19.t1	0.226164762	1.109536813	0.108698145
gbr.310.1.t1	34.67280333	74.72395256	8.25907016
gbr.12.76.t1	3.006558575	5.04606355	1.079191336
gbr.221.100.t1	19.47351004	25.60070245	3.983224734
gbr.41.27.t1	14.02907649	20.60067695	4.220762016
gbr.7.53.t1	35.75808667	49.7096876	13.17326051
gbr.2.198.t1	19.09544036	20.76792148	1.218791623
gbr.291.7.t1	4.39390712	6.695082444	2.498359157
gbr.59.7.t1	227.1990427	399.0780143	67.34447927
gbr.478.2.t1	1.900481131	2.428375129	0.261512159
gbr.6.57.t1	68.6349818	101.9575792	21.48901609
gbr.90.56.t1	81.63960818	81.85333019	35.55800453
gbr.265.11.t1	28.30686872	39.24899188	14.25931202
gbr.65.61.t1	6.207143714	8.822210202	1.533127605
gbr.498.9.t1	1.97509248	2.040900306	0.152021219
gbr.253.12.t1	0.240813237	0.792999947	0.009189828
gbr.306.8.t1	2.443537332	2.059288362	0.697605959
gbr.221.84.t1	23.02062215	25.70033704	6.708750359
gbr.74.9.t1	5.934322359	14.01092376	2.565761736
gbr.162.26.t1	3.749968109	12.90461506	0.381188547
gbr.113.23.t1_gbr.113.24.t1	3.297191483	4.341055806	0.834604809
gbr.44.4.t1	3.530838283	9.33562251	0.559781792
gbr.174.41.t1_gbr.174.42.t1	3.24425789	5.011804842	0.955175467
gbr.65.37.t1	3.618641469	4.068630701	1.003988407
gbr.5.60.t1	0.929127196	2.573614591	0.05478083
gbr.93.4.t1	1.173808839	1.383058515	0.105845607
gbr.153.10.t1	16.3552908	30.30161202	9.86184855
gbr.350.32.t1	1.966605097	2.678777344	0.380804932
gbr.72.116.t1	5.948865398	9.77438713	1.76945564
gbr.9.78.t1	184.0294141	262.1810722	101.7718073
gbr.17.71.t1	2.934056324	2.592136319	0.370335171
gbr.69.29.t1	2.871286901	4.411383286	0.392278851
gbr.72.50.t1	3.544841755	5.002268112	1.523931678
gbr.82.37.t1	2.063807547	2.926174646	0.045374849
gbr.104.4.t1	12.57802911	15.75311533	2.938137807
gbr.37.109.t1	7.763836085	13.69653514	1.029813259
gbr.55.77.t1	58.35410614	77.93292098	29.62250082
gbr.725.1.t1	17.66106897	50.63607785	0.59003577
gbr.436.6.t1	7.024577153	10.59755161	3.032117509
gbr.215.23.t1	24.0131021	29.99074274	24.70873557
gbr.154.3.t1	0.419758999	0.578304468	0.303696358
gbr.87.41.t1	4.971319019	6.469811661	0.827249059
gbr.268.10.t1	3.338722693	3.082240469	0.628033873
gbr.270.13.t1	22.37864375	24.72642369	11.86254731
gbr.113.7.t1	1.292774159	1.630432525	0.773817707
gbr.75.88.t1	1.47026235	1.715521155	0.544211991
gbr.2.13.t1_gbr.2.18.t1	15.97926631	27.87176612	8.790551739
gbr.261.14.t1	0.481177089	1.01480654	0.159040613
gbr.18.31.t1_gbr.18.32.t1_gbr.18.30.t1	41.0794404	53.59335747	23.84943639
gbr.528.2.t1	15.19084506	26.04253974	5.436401133
gbr.49.3.t1_gbr.49.4.t1_gbr.49.5.t1	15.08070433	19.2011518	8.203446343
gbr.69.20.t1	1.582204259	2.304493859	0.208693419
gbr.80.33.t1	14.16206302	15.94995473	7.980883081
gbr.90.53.t1	105.7714592	130.6696553	163.4915872
gbr.256.3.t1	22.05381094	34.13616754	4.851635202
gbr.280.5.t1	66.15880642	77.26792206	20.97162716
gbr.35.36.t1	214.9994479	114.2110503	90.90770999
gbr.209.15.t1	0.429401236	0.912715349	0.108800313
gbr.14.78.t1	20.0122337	22.60898846	7.999876492
gbr.22.25.t1	6.22234476	4.019469772	7.002670652
gbr.169.19.t1	2.716596754	1.996899482	0.321014816
gbr.139.16.t1	1.049383748	1.935661156	0
gbr.512.19.t1	6.56534451	11.47551237	1.399147583
gbr.10.26.t1	87.64423732	65.20600392	49.561786
gbr.133.9.t1	6.254636775	5.864761165	2.151412966
gbr.28.40.t1	9.085541755	13.74985512	3.866546678
gbr.1.103.t1	6.666214005	6.694151717	0.611095185
gbr.37.37.t1	49.97054715	14.89225475	28.96107748
gbr.235.19.t1	3.190351122	4.301632508	2.337839251
gbr.25.44.t1	9.773282281	19.0835213	4.477639958
gbr.458.5.t1	7.407077577	7.761109801	2.966119854
gbr.8.130.t1	6.02170301	41.17979494	1.864835703
gbr.202.48.t1	4.419246295	2.423300936	0.9243855
gbr.23.82.t1	3.375387564	3.195654456	3.283496626
gbr.35.38.t1	2.469526977	1.346621242	0.075962727
gbr.6.229.t1	73.0617269	85.02607155	30.63331033
gbr.110.65.t1	0.322227942	0.185892017	0
gbr.24.56.t1	88.7854935	49.06858013	55.57301944
gbr.357.16.t1	2.039757899	3.278711291	0.150918639
gbr.81.114.t1	0.200414284	0.221534366	0.040004844
gbr.71.37.t1	11.24201356	8.301830021	1.757120656
gbr.75.116.t1	20.05291501	12.92308442	6.338509414
gbr.91.7.t1	5.307059218	6.4869132	1.502119127
gbr.143.45.t1	1840.961534	200.6210933	89.1768958
gbr.205.13.t1	4.729754144	0.211743631	0.389501891
gbr.262.20.t1	5.079192107	5.572056886	6.048021587
gbr.584.4.t1	74.76629829	45.06450452	15.26189485
gbr.32.33.t1	49.39743126	51.33763757	11.09210067
gbr.35.4.t1	8.033258147	7.700599517	1.491749559
gbr.135.62.t1	0.658400201	1.216158326	0.451577102
gbr.19.56.t1	20.81877079	16.2027942	3.842322301
gbr.405.2.t1	14.30241074	12.18458091	4.053787973
gbr.6.235.t1	110.0082506	132.7891663	73.09690926
gbr.67.14.t1	12.0595099	29.82325253	2.371498528
gbr.572.1.t1	20.18943979	18.26887976	1.960151636
gbr.22.36.t1_gbr.22.37.t1	9.690553474	11.64629133	3.782748668
gbr.4.95.t1	2.161770343	3.528421195	0.325350744
gbr.210.28.t1	48.41960244	36.50782531	13.05703203
gbr.218.21.t1	2.594256714	4.443409888	0.618512615
gbr.110.13.t1	4.344253449	5.470561057	0.20757193
gbr.24.57.t1	6.474808985	5.419735906	1.42854979
gbr.85.15.t1	4.511204945	8.784787562	0.723905663
gbr.7.157.t1	1.063417709	1.305176193	0.091745009
gbr.82.16.t1	3.264630787	4.344324031	0.650718416
gbr.33.39.t1	1.11109727	0.578133292	0.115611701
gbr.631.3.t1	2.543389742	3.907760528	0.09956909
gbr.133.10.t1	4.345600274	6.144639583	4.508632924
gbr.78.34.t1	3.990479594	6.011584511	0.75844673
gbr.101.39.t1	6.73473372	7.076188508	1.281849409
gbr.44.78.t1	5.602454224	10.49147519	1.455703617
gbr.151.56.t1	68.34057796	118.8470916	16.22155348
gbr.2.249.t1	364.2016062	388.2096191	184.0022677
gbr.5.64.t1	6.172788088	11.87454799	1.082172365
gbr.72.121.t1	1.090128525	1.050656817	0.173523533
gbr.3.67.t1	2.956564089	1.682912214	0.063168448
gbr.148.21.t1	0.616516668	1.48877827	0.276151863
gbr.55.39.t1	3.047755435	4.289269253	0.477680628
gbr.142.27.t1	15.54341275	16.84693366	1.933904164
gbr.225.57.t1	3.193829669	4.794261833	0.535208178
gbr.248.4.t1	4.587565933	4.401731696	1.38204234
gbr.139.36.t1	4.915346234	3.090761365	0.631835365
gbr.139.57.t1	3.333639264	3.876172439	0.707472109
gbr.189.23.t1	16.69935302	26.19670189	7.212060778
gbr.75.129.t1	4.31642431	5.206618767	0.82370841
gbr.371.2.t1	2.258611194	3.005094836	0.536798541
gbr.74.21.t1	11.71402728	15.15535061	4.781349128
gbr.24.73.t1	5.145289588	5.830820635	1.180232718
gbr.253.30.t1	7.177230858	7.947016136	2.355334119
gbr.176.17.t1	18.51940129	24.88540295	4.361960745
gbr.70.17.t1	42.85012825	46.33761611	22.56773628
gbr.7.79.t1	94.45004641	86.09529685	35.7392681
gbr.117.6.t1_gbr.117.7.t1	16.20088616	20.5032694	4.159440181
gbr.465.28.t1	0.620665943	1.055365716	0.019315064
gbr.97.31.t1	26.65884413	32.20478618	4.080848864
gbr.37.5.t1	155.0527261	208.6652959	91.56259195
gbr.301.25.t1	1.272392343	5.116874263	0.678991552
gbr.271.33.t1_gbr.271.34.t1_gbr.271.31.t1	2.024161113	2.152596214	0.683920665
gbr.521.1.t1	5.51693649	8.100682342	0.716366249
gbr.139.12.t1	1.081787116	2.047290981	0.153227401
gbr.72.11.t1	2.889507732	0.434528794	0.160556377
gbr.225.20.t1	4.551292738	4.447340234	1.058023515
gbr.690.1.t1	42.5469009	53.85716581	9.769972868
gbr.146.18.t1	11.66625584	14.45062253	7.300482742
gbr.221.15.t1_gbr.221.14.t1	30.57895244	30.16308944	12.01849876
gbr.140.40.t1	65.62379256	74.97954214	23.09933031
gbr.3.65.t1_gbr.3.66.t1	9.516562164	21.62135878	8.866308423
gbr.183.10.t1_gbr.183.11.t1	16.30711781	20.19171551	3.037012553
gbr.422.17.t1	15.95936864	20.41617917	4.451528993
gbr.23.34.t1	1.947115795	1.713227146	0.36880126
gbr.134.15.t1	58.89928951	83.2896036	8.948683479
gbr.9.69.t1	0.555157114	1.249991086	0.269179904
gbr.130.32.t1	14.69587732	16.81381602	7.990393659
gbr.503.10.t1	10.42100974	14.3502505	4.356258734
gbr.289.18.t1	2.805495745	6.238387228	0.091910509
gbr.401.6.t1	2.139138058	4.50007438	0.455331305
gbr.13.103.t1	0	0	0
gbr.75.75.t1	145.8381123	247.2623675	26.01814664
gbr.11.125.t1	1.418398426	2.981174318	0.335012728
gbr.60.7.t1	22.54312503	22.0854289	12.16860238
gbr.230.48.t1	48.55110114	55.45812571	7.725307563
gbr.37.126.t1_gbr.37.129.t1	10.11925687	13.46230866	9.454737299
gbr.20.51.t1	1.048204099	1.910137558	0.168831472
gbr.449.13.t1	2.782011419	2.999684799	0.349842633
gbr.226.5.t1_gbr.226.6.t1	38.70422045	36.17544258	10.3642357
gbr.154.30.t1	44.25614086	77.96636142	4.438248547
gbr.221.72.t1	4.81137837	6.139356972	1.223054007
gbr.188.5.t1	33.29693484	35.19395904	14.10784401
gbr.193.18.t1	5.27812066	8.928399022	1.095772977
gbr.50.76.t1	82.83802459	129.0900712	23.49665447
gbr.112.14.t1	0.587838773	0.059974565	0.202279151
gbr.86.29.t1	3.066894835	4.710805178	0.923657503
gbr.419.1.t1_gbr.419.2.t1	8.796185853	9.789060637	6.055758627
gbr.154.31.t1	5.816136854	15.63788813	1.371167162
gbr.193.17.t1	186.2537965	200.1360902	54.53066027
gbr.171.29.t1	0.876677384	0.667742847	0.144185182
gbr.3.55.t1_gbr.3.56.t1	11.82883563	16.06361875	5.610971751
gbr.399.2.t1	353.4995431	563.1285334	16.94482849
gbr.567.6.t1	2.113703056	4.643226719	0.348367265
gbr.14.39.t1	11.32367515	13.29929111	4.291824628
gbr.223.15.t1	0.481231906	0.86082281	0.037530332
gbr.168.28.t1	0.588362712	2.55527248	0.125169622
gbr.58.192.t1	5.764139396	10.37412492	1.507903097
gbr.91.8.t1	56.43261776	85.33567923	8.041447707
gbr.222.15.t1	58.0393291	94.26588697	5.911660258
gbr.718.2.t1	4.69302279	7.318303674	1.360668966
gbr.315.27.t1	1.52897606	3.226133109	0.281823285
gbr.55.50.t1	35.58750436	74.17797741	2.192942446
gbr.8.120.t1	12.53954234	10.43905962	5.187833575
gbr.441.8.t1	6.729981461	8.547440538	0.881495463
gbr.141.8.t1	9.923383412	9.608136961	0.987315229
gbr.339.9.t1	1.6983617	2.450852507	0.105670767
gbr.40.138.t1	9.646215264	13.07703345	0.860016512
gbr.125.44.t1	7.496526524	9.275308693	2.029951316
gbr.72.96.t1	4.524811204	5.213674413	0.373843325
gbr.32.50.t1	8.284123968	11.31800382	1.63099069
gbr.84.21.t1_gbr.84.22.t1	141.0512033	141.2398049	61.00273168
gbr.172.24.t1	12.4945944	12.86523266	3.99632239
gbr.488.13.t1	5.13257108	2.272851078	0.390231824
gbr.44.60.t1	10.69784658	15.65598768	1.3675819
gbr.95.39.t1	15.93436034	21.74251188	6.10010713
gbr.256.28.t1	0.588294743	1.125022673	0.021507496
gbr.550.3.t1	0.343699578	0.209127694	0.087852945
gbr.188.1.t1	0.697945846	0.237742514	0.674496538
gbr.2.122.t1	30.29809763	44.73925941	4.084404115
gbr.362.16.t1	1.529699116	0.993758826	0.106893058
gbr.42.5.t1_gbr.42.6.t1	0.870807258	0.867454047	0.118792058
gbr.84.45.t1	57.36434503	70.48400392	30.69807783
gbr.250.15.t1	2.304256015	2.900842901	0.258132569
gbr.11.138.t1	149.0770574	195.6201716	35.10721458
gbr.124.51.t1	18.12671541	20.18755812	14.56989343
gbr.63.11.t1_gbr.63.9.t1	4.562372141	6.282585666	2.539084605
gbr.90.101.t1	4.846148196	4.479472594	0.463414021
gbr.110.10.t1	929.1461004	1060.423157	438.4142433
gbr.314.35.t1	12.79222271	21.57076535	5.774646385
gbr.77.26.t1	0.541765898	0.938797692	0.123975551
gbr.16.82.t1	9.988769857	12.09748482	1.156789644
gbr.51.65.t1	3.443354913	5.4170626	0.121177953
gbr.56.61.t1	0.509822409	3.728499843	0.341491254
gbr.10.117.t1	19.07970267	15.66798471	2.104121797
gbr.205.33.t1	87.58264561	108.5345019	29.27887286
gbr.131.24.t1	0.999419803	0.984000331	0.086127843
gbr.33.34.t1	4.718128742	9.877106344	0.913995525
gbr.104.58.t1	3.118784109	4.294370662	0.061897372
gbr.25.147.t1	1.312999091	1.136397581	0.114338438
gbr.101.27.t1	5.644345434	5.181198064	0.977843662
gbr.249.2.t1	2.674019987	4.708087407	0.868448447
gbr.347.30.t1	8.523236295	12.35303913	1.451663193
gbr.391.4.t1	3.903938194	4.658012876	1.051873943
gbr.136.14.t1	55.37927385	45.9697446	23.38808574
gbr.18.67.t1	30.54499145	54.16020929	30.92158786
gbr.16.28.t1	5.588830633	0.36894569	0.115721733
gbr.175.6.t1	5.856222866	5.433968435	0.856551695
gbr.496.1.t1	10.44832932	13.41988304	4.737084965
gbr.64.44.t1	17.08608728	24.40282235	6.63068034
gbr.74.1.t1	4.067704747	4.090508706	0.225354202
gbr.24.95.t1	23.00164835	68.88962724	6.267045252
gbr.3.62.t1	1909.806036	1507.089995	248.6813831
gbr.170.13.t1	6.155294067	7.836501031	2.640688408
gbr.361.8.t1	2.457941299	2.510035059	0
gbr.170.15.t1	5.470436875	5.222458702	1.444104989
gbr.52.64.t1	4.135553521	5.753687476	1.770855682
gbr.34.4.t1	39.05371141	62.41285642	10.2260656
gbr.56.117.t1	1.221530541	1.989577931	0.214401017
gbr.56.56.t1_gbr.56.55.t1	9.341901948	11.79360168	4.138419632
gbr.162.17.t1	17.33128851	27.37597864	9.14936669
gbr.169.36.t1	1.534270549	2.989034946	0.216219158
gbr.3.42.t1	10.99757785	16.09398923	4.758182532
gbr.235.31.t1	9.776148924	11.2579851	1.088909553
gbr.351.7.t1	16.72439683	16.08546241	6.286349061
gbr.124.43.t1_gbr.124.40.t1_gbr.124.41.t1	4.384183816	6.247421236	2.152499907
gbr.192.20.t1	17.35617734	24.56897295	7.626202308
gbr.556.3.t1	18.4189305	19.54432138	11.80745968
gbr.4.76.t1	9.205618027	16.42420788	3.012362563
gbr.42.57.t1	11.31511116	12.07134954	1.505512508
gbr.512.10.t1	0.207662518	0.478455869	0.205953418
gbr.86.37.t1	4.544116997	4.754725472	0.362979656
gbr.9.95.t1	1.254716757	1.62084838	0.2865049
gbr.64.92.t1_gbr.64.94.t1	5.431960246	5.030783297	3.362289339
gbr.13.57.t1	7.483598427	9.32230959	2.84433029
gbr.740.3.t1	4.280764035	10.46899768	1.034899387
gbr.62.40.t1	11.88620377	13.86015463	2.169232492
gbr.62.41.t1	4.065698634	5.678309176	0.788197756
gbr.222.30.t1	50.66554015	66.76465302	22.20801089
gbr.237.9.t1	10.10150016	13.85220323	5.258523895
gbr.696.3.t1	3.810623471	3.12567158	0.358926346
gbr.6.85.t1	5.604140138	10.83734277	0.555258514
gbr.39.12.t1	47.23837042	59.27664451	8.438832651
gbr.76.42.t1_gbr.76.43.t1	19.53982826	21.74391508	10.47542317
gbr.83.58.t1	61.59561183	79.55414604	29.85544376
gbr.90.104.t1	1.202124611	2.982743929	0.196069751
gbr.182.64.t1	6.35221081	9.041127567	2.140632986
gbr.33.33.t1	6.390110795	12.58944217	2.06680535
gbr.206.3.t1	4.966607481	7.227070957	1.315978842
gbr.191.41.t1	10.55370991	13.30385238	4.922047132
gbr.357.12.t1	3.758580824	5.802674579	0.77722583
gbr.21.34.t1	3.987248384	3.867545098	1.17767038
gbr.126.6.t1	32.6008782	25.25054951	1.832015188
gbr.441.1.t1	11.17268679	14.22213931	3.757012082
gbr.17.34.t1	4.502838044	6.978691673	0.858915433
gbr.199.21.t1	11.71574615	18.55319856	2.790556473
gbr.48.98.t1	24.66762186	40.44501743	2.790110516
gbr.93.7.t1	0.509252665	1.154263886	0.025577482
gbr.126.20.t1	2.807526079	5.601546516	0.186478827
gbr.39.48.t1	6.089291549	13.62676405	2.758588719
gbr.286.16.t1	16.74892493	21.542782	3.596298668
gbr.5.18.t1	89.32266842	106.6875326	51.23017715
gbr.346.12.t1	1.089729967	0.47222485	0.054337476
gbr.434.9.t1	1.557755295	3.938425106	0.328027964
gbr.172.2.t1	26.24738695	38.57042604	15.2514326
gbr.290.6.t1	3.352925547	8.435628845	1.375951237
gbr.151.79.t1	6.545177959	8.728776096	1.492158437
gbr.71.17.t1	19.1544702	28.10930558	4.969937008
gbr.100.53.t1	8.017939102	13.3370466	1.38776429
gbr.270.8.t1	7.878160413	36.62144861	1.991007598
gbr.113.1.t1	55.13327442	63.12148772	8.35675113
gbr.463.15.t1	18.22161237	22.98272358	2.842595157
gbr.65.70.t1	2.842344063	2.766750501	0.589493598
gbr.23.29.t1	2.919591082	5.207035992	1.289957964
gbr.102.10.t1	11.12480366	13.22389094	3.144172172
gbr.201.17.t1	2.275331856	1.480970333	0.374040976
gbr.150.33.t1	1.097808848	1.591067422	0.439505796
gbr.249.3.t1	2.356065738	5.799128823	0.797920575
gbr.166.24.t1	16.50402988	40.92159465	4.547181594
gbr.273.1.t1	28.54299319	83.5548832	11.66226842
gbr.121.22.t1	5.183956523	5.756978672	0.469750842
gbr.210.14.t1	27.10033984	31.85897252	6.36958541
gbr.111.39.t1	37.42833593	57.67954423	17.85323372
gbr.184.20.t1	327.3587809	384.0816522	219.7199309
gbr.27.65.t1	1.066197388	0.785947083	0.237441098
gbr.183.46.t1	1.776822165	2.848682687	0.667231357
gbr.19.124.t1	11.41014617	22.52585033	2.590629501
gbr.37.76.t1	6.968888175	8.1444332	0.29064669
gbr.98.42.t1	9.685519947	17.49790595	0.953853973
gbr.1.148.t1	6.236246718	22.76963293	0.600862858
gbr.7.14.t1	3.884410018	7.041504708	1.019410102
gbr.228.29.t1	39.58810007	64.05971616	27.65203409
gbr.53.36.t1	5.873617458	8.490032327	2.686517214
gbr.283.54.t1	1.710191296	1.676532095	0.372424593
gbr.354.1.t1	350.5291228	922.6441766	85.59481812
gbr.203.12.t1_gbr.203.15.t1	61.66593726	121.943424	32.66657049
gbr.114.9.t1	6.858360325	17.50699233	1.296820533
gbr.847.1.t1	43.42207544	53.33527447	7.564570262
gbr.283.45.t1	20.33050432	37.01270313	2.489412075
gbr.412.5.t1	40.53529616	59.46427118	17.46200721
gbr.110.86.t1	11.58594395	14.3049771	5.891568302
gbr.267.23.t1	2.644323363	3.804937483	0.477047774
gbr.88.26.t1	67.80470057	73.58876224	13.44540555
gbr.35.77.t1	12.78368235	19.28499805	1.731875787
gbr.12.34.t1	7.687988041	6.474534069	1.705243641
gbr.44.63.t1	226.4197385	307.8415759	110.9277373
gbr.85.18.t1	8.650501429	16.13847042	2.316352736
gbr.40.120.t1	68.20474116	105.9305846	12.60663404
gbr.109.30.t1	2.076540962	3.860047228	0.513392052
gbr.224.12.t1	3.890473986	5.494075584	0.910471968
gbr.388.10.t1	54.37227823	86.50643631	9.114748809
gbr.14.87.t1	23.30708126	48.27731227	0
gbr.52.73.t1	13.24190611	13.40096581	2.006775338
gbr.173.24.t1	4.43287511	4.94452685	0.534975456
gbr.447.5.t1	17.68758983	19.36397358	2.723282036
gbr.24.36.t1	6.653812306	9.174793302	0.767089114
gbr.2693.1.t1	31.0249748	172.3787839	0.778879181
gbr.58.137.t1	2.349474388	6.738471554	0.410344857
gbr.154.47.t1	51.43947935	72.10199186	18.47648457
gbr.90.98.t1	1.484310211	2.938868642	0.349806166
gbr.306.9.t1	37.64109854	38.04567687	14.39461224
gbr.185.21.t1_gbr.185.22.t1	18.00972742	23.65449032	5.90617485
gbr.181.3.t1	328.3224636	311.6756896	84.63550181
gbr.12.94.t1_gbr.12.95.t1	31.185311	46.33567231	15.99321203
gbr.2.175.t1	6.864775397	4.498910449	1.151415015
gbr.105.25.t1	3.244766509	2.932549574	0.058398199
gbr.435.5.t1	3.580025302	7.178636094	0.7657665
gbr.8.140.t1	1.277811986	2.33323936	0.287928133
gbr.81.83.t1	30.59005622	42.43514362	5.471105277
gbr.145.17.t1	1.186780155	1.711266613	0.173482506
gbr.113.2.t1	6.68619688	7.483810958	0.994432633
gbr.113.6.t1	25.06442007	36.07105188	4.528572488
gbr.131.6.t1	7.967711929	5.044680825	2.463676351
gbr.7.120.t1	14.8559732	16.47818724	2.892375359
gbr.151.65.t1	3.261917259	8.871600384	0.883911174
gbr.167.25.t1	295.4292064	385.9439702	152.5198582
gbr.447.28.t1	4.263364824	5.60182026	0.596238945
gbr.340.16.t1	47.85408494	51.35208877	29.31145265
gbr.411.17.t1	1.757962099	5.035606434	0.482130454
gbr.96.44.t1_gbr.96.45.t1	2.699331674	2.880786192	0.59146277
gbr.120.30.t1_gbr.120.31.t1	8.143583928	9.423390974	1.097486896
gbr.247.28.t1_gbr.247.25.t1	10.64530989	13.73474532	3.467763242
gbr.288.12.t1	9.729793807	11.76958437	4.628699194
gbr.303.19.t1	3.660978709	4.932989434	0.626094426
gbr.204.48.t1	16.95100123	27.95492373	2.249429099
gbr.288.11.t1	22.18965948	29.37679724	10.67284376
gbr.51.38.t1	3.043516041	5.137262409	0.077646409
gbr.277.22.t1	4.549155172	6.657449974	0.29541931
gbr.7.180.t1	29.14546117	40.03425202	19.07037509
gbr.99.13.t1	2.635125029	4.440779419	0.828648806
gbr.390.10.t1_gbr.390.11.t1	1.90224311	3.365224736	0.427433154
gbr.192.2.t1	4.44917191	5.876787566	1.377887268
gbr.216.3.t1	6.650507396	10.19855415	2.318895698
gbr.28.30.t1	12.76124044	16.08708968	6.880407653
gbr.81.87.t1	3.352662035	6.655859515	1.016633986
gbr.24.16.t1	5.328931376	9.580386563	1.40086404
gbr.102.33.t1	10.26791119	22.90534008	2.282500787
gbr.12.74.t1	3.140149767	6.399426887	0.343678563
gbr.2.170.t1	3.053668421	6.267317945	0.353974364
gbr.60.9.t1	16.64614414	34.54212397	5.411649522
gbr.182.65.t1	78.4820387	115.0565102	27.60671438
gbr.173.3.t1_gbr.173.4.t1	7.210892679	10.76217393	0.565349899
gbr.289.29.t1	1.906857907	3.382465674	0.231925809
gbr.231.26.t1	12.49688927	24.32710461	3.605820419
gbr.44.62.t1	3.899459961	4.993143651	1.072906883
gbr.21.4.t1	4.653043818	6.661691556	1.505414106
gbr.81.197.t1	4.470404885	6.290290407	0.516527212
gbr.77.97.t1	19.15122224	30.40204325	6.087877597
gbr.159.12.t1	4.997549388	2.799815748	1.103528443
gbr.24.15.t1	10.0654305	13.00553027	2.521101236
gbr.355.7.t1	5.837524085	8.436598458	1.428969149
gbr.49.51.t1	6.107202531	8.582450479	1.05552811
gbr.17.51.t1	2.369329333	3.074626435	0.382602549
gbr.9.89.t1	0.941019349	1.702264895	0.81126203
gbr.25.123.t1	55.71088265	89.41018144	6.466347338
gbr.1.144.t1	31.2713899	49.7653895	10.61213609
gbr.133.37.t1	5.1748643	4.220503006	0.683724467
gbr.135.55.t1	0.399922038	1.04324032	0.358752727
gbr.562.7.t1	0.708298759	0.920586307	0.122219507
gbr.281.21.t1	9.572117491	11.57776638	2.927052149
gbr.37.38.t1	8.271847454	9.774830556	4.241874718
gbr.8.34.t1	3.494553502	3.660270816	0.316221491
gbr.13.46.t1	2.611563613	2.651099824	0.534418273
gbr.59.15.t1	33.28105437	39.22659873	17.66014878
gbr.31.65.t1	1.675026163	2.001929552	0.284911597
gbr.41.25.t1	3.393328012	2.48746832	0
gbr.247.19.t1	6.411612161	5.456773469	0.932999543
gbr.100.54.t1	9.874232955	16.4032821	2.99118769
gbr.45.14.t1_gbr.45.15.t1	14.26555127	25.37661752	3.647220127
gbr.2.132.t1	0.485212786	1.42877212	0.146524779
gbr.88.13.t1	6.038333369	8.62041917	0.964692261
gbr.19.187.t1	9.742984416	14.95789592	0.653554498
gbr.306.14.t1_gbr.306.15.t1	6.832565404	10.49241404	1.239878928
gbr.235.22.t1	5.153466173	11.31298227	3.781099911
gbr.156.48.t1	14.8397305	21.9253353	5.18263296
gbr.19.80.t1	5.667857091	8.274283395	1.107424631
gbr.39.46.t1	40.06411943	89.18584451	4.225133194
gbr.83.56.t1	3.338916236	4.624016632	1.030375539
gbr.81.89.t1	15.07594706	21.1050257	2.299396204
gbr.122.8.t1_gbr.122.9.t1	1.668614989	2.67992868	0.103462379
gbr.58.3.t1	57.5690004	98.46121821	14.56255637
gbr.24.17.t1	164.678376	319.7640578	77.88589798
gbr.242.10.t1	2168.666861	2923.985414	1040.071506
gbr.717.1.t1	5.802734472	9.051163509	0.849190814
gbr.312.18.t1	7.88288664	6.22354499	4.864938808
gbr.47.21.t1_gbr.47.23.t1	1.352198961	2.968470394	0.371567544
gbr.146.11.t1	4.066115737	4.487140631	0.487698389
gbr.245.14.t1	37.25841408	46.6154039	14.82392907
gbr.117.45.t1	30.48837791	38.62993708	24.50559924
gbr.68.4.t1	20.85213255	29.46894984	2.14071107
gbr.154.26.t1	8.608683402	16.01886307	1.323838798
gbr.264.34.t1	37.53517984	50.06737247	23.61393648
gbr.76.82.t1	20.5078254	24.2863296	5.650883401
gbr.97.32.t1_gbr.97.34.t1	0.655018708	0.884073524	0.056415567
gbr.12.115.t1	7.644906223	10.95410992	1.813216271
gbr.90.91.t1	9.279199193	12.5743966	1.257135144
gbr.47.30.t1	1.655299124	2.896020564	0.847970996
gbr.34.5.t1	26.90937063	39.77091636	6.656622471
gbr.613.3.t1	21.42149542	20.80090766	5.024886486
gbr.149.15.t1	6.732748897	7.107903303	1.201034808
gbr.306.17.t1_gbr.306.18.t1	10.10938819	11.44267342	3.058075643
gbr.183.30.t1	1.33918727	2.710835803	0.268463323
gbr.333.13.t1	4.979348518	9.744031543	0.500808161
gbr.242.29.t1	4.83174845	3.550722628	0.385203322
gbr.109.19.t1	12.36381993	22.06411996	3.399386567
gbr.12.26.t1	2.067760135	6.014341572	0.041326718
gbr.27.38.t1	155.2697398	217.8968435	69.97323218
gbr.35.3.t1	2.12490879	1.875874525	0.068383974
gbr.9.70.t1	4.491975714	6.657637881	1.06160697
gbr.240.11.t1	26.9553825	47.59855777	0.516059842
gbr.177.34.t1	6.449201535	19.20834471	1.607473783
