Sample:	TFf	TFm	TFw
gbr.72.30.t1	8.719363695	13.27703308	5.469926674
gbr.226.3.t1	22.38950436	26.9922258	10.29337747
gbr.47.67.t1	1.951532761	2.618174881	1.502215571
gbr.81.75.t1	7.986718271	10.72771082	1.946353628
gbr.110.82.t1	20.77672946	23.197001	17.00186434
gbr.284.23.t1	5.296551358	5.408181636	2.711512096
gbr.73.54.t1	0.78010333	0.820519503	0.354400217
gbr.302.18.t1	10.72741178	18.85072863	5.331751734
gbr.405.13.t1	637.303155	734.5027352	258.5240756
gbr.45.49.t1	8.803411584	8.762517928	4.218973476
gbr.167.19.t1	18.07608005	18.90680785	11.70800875
gbr.130.45.t1	45.71670337	41.70001279	39.945028
gbr.6.159.t1	27.24748581	26.32471017	12.13073144
gbr.409.1.t1	6.382869504	7.18204635	4.318028068
gbr.84.4.t1	10.03170214	9.901355483	4.730533479
gbr.172.41.t1	49.4411368	59.1000564	30.47440513
gbr.59.34.t1	4.751526221	5.152850295	3.315715564
gbr.108.17.t1	60.69376233	78.21501065	27.44172201
gbr.3.13.t1	35.4021589	36.59078735	25.94261686
gbr.360.11.t1	1.853817546	1.397363461	0.336900152
gbr.3.85.t1	7.27431987	8.556761298	5.129529617
gbr.32.56.t1	732.4620911	764.0352204	631.9333342
gbr.211.13.t1	3.03696029	3.945295629	2.186196827
gbr.270.3.t1	12.54040075	13.09350998	10.30804458
gbr.17.63.t1	102.4021955	98.19260206	91.01942851
gbr.343.15.t1	1.431168984	2.178777005	0.210667537
gbr.142.65.t1	6.312395169	6.93287135	2.871878385
gbr.488.1.t1	16.17272737	31.63933841	6.697198392
gbr.136.37.t1	5.191407496	6.30663591	3.499444595
gbr.105.28.t1_gbr.105.26.t1	13.20317301	17.28902769	10.51391991
gbr.41.15.t1	6.359526905	9.330494016	4.033733055
gbr.43.3.t1	20.7707074	22.83104222	11.57931219
gbr.224.3.t1_gbr.224.5.t1	2.034505542	2.270465943	2.766607054
gbr.243.7.t1	5.099031464	8.797741103	2.831958732
gbr.345.3.t1	13.91336784	13.01837558	9.931739641
gbr.478.5.t1	12.55329799	13.83372893	7.166252092
gbr.5.31.t1	4.802628357	5.779495213	3.316117579
gbr.309.23.t1	19.35203122	20.61206372	11.07489172
gbr.56.17.t1	15.8818552	21.62160954	6.645089062
gbr.10.30.t1	3.429245552	3.045127558	1.358865611
gbr.5.102.t1	1237.816475	1289.146957	853.4500898
gbr.137.24.t1	45.51961556	44.81237994	39.07057602
gbr.102.3.t1	3.903735177	4.367059986	2.367096179
gbr.105.37.t1	4.045504939	4.438281046	2.771303519
gbr.58.50.t1	11.78949362	17.94472533	12.30782026
gbr.830.1.t1	18.44263316	24.21085919	9.222702979
gbr.53.32.t1	9.367367666	12.87169108	5.667961036
gbr.31.79.t1	3.273052865	3.350622429	2.492934415
gbr.37.84.t1	11.5799276	14.01979605	6.683003914
gbr.2.9.t1	6.074168971	6.218495762	3.486073095
gbr.47.44.t1	59.32223613	70.60465122	57.74306364
gbr.75.83.t1	8.43526955	10.89341712	4.776139813
gbr.141.31.t1	6.426175918	6.112784423	6.94239205
gbr.108.21.t1_gbr.108.19.t1	3.664380173	4.036069774	2.650427835
gbr.112.9.t1	5.520303413	7.219239154	3.932135133
gbr.21.63.t1	23.45836469	33.52039016	16.61871984
gbr.350.22.t1	6.241355789	10.62536211	3.311340711
gbr.174.23.t1	15.16405528	21.27865019	9.631679524
gbr.6.31.t1_gbr.6.33.t1_gbr.6.28.t1	39.24148386	26.13871656	32.87072598
gbr.7.47.t1	15.60523445	25.85982834	11.57482783
gbr.101.9.t1	3.431972059	2.895396281	3.27301718
gbr.72.72.t1	28.30952849	30.20937512	12.16900462
gbr.51.11.t1	3.812199946	3.723790859	1.012006969
gbr.63.51.t1_gbr.63.52.t1	5.8037456	6.41157706	3.093758081
gbr.451.3.t1	8.381138498	11.88435773	5.809675657
gbr.489.4.t1	1.953432708	2.319899914	0.62358457
gbr.89.37.t1	2.471792426	2.625361504	1.931133543
gbr.127.25.t1	5.875999863	8.198936072	3.656992827
gbr.2.239.t1	18.98476507	23.17990931	11.59788886
gbr.139.28.t1	9.498577001	9.9702048	5.396776337
gbr.37.104.t1	14.21980407	19.40936087	7.840434291
gbr.262.4.t1	5.205423408	5.971994341	1.795243495
gbr.4.15.t1	3.037582859	3.114750047	1.654225906
gbr.208.46.t1	3.113303573	3.164045082	2.010495717
gbr.442.14.t1	2.481858663	2.890185359	1.161691533
gbr.71.18.t1	3.086747399	3.06187392	1.793377901
gbr.221.49.t1	6.388746755	6.919444229	8.831227667
gbr.221.83.t1	11.00914695	12.23328671	4.971314304
gbr.139.84.t1	14.76643985	14.35051374	10.74757253
gbr.123.1.t1	34.83508954	36.89254728	13.56582783
gbr.412.2.t1	5.743348072	5.947839418	2.323494961
gbr.24.3.t1	13.89882862	12.24168508	5.948054941
gbr.162.15.t1	16.76580928	18.68172135	8.541035886
gbr.488.18.t1	4.345482332	4.488519021	3.656843068
gbr.230.9.t1	8.820488261	11.87704928	3.700677141
gbr.5.4.t1	11.43085276	12.49469729	5.061509457
gbr.40.16.t1	7.628562689	8.758168067	5.142829929
gbr.8.23.t1	6.48704395	9.688549358	2.692664343
gbr.126.32.t1	11.91933381	11.97806389	7.57268583
gbr.130.1.t1	54.75781951	47.32825845	29.56884898
gbr.50.5.t1	4.538722332	4.074515859	3.488592133
gbr.512.18.t1	4.448471396	4.744659625	1.963012071
gbr.53.29.t1_gbr.53.30.t1	12.77068181	11.86715716	9.418346433
gbr.23.57.t1	4.457450978	2.964716797	1.977714047
gbr.4.28.t1_gbr.4.27.t1	5.821184227	6.890097018	3.519723028
gbr.163.49.t1	11.42830868	12.23272943	4.627768052
gbr.35.50.t1	6.665495016	8.565924334	5.411757635
gbr.58.64.t1	64.16726545	67.18989267	40.85916357
gbr.94.50.t1	161.4586272	153.2334685	125.8673167
gbr.194.38.t1	4.197351381	4.804263728	1.592950216
gbr.30.15.t1	3.108202217	2.619718211	1.447917858
gbr.696.4.t1	130.9367481	42.96027687	21.13866097
gbr.176.12.t1_gbr.176.13.t1	13.53099815	15.038473	7.199796128
gbr.14.116.t1	862.5307089	799.0679586	774.1337551
gbr.149.12.t1	5.254410822	4.270179542	2.41556872
gbr.291.1.t1	53.66247557	58.36154792	32.97745679
gbr.515.6.t1	1.646714653	3.801189667	1.394751136
gbr.64.89.t1_gbr.64.88.t1	10.0001901	11.42937	10.85573103
gbr.33.32.t1	43.61807284	46.74306438	28.92618368
gbr.134.38.t1	38.08484908	41.27536384	21.02277446
gbr.62.31.t1	3.597355489	3.398993598	2.458735517
gbr.513.23.t1	6.969660896	10.49742293	8.664826201
gbr.8.72.t1	32.73595706	35.43539899	20.39813243
gbr.595.5.t1	17.12812462	16.50295374	8.091698518
gbr.2.126.t1	5.562813056	6.038595901	2.713917728
gbr.31.52.t1	3.79443125	3.187992542	1.270732029
gbr.147.33.t1	10.4524796	14.14615338	4.385813769
gbr.35.104.t1	53.18729775	60.06693229	40.31515617
gbr.149.27.t1	11.45403677	11.79117498	8.306456466
gbr.19.195.t1	26.26435355	31.24688239	20.90267106
gbr.304.13.t1	2.894303416	3.488739403	2.869221811
gbr.254.2.t1	13.54537778	13.5763938	11.80912969
gbr.52.71.t1_gbr.52.72.t1	5.804880794	5.404194628	4.514305378
gbr.119.25.t1	131.9962841	114.0077454	98.19655682
gbr.108.26.t1_gbr.108.27.t1	8.677230609	6.158333564	4.87294115
gbr.7.84.t1	39.41937874	45.45894949	30.33898613
gbr.132.7.t1_gbr.132.8.t1	4.988543128	5.399813304	3.804443484
gbr.29.59.t1	7.83580944	5.194121855	3.105247394
gbr.480.11.t1	94.15035297	21.4121713	11.46896643
gbr.262.3.t1	5.054618532	5.120892554	1.881417417
gbr.114.3.t1	16.2094632	15.22328199	10.85161709
gbr.76.113.t1	2.9106082	2.654238782	1.607664785
gbr.111.14.t1_gbr.111.16.t1	5.988519059	8.317102646	3.470204014
gbr.232.16.t1	7.912332381	7.90809079	4.139363153
gbr.364.19.t1_gbr.364.18.t1	1.037140183	0.998045915	0.650188152
gbr.55.67.t1	6.032023	4.851913848	5.105582436
gbr.111.57.t1	5.55114543	5.840366157	2.096396946
gbr.414.8.t1	6.00749442	5.500016717	2.984866819
gbr.151.61.t1	18.87607835	18.38280259	15.44069705
gbr.98.2.t1	0.521611917	0.744231196	0.369030101
gbr.254.20.t1	2.842862046	3.930209314	1.882991684
gbr.322.10.t1	1.280027518	1.079817947	0.201715645
gbr.37.122.t1	71.11728247	72.49113215	26.30839997
gbr.71.15.t1	415.8874297	464.4883522	205.6553418
gbr.75.33.t1	37.52704756	37.97008279	33.87833526
gbr.84.14.t1	15.2560053	16.31009943	11.68635761
gbr.405.4.t1	11.31017342	13.14248889	6.88810375
gbr.151.54.t1	29.8020541	25.60209258	9.157390186
gbr.203.25.t1	8.769306026	9.969600177	5.009006791
gbr.39.22.t1	3.576580114	3.26390087	1.566709169
gbr.42.2.t1	18.62162922	14.69553749	9.25857999
gbr.75.41.t1	14.47763694	13.37250736	12.78794887
gbr.113.11.t1	61.57499571	59.09072443	40.17721548
gbr.420.17.t1	45.22992908	59.98791607	16.68205819
gbr.38.52.t1_gbr.38.51.t1	113.4961992	131.0187877	82.52094017
gbr.59.5.t1	107.6939982	98.23673544	101.7460668
gbr.89.34.t1	39.27529397	34.67013428	20.58775241
gbr.696.5.t1	8.08878197	2.801105171	3.391446614
gbr.15.3.t1	7.895427578	16.75211559	4.313949223
gbr.356.15.t1	59.03469941	61.66314904	35.37604098
gbr.40.121.t1	24.02767383	18.73667382	11.04623316
gbr.5.112.t1	1.044325776	1.031666477	0.291463156
gbr.232.33.t1	1.864581734	1.265957464	0.365005733
gbr.385.8.t1	57.93887266	62.22506656	32.7699618
gbr.151.85.t1	3.130922557	5.359022647	0.739067883
gbr.71.21.t1	4.166265569	3.917940526	3.075676821
gbr.85.11.t1_gbr.85.12.t1	25.50625324	23.84341284	23.56213105
gbr.139.37.t1	12.51180565	10.98182599	2.48986047
gbr.1.11.t1	36.11261762	35.51969084	21.78131269
gbr.123.2.t1	30.01183589	34.76364512	15.84916649
gbr.33.81.t1	221.806874	235.8679151	134.6094722
gbr.98.63.t1	7.831053059	11.61719447	5.535878037
gbr.108.30.t1	11.97192406	10.85775	9.500924684
gbr.27.54.t1	25.96280581	30.94455519	12.48776085
gbr.49.42.t1	4.26653403	5.028118459	2.462887956
gbr.434.10.t1	59.86916784	60.82157328	45.93467337
gbr.323.15.t1	23.30174671	27.71632764	11.27270121
gbr.5.92.t1	55.12960661	57.23144503	41.12264823
gbr.8.46.t1	84.36524327	77.63827156	44.94427519
gbr.226.18.t1	25.84945292	35.28287066	11.05029579
gbr.72.77.t1	7.961284177	7.934718558	3.920887178
gbr.2.183.t1	5.531315538	11.25240897	4.237896189
gbr.1.177.t1	157.1932577	145.5187536	63.1929808
gbr.1.62.t1	8.187389027	8.179163581	5.779101652
gbr.174.34.t1	46.17236753	44.39544812	41.12224183
gbr.30.8.t1	19.25771448	19.2474831	14.62944174
gbr.182.47.t1	1.21346168	1.352034234	0.630060643
gbr.178.15.t1	15.67369903	15.60109805	7.546718457
gbr.24.54.t1	8.498276446	11.22756135	5.058060833
gbr.175.19.t1	6.020688183	5.371001162	3.145974621
gbr.468.32.t1	57.12351786	56.13509683	16.58462755
gbr.245.8.t1	9.371208159	9.567355421	4.545548515
gbr.249.27.t1	14.65247853	15.73927804	12.34313571
gbr.24.37.t1	2.635976882	2.346875396	0.931051985
gbr.279.25.t1	0.770842273	1.726963006	0.487183306
gbr.108.31.t1	56.42909392	57.82468152	36.8075586
gbr.17.96.t1	14.54447807	10.92505811	2.337282388
gbr.225.54.t1	5.239824339	1.941052768	1.699560108
gbr.26.51.t1	25.22816566	24.80378598	11.78615427
gbr.149.25.t1_gbr.149.22.t1	4.416013814	5.694245448	3.206586286
gbr.723.2.t1	21.85974852	44.79285746	7.712174464
gbr.19.23.t1	2.952402713	3.647962257	2.191723237
gbr.530.10.t1	6.297381777	6.911854582	3.600312775
gbr.58.92.t1	104.7892547	89.53475521	120.0547836
gbr.107.2.t1	1.644400433	1.869225192	1.096093031
gbr.204.31.t1	12.28912454	13.28820821	4.057226291
gbr.24.1.t1	6.645087079	9.892128178	3.467929146
gbr.372.11.t1	3.303362751	6.455264384	3.685398353
gbr.80.39.t1	156.6109012	183.7952876	83.5753438
gbr.222.13.t1	39.84053093	43.74847015	25.15676795
gbr.78.15.t1	3.693501811	6.729078232	0.332193915
gbr.109.29.t1	24.48034766	23.57186988	19.99450193
gbr.142.34.t1	2.254926641	5.817376163	1.610548426
gbr.143.31.t1	78.19420538	85.52062684	51.06686729
gbr.104.49.t1	42.28360201	45.36807439	31.36495351
gbr.129.19.t1	9.084945876	12.66443704	2.582075216
gbr.485.17.t1	2.943576133	3.195868999	2.254194712
gbr.40.139.t1_gbr.40.140.t1	4.111074063	6.048075442	2.425117912
gbr.450.8.t1	0.495726877	1.743111782	0.827191862
gbr.11.122.t1	164.6587619	148.636128	126.8907569
gbr.105.1.t1	300.1128462	340.71338	121.7321823
gbr.235.16.t1	2.772140464	3.669035256	2.196275338
gbr.3.102.t1	16.79016776	20.31323055	13.2443933
gbr.55.7.t1	12.00865453	13.4253734	8.095781967
gbr.221.35.t1	10.80192562	14.36817405	7.349646126
gbr.133.29.t1	2.86712978	3.786323918	2.684028261
gbr.226.20.t1	2.621351094	4.945334683	1.318874109
gbr.19.165.t1	652.2799254	654.0506615	436.5584668
gbr.2168.1.t1	23.73637353	30.5967257	12.60627226
gbr.31.57.t1_gbr.31.58.t1	5.170952888	5.535926506	2.71890452
gbr.38.85.t1	60.90240242	54.96747247	31.44262692
gbr.11.114.t1	39.03572426	35.63893963	13.96859493
gbr.85.22.t1	117.9992226	221.558005	42.15633552
gbr.177.24.t1	3.336411855	3.958586867	0.680944139
gbr.512.14.t1	15.76023942	17.41264834	7.523692305
gbr.142.24.t1	27.95700519	30.28290931	17.82090902
gbr.44.87.t1	5.52673966	4.722467834	3.034598201
gbr.412.14.t1	5.117990927	5.490973499	3.843926879
gbr.400.7.t1_gbr.400.8.t1	9.654869533	11.3199173	5.354758907
gbr.58.43.t1	127.4373641	147.7521443	73.51703215
gbr.1669.1.t1	986.9601701	1213.301022	493.0786888
gbr.77.25.t1	4.477613535	5.621232142	2.990593687
gbr.245.11.t1	40.60206422	44.93442368	18.77010003
gbr.112.6.t1	1.084822363	1.786146832	0.340760951
gbr.81.156.t1	6.85410773	6.530137788	2.47025766
gbr.5.5.t1	10.7212553	12.82012767	5.781077364
gbr.396.25.t1	1.851681389	1.351973329	0.745129573
gbr.81.62.t1	209.4787967	251.156756	62.28167889
gbr.56.80.t1	0.411340037	0.25587941	0.139091281
gbr.39.51.t1	10.03469003	9.208393258	4.97180351
gbr.245.6.t1	3.51304629	4.771130903	1.90958747
gbr.317.7.t1	4.589106886	3.777780989	2.05295989
gbr.120.33.t1	7.924283561	8.693874723	4.626348062
gbr.5.36.t1	30.5970367	31.48364311	16.87602794
gbr.134.21.t1	32.1011047	43.34975661	25.37174943
gbr.225.14.t1	30.00192688	26.46232813	30.58374297
gbr.55.75.t1	37.35319371	60.00791176	26.06305874
gbr.164.30.t1	18.8565709	18.278215	10.25376706
gbr.203.3.t1	121.1453272	113.8879325	114.6477147
gbr.4.97.t1	0.675409349	0.682315839	0.491394495
gbr.304.5.t1	6.661944153	9.106723277	4.092522383
gbr.568.1.t1	8.442542826	8.400078321	6.074090237
gbr.182.30.t1	4.72619767	4.600440533	2.311433335
gbr.18.13.t1	43.8757161	57.88745083	27.88439241
gbr.412.18.t1	4.189180018	4.1169018	3.506209734
gbr.2.71.t1	10.55591003	12.16545987	3.010608429
gbr.75.49.t1	33.25944727	37.98465719	11.40937018
gbr.479.1.t1	10.73962224	10.16900802	3.478611398
gbr.27.49.t1	2.969847935	4.936132908	1.35183705
gbr.46.61.t1	1.491245455	3.04161237	1.134935017
gbr.216.17.t1	1.786988362	2.409790068	0.759155144
gbr.549.5.t1	0.294087737	0.439533554	0.202628832
gbr.232.22.t1	15.59087137	14.80547783	5.812150516
gbr.84.52.t1	4.79840334	3.296607832	0.758903871
gbr.79.31.t1	2.722642218	3.473701259	1.474210899
gbr.34.59.t1	66.68415195	79.8828246	44.9165536
gbr.24.92.t1	2.288149014	2.676965118	2.268679551
gbr.99.43.t1	18.82836658	15.93646991	9.376735892
gbr.56.62.t1	13.14435794	16.43242841	9.773082372
gbr.856.6.t1	54.3030144	64.79283858	21.93958764
gbr.2.159.t1	19.1207961	21.43320394	19.01182202
gbr.35.82.t1	16.26001018	20.47624407	10.68454504
gbr.10.17.t1	10.12237036	9.031785848	4.848514621
gbr.93.24.t1	14.94801232	17.46732072	12.63072057
gbr.354.6.t1	17.90524037	16.68024488	7.951327292
gbr.9.88.t1	14.60537539	15.36900548	11.06214117
gbr.2.67.t1	11.86043078	13.7414956	8.961987069
gbr.318.57.t1	4.446718278	6.724571306	3.265734908
gbr.107.29.t1	2.94777576	3.282999425	1.257473939
gbr.145.19.t1	0.705886181	0.848168989	0.28502315
gbr.310.1.t1	58.36903635	120.3970358	31.55016129
gbr.12.76.t1	7.402631499	9.027787312	4.831506025
gbr.221.100.t1	1.79906443	2.335184631	1.877290272
gbr.41.27.t1	11.80221834	15.75175142	7.567165663
gbr.7.53.t1	31.27957199	30.06828865	21.69154338
gbr.2.198.t1	9.691420061	13.85773025	5.519967806
gbr.291.7.t1	6.93429279	7.473775329	3.869838512
gbr.59.7.t1	277.3729936	334.5566512	118.5272812
gbr.478.2.t1	4.826097796	3.984996128	2.610382807
gbr.6.57.t1	142.1245847	141.4398395	147.2748837
gbr.90.56.t1	129.8926311	133.637202	63.49250454
gbr.265.11.t1	43.24141102	41.63921158	22.72578851
gbr.65.61.t1	8.408705623	7.212474905	4.814740891
gbr.498.9.t1	1.334808576	1.321963424	0.689640131
gbr.253.12.t1	1.786889159	3.351613449	1.050360532
gbr.306.8.t1	7.666098218	8.776201471	1.991641943
gbr.221.84.t1	24.48267584	21.31694732	14.34378916
gbr.74.9.t1	10.03435126	9.909720078	7.288704008
gbr.162.26.t1	11.66081958	18.09440093	6.784794364
gbr.113.23.t1_gbr.113.24.t1	9.092295727	10.35938232	7.367496522
gbr.44.4.t1	7.245657786	6.534947437	4.445186406
gbr.174.41.t1_gbr.174.42.t1	9.029607484	10.15203254	7.642364652
gbr.65.37.t1	11.08472114	15.91130389	10.93388763
gbr.5.60.t1	3.095450647	3.082899504	1.596948547
gbr.93.4.t1	1.030449265	1.859045839	0.908280047
gbr.153.10.t1	21.24834306	24.79179101	17.7372847
gbr.350.32.t1	30.25549499	145.488377	60.73733548
gbr.72.116.t1	9.120629028	11.6452596	10.92462316
gbr.9.78.t1	75.38575719	73.47674921	54.74972263
gbr.17.71.t1	7.091325555	10.59435551	4.501770737
gbr.69.29.t1	5.154011231	8.855345576	4.523916326
gbr.72.50.t1	4.578975523	5.590775811	3.404222004
gbr.82.37.t1	2.812520243	3.434112908	2.782894137
gbr.104.4.t1	16.76789837	20.43401935	15.61520064
gbr.37.109.t1	5.268819041	12.10509285	3.543510477
gbr.55.77.t1	87.79466208	86.96450773	77.4889667
gbr.725.1.t1	26.3233287	58.20617158	22.89172222
gbr.436.6.t1	7.592108048	7.775023653	7.586667738
gbr.215.23.t1	24.93382558	13.23080447	14.95443938
gbr.154.3.t1	0.97299552	1.100703777	1.107902902
gbr.87.41.t1	1.756439001	2.864504172	1.779418231
gbr.268.10.t1	6.639558498	7.531935289	4.823455411
gbr.270.13.t1	13.19143984	19.33351533	13.57590523
gbr.113.7.t1	4.515611147	6.071428572	4.796431798
gbr.75.88.t1	2.423362803	2.917902915	1.360946887
gbr.2.13.t1_gbr.2.18.t1	18.25018519	18.99424247	14.79994381
gbr.261.14.t1	1.237514191	1.549873298	0.755445858
gbr.18.31.t1_gbr.18.32.t1_gbr.18.30.t1	172.2707449	160.1455414	160.7645392
gbr.528.2.t1	7.277310588	5.3920672	4.866928606
gbr.49.3.t1_gbr.49.4.t1_gbr.49.5.t1	24.27078603	23.18547936	20.72293222
gbr.69.20.t1	3.915705804	3.687339617	2.853178511
gbr.80.33.t1	14.52444912	17.30492368	15.01738434
gbr.90.53.t1	94.63313861	110.1974579	58.49316484
gbr.256.3.t1	44.66860026	37.03168277	55.68961039
gbr.280.5.t1	119.9919092	86.71994005	102.5616634
gbr.35.36.t1	253.7827911	278.7610955	66.61814372
gbr.209.15.t1	0.844780714	0.801451214	0.365595014
gbr.14.78.t1	45.66385895	41.02504658	47.18211225
gbr.22.25.t1	0.648821618	0.167630953	2.077204232
gbr.169.19.t1	3.513822054	1.663238579	1.851811839
gbr.139.16.t1	1.73046832	1.28105612	0.650044671
gbr.512.19.t1	9.294924572	7.44931023	10.00826314
gbr.10.26.t1	146.5873223	107.8559007	76.93953911
gbr.133.9.t1	8.3775107	6.324756399	6.853697948
gbr.28.40.t1	2.413683014	1.922876067	1.964878832
gbr.1.103.t1	6.653329092	4.359412119	4.364254405
gbr.37.37.t1	26.69738026	20.03143448	11.78615581
gbr.235.19.t1	0.313375777	0.501907343	0.488872606
gbr.25.44.t1	23.86400891	23.35131879	22.33033181
gbr.458.5.t1	9.638286771	10.17425082	7.736381878
gbr.8.130.t1	280.3078816	223.4101107	201.8956307
gbr.202.48.t1	2.031762006	1.651493999	0.966309845
gbr.23.82.t1	10.58211465	4.880278414	1.013352193
gbr.35.38.t1	1.410030755	2.379643018	0.188296793
gbr.6.229.t1	88.25322204	64.93075918	74.81400144
gbr.110.65.t1	0.893076728	0.960393775	0.620001332
gbr.24.56.t1	87.39499261	69.09097136	59.39188699
gbr.357.16.t1	2.437240625	2.019336961	0.792274469
gbr.81.114.t1	3.076568582	2.302989654	1.208070034
gbr.71.37.t1	12.33165731	3.485668344	6.441791201
gbr.75.116.t1	33.86995521	16.30504076	23.89981609
gbr.91.7.t1	7.806606882	6.431079641	5.078984321
gbr.143.45.t1	748.5183875	48.27904193	13.59501994
gbr.205.13.t1	3.465152433	0.653085038	0.825964985
gbr.262.20.t1	6.695669863	5.835751771	6.195655178
gbr.584.4.t1	205.0894651	121.4351546	89.42171611
gbr.32.33.t1	63.58265279	55.00802518	49.5458701
gbr.35.4.t1	17.68671279	14.52104272	11.49511741
gbr.135.62.t1	4.490485469	2.868997907	1.925126265
gbr.19.56.t1	18.54510321	13.1330765	10.58040161
gbr.405.2.t1	15.53266826	9.564219509	14.24250347
gbr.6.235.t1	241.1085948	199.835493	96.1154097
gbr.67.14.t1	20.2827961	10.53661962	20.15273766
gbr.572.1.t1	53.70274879	20.48563823	16.8472008
gbr.22.36.t1_gbr.22.37.t1	18.25245544	14.35298784	12.99128307
gbr.4.95.t1	3.469403469	2.54616013	1.083111793
gbr.210.28.t1	22.29145609	11.89684863	10.29379485
gbr.218.21.t1	4.529483956	3.868491789	3.774123031
gbr.110.13.t1	2.775841467	4.541933851	0.986501054
gbr.24.57.t1	7.683372357	7.047615377	6.014754389
gbr.85.15.t1	9.163530364	7.318184208	3.157012897
gbr.7.157.t1	4.417557271	5.148266964	2.131407227
gbr.82.16.t1	5.519146722	4.31239741	2.903694769
gbr.33.39.t1	1.567550722	1.297403103	0.668360006
gbr.631.3.t1	8.472418644	7.59757758	2.208651302
gbr.133.10.t1	2.65753754	3.227927672	2.365105933
gbr.78.34.t1	2.310948918	1.953876019	0.766064133
gbr.101.39.t1	12.36435552	10.1589575	4.648049406
gbr.44.78.t1	6.734847232	5.078562844	3.274056206
gbr.151.56.t1	32.80605611	28.94461996	25.18712503
gbr.2.249.t1	660.2596451	619.4184924	445.3300877
gbr.5.64.t1	14.15847457	9.770970383	10.06270711
gbr.72.121.t1	2.676002962	2.627855871	0.943380974
gbr.3.67.t1	4.685512325	3.604049838	3.11118589
gbr.148.21.t1	0.271974215	0.141525672	0.028339922
gbr.55.39.t1	4.235639808	7.803019956	3.697942983
gbr.142.27.t1	16.22002435	19.50710859	8.698881189
gbr.225.57.t1	2.089441647	2.6209241	0.739876602
gbr.248.4.t1	6.834620027	6.477739559	3.806385448
gbr.139.36.t1	11.29902602	11.4207213	2.441931545
gbr.139.57.t1	4.649418634	4.700837917	2.865024924
gbr.189.23.t1	22.53558541	21.42086798	15.38941564
gbr.75.129.t1	5.312147283	4.573795566	3.272750098
gbr.371.2.t1	3.507469139	3.272437322	1.72094843
gbr.74.21.t1	15.74178727	14.01715322	9.655036838
gbr.24.73.t1	9.859260088	7.398075301	1.858519842
gbr.253.30.t1	17.37295835	14.49770184	15.48069662
gbr.176.17.t1	3.147896273	2.313578996	1.567733734
gbr.70.17.t1	79.52865078	70.95393223	59.80370275
gbr.7.79.t1	101.7531902	94.98331161	71.47469859
gbr.117.6.t1_gbr.117.7.t1	5.51872347	5.862112493	5.609985536
gbr.465.28.t1	1.990010003	2.361593764	0.506776318
gbr.97.31.t1	4.065017243	4.204611291	1.990992117
gbr.37.5.t1	158.0351564	140.7903076	123.9046907
gbr.301.25.t1	4.9145885	2.397305513	0.983149962
gbr.271.33.t1_gbr.271.34.t1_gbr.271.31.t1	3.820488691	4.014678509	2.680803714
gbr.521.1.t1	8.622611898	7.635692983	4.782672065
gbr.139.12.t1	0.301999164	0.458984294	0.125468681
gbr.72.11.t1	3.232693741	3.169049022	1.287226975
gbr.225.20.t1	8.072801339	8.411883477	4.622813219
gbr.690.1.t1	107.233834	104.8764961	42.98514179
gbr.146.18.t1	12.9285599	12.58581804	12.3481121
gbr.221.15.t1_gbr.221.14.t1	13.57284133	14.4275071	8.735228321
gbr.140.40.t1	61.62669614	62.53481166	41.22734013
gbr.3.65.t1_gbr.3.66.t1	88.51067895	83.54457166	48.45252309
gbr.183.10.t1_gbr.183.11.t1	10.96690191	10.75785072	6.040886986
gbr.422.17.t1	24.16624389	23.95871824	14.13799969
gbr.23.34.t1	4.064679376	4.144798746	2.046405404
gbr.134.15.t1	128.787928	106.2899605	64.2143481
gbr.9.69.t1	2.16442489	2.350982754	0.671014884
gbr.130.32.t1	29.66467264	26.86677641	24.22954476
gbr.503.10.t1	21.73628021	18.18073889	14.17415874
gbr.289.18.t1	5.482773698	5.583143585	3.255273095
gbr.401.6.t1	2.359634968	1.795600241	1.634626519
gbr.13.103.t1	0	0	0
gbr.75.75.t1	269.03669	291.1707582	110.5332813
gbr.11.125.t1	3.798278047	3.324966927	1.619983779
gbr.60.7.t1	15.9966416	16.42513076	16.00866729
gbr.230.48.t1	66.11510859	48.661597	20.60918031
gbr.37.126.t1_gbr.37.129.t1	11.75892391	15.04211965	10.76076241
gbr.20.51.t1	2.900722561	1.856506648	1.135246325
gbr.449.13.t1	2.761403223	2.079149488	0.959640101
gbr.226.5.t1_gbr.226.6.t1	8.541011362	10.59717976	6.486496375
gbr.154.30.t1	111.9783701	83.24390615	51.63686566
gbr.221.72.t1	5.622697759	7.724094534	4.182199341
gbr.188.5.t1	42.93240356	35.10475313	27.87948797
gbr.193.18.t1	2.65834859	3.333450225	1.671746751
gbr.50.76.t1	162.8158989	132.9108873	88.40331181
gbr.112.14.t1	1.338651997	1.031394759	0.176193175
gbr.86.29.t1	2.115142115	2.154224717	0.940570308
gbr.419.1.t1_gbr.419.2.t1	7.245601925	6.84802647	6.568531553
gbr.154.31.t1	16.10543685	12.83484156	6.936560397
gbr.193.17.t1	96.43442835	109.1750254	54.37620345
gbr.171.29.t1	2.808809609	1.903515888	0.941342173
gbr.3.55.t1_gbr.3.56.t1	13.47688468	13.73337598	10.97358467
gbr.399.2.t1	1550.798674	355.6588251	155.6075067
gbr.567.6.t1	4.067191136	6.001392084	1.287736821
gbr.14.39.t1	60.32959591	61.75864174	23.33412518
