Sample:	All_female	All_male	All_wtr
gbr.123.14.t1	9.267441768	8.467068774	7.019270921
gbr.123.2.t1	24.85975774	29.6819271	14.37360283
gbr.124.43.t1_gbr.124.40.t1_gbr.124.41.t1	8.862501591	8.798574588	7.898479025
gbr.124.51.t1	18.29370025	17.47209059	11.14375591
gbr.125.10.t1	4.429755588	3.801248513	2.775486808
gbr.125.44.t1	2.735884363	2.576873527	1.562889701
gbr.125.6.t1	10.47197516	7.528912921	2.754387988
gbr.126.20.t1	4.878196595	5.310372787	3.347832956
gbr.126.21.t1	31.36404497	28.27114475	18.43693715
gbr.126.32.t1	10.0844241	11.30541365	7.810271245
gbr.126.6.t1	28.05425392	26.11035844	3.23122252
gbr.127.15.t1	2.7731261	3.305227259	2.568968353
gbr.127.25.t1	6.802876493	8.073427261	5.849056928
gbr.128.19.t1	117.8975306	108.3529728	76.61616836
gbr.128.20.t1	39.80387996	34.82777172	26.29359047
gbr.128.47.t1	33.17981112	23.05489829	4.250966997
gbr.129.19.t1	8.483253703	11.26601866	5.03820397
gbr.129.22.t1	3.038795432	2.756078758	1.600873385
gbr.129.29.t1	27.96104615	23.84037712	18.35389738
gbr.13.103.t1	0.700873148	0.702218082	0.055889958
gbr.13.26.t1	8.77789595	7.799594279	5.026823263
gbr.13.3.t1	4.986005194	5.488856228	4.817542858
gbr.13.46.t1	4.364124626	4.42099036	3.531099615
gbr.13.48.t1	12.43911693	9.00697157	4.730691631
gbr.13.57.t1	10.09336683	9.850421651	5.905535408
gbr.13.78.t1	8.813894455	7.302914401	5.710499979
gbr.13.82.t1	82.41877326	55.49282894	45.83663445
gbr.130.1.t1	89.64310792	100.4047604	69.54547199
gbr.130.28.t1	25.69607036	18.108136	14.10558813
gbr.130.32.t1	33.71804996	33.75456016	29.53253291
gbr.130.45.t1	46.65413318	47.97285044	45.23183644
gbr.131.23.t1	3.23500705	2.908436053	1.969246854
gbr.131.24.t1	2.927585385	2.835331636	1.918792076
gbr.131.25.t1	39.31874828	38.01059945	31.91217108
gbr.131.29.t1	1.578358574	1.421368068	0.692321781
gbr.131.6.t1	10.14117287	11.82158843	3.845736356
gbr.132.6.t1	44.49400782	41.68705337	35.22159517
gbr.132.7.t1_gbr.132.8.t1	7.48541317	8.351077044	5.051902059
gbr.133.10.t1	5.654249443	5.621846481	3.818043747
gbr.133.29.t1	5.203720294	6.309614644	3.927055248
gbr.133.37.t1	10.98106396	11.14986064	7.816552715
gbr.133.38.t1	29.86420701	20.40346874	10.37864352
gbr.133.9.t1	10.01603032	8.203162783	8.698138797
gbr.134.15.t1	74.7804788	74.91273694	45.13270137
gbr.134.21.t1	37.40250989	45.03645959	26.39875178
gbr.134.38.t1	38.00339601	43.23121389	28.00613205
gbr.134.4.t1	10.07506497	6.48775307	3.044167523
gbr.134.40.t1	129.0261224	153.6984504	109.4467485
gbr.134.8.t1_gbr.134.9.t1	31.55008111	23.56519964	16.87825139
gbr.135.15.t1	8.651518186	8.120381187	6.575376568
gbr.135.42.t1	14.41176498	12.72009781	11.26131819
gbr.135.55.t1	2.004786698	2.051845089	1.252799022
gbr.135.62.t1	8.342155581	7.409086133	7.376906386
gbr.136.14.t1	153.1431649	146.0013763	77.0423143
gbr.136.37.t1	4.76290787	6.688177778	3.578453646
gbr.137.24.t1	51.58464304	53.4539496	50.602926
gbr.139.12.t1	0.783348324	0.778573019	0.417915792
gbr.139.16.t1	3.072115132	1.878743931	2.481978508
gbr.139.28.t1	4.297806377	5.55433183	3.495956109
gbr.139.36.t1	9.58888927	9.420401424	4.039910622
gbr.139.37.t1	13.3863946	17.24774027	5.016505628
gbr.139.56.t1	29.71023421	23.2717344	16.6586844
gbr.139.57.t1	4.033838757	3.992592133	2.693884608
gbr.139.59.t1	6.668836788	6.204293348	4.250332287
gbr.139.75.t1	10.75476381	11.31314779	7.636082636
gbr.139.81.t1	10.61910285	11.83679808	10.4291529
gbr.139.84.t1	10.21082139	11.26979975	9.486265356
gbr.14.116.t1	944.143775	1023.454916	790.5798379
gbr.14.121.t1	28.22868075	25.88432394	20.73657692
gbr.14.126.t1	2.991836553	2.336222936	1.481111212
gbr.14.136.t1	0.956705699	0.843367344	0.551223368
gbr.14.39.t1	34.70736772	35.46667055	17.70514712
gbr.14.78.t1	29.51096857	27.61881723	28.79408752
gbr.14.87.t1	67.29624455	74.79905774	34.82060075
gbr.140.33.t1	2.035738204	1.878559283	1.702630979
gbr.140.35.t1	43.09966045	50.84011539	36.94620858
gbr.140.36.t1_gbr.140.37.t1	49.53447036	45.24575965	41.06225773
gbr.140.40.t1	77.92304589	77.85483197	62.39830605
gbr.141.31.t1	8.121563632	10.11851441	6.686156938
gbr.141.8.t1	8.517169698	8.57551666	7.037971143
gbr.142.24.t1	29.64331936	33.91005597	24.5954573
gbr.142.27.t1	25.70443765	25.3880333	16.51632827
gbr.142.34.t1	3.477999616	3.872494808	2.982298503
gbr.142.42.t1	625.9324543	511.442536	288.4879508
gbr.142.65.t1	5.643107882	8.071053034	4.141306953
gbr.142.68.t1	100.6367844	88.376147	55.17890307
gbr.142.75.t1	13.70679177	10.62760441	4.214350079
gbr.143.25.t1	8.429419867	9.078454023	8.113773465
gbr.143.26.t1	11.45538996	7.60892181	6.51548194
gbr.143.31.t1	78.53545719	91.89783244	61.89015253
gbr.143.45.t1	614.9231692	51.49540549	18.69431625
gbr.144.42.t1	64.42293964	51.43620028	47.47432396
gbr.145.17.t1	2.196084253	2.452586487	1.23726624
gbr.145.19.t1	0.966696349	1.151946944	0.647504721
gbr.146.10.t1	30.54360848	32.83772967	36.25613859
gbr.146.11.t1	3.893962994	4.021781176	2.486615077
gbr.146.14.t1	22.78096704	17.9487488	16.90495983
gbr.146.18.t1	19.38670778	19.3497961	14.39140595
gbr.147.15.t1_gbr.147.14.t1	5.652215024	6.012540359	3.151849877
gbr.147.33.t1	12.26030316	14.9955784	6.904038283
gbr.147.5.t1_gbr.147.8.t1	39.64157503	37.07969091	25.09899844
gbr.148.21.t1	1.456801678	1.432881264	0.47367597
gbr.149.12.t1	3.54328668	3.809646235	3.026638833
gbr.149.15.t1	4.899347812	5.051800964	3.402625651
gbr.149.25.t1_gbr.149.22.t1	4.840093704	5.847093552	3.528525639
gbr.149.27.t1	9.922011181	10.87952503	8.036477102
gbr.149.29.t1	12.43326035	8.513197962	3.514445302
gbr.149.50.t1	18.16945959	10.18105636	4.186330097
gbr.149.6.t1	3.787375352	4.513087126	3.147416043
gbr.15.3.t1	9.598575156	11.44760545	5.478694486
gbr.15.48.t1	5.003824408	4.658966481	3.391212524
gbr.15.99.t1	4.234319946	3.556608815	3.06972548
gbr.150.33.t1	3.495108283	3.814586753	2.55344701
gbr.151.26.t1_gbr.151.22.t1	22.15425652	16.07418379	10.96433578
gbr.151.28.t1_gbr.151.29.t1	6.666137252	7.879010515	6.252332714
gbr.151.54.t1	29.16038435	35.49663957	13.15403013
gbr.151.56.t1	68.38099375	67.54036626	31.91389242
gbr.151.61.t1	18.75525292	20.50410528	14.11954235
gbr.151.65.t1	6.397516073	6.904374746	4.475517351
gbr.151.79.t1	15.9132078	17.86179843	9.385537453
gbr.151.8.t1	12.36623249	9.787294819	7.691114609
gbr.151.85.t1	13.27096934	16.07631917	7.25322326
gbr.152.15.t1	68.38894715	22.73130147	3.263687119
gbr.152.16.t1	3264.627588	1218.462981	87.57074134
gbr.152.17.t1	7364.972503	2298.359987	255.005888
gbr.153.10.t1	33.50652685	41.88873125	34.38762603
gbr.153.23.t1	9.785259336	8.268248788	4.845472401
gbr.154.12.t1	71.71127385	56.37914167	43.01843783
gbr.154.21.t1	238.1054307	173.3270236	106.0955022
gbr.154.22.t1	390.2600008	363.9186424	294.5959598
gbr.154.26.t1	11.62640924	11.98177706	7.667560318
gbr.154.27.t1	579.7410421	481.6021976	373.0326173
gbr.154.3.t1	1.817701027	2.051901007	1.891161774
gbr.154.30.t1	82.30458741	83.11770666	46.48332463
gbr.154.31.t1	11.79731501	11.93100091	7.572701171
gbr.154.47.t1	72.91259833	78.84618609	49.41884644
gbr.155.3.t1	23.65237572	21.54237717	19.87898945
gbr.156.3.t1	13.61731831	11.74212141	10.04564056
gbr.156.48.t1	13.96501286	14.31352365	9.106848958
gbr.157.27.t1	33.20909431	16.13181672	6.782329272
gbr.157.28.t1	8.431173454	5.169616061	2.975488786
gbr.157.34.t1	2.709674004	3.469676557	1.976927979
gbr.157.35.t1	26.24047928	37.06945058	24.41189255
gbr.157.46.t1	156.1193598	128.1545842	73.06395326
gbr.157.8.t1	111.8305146	97.56853097	68.03633142
gbr.159.12.t1	9.740331203	10.39005027	6.631140389
gbr.159.18.t1	6.991243588	9.498251265	4.734099481
gbr.16.22.t1	43.03778648	22.70470058	15.15408135
gbr.16.27.t1	152.985701	105.7787315	65.82123466
gbr.16.28.t1	9.991222686	9.650167634	6.824608108
gbr.16.66.t1	6.472151589	8.215847283	5.868557857
gbr.16.82.t1	10.67012572	10.42264144	8.780536652
gbr.16.83.t1	3.487250194	2.836862586	1.441735187
gbr.16.88.t1	5.062818455	4.865735564	4.004453936
gbr.161.40.t1_gbr.161.41.t1	5.63225292	4.40114758	2.903807761
gbr.162.15.t1	15.47216471	22.75135018	10.56439335
gbr.162.17.t1	33.36370181	31.73814189	17.54436555
gbr.162.23.t1	91.43119891	29.85248279	10.95977971
gbr.162.26.t1	8.864481169	11.87222863	3.88528084
gbr.163.42.t1	2.940646823	1.932076248	1.589488744
gbr.163.49.t1	7.211295977	8.893821662	4.244305749
gbr.163.9.t1_gbr.163.10.t1	26.63618598	32.16979497	22.00694224
gbr.164.22.t1	172.9208109	114.8302411	65.97844512
gbr.164.30.t1	17.74890488	21.02315702	13.1768914
gbr.164.5.t1	3.247614462	2.637388479	1.154666585
gbr.164.6.t1	7.580927006	7.952111713	4.824946873
gbr.166.24.t1	45.43162955	51.00080276	28.63480908
gbr.1669.1.t1	2056.859038	2607.098127	1390.39654
gbr.167.19.t1	14.79352846	17.31492536	12.05037391
gbr.167.25.t1	617.6439671	655.6618879	473.6857847
gbr.167.34.t1	6.429109613	5.552715345	1.885986936
gbr.168.20.t1	8.132090963	8.827787087	4.098752924
gbr.168.28.t1	2.627157337	2.676339007	1.483724759
gbr.169.19.t1	6.748717439	3.418818838	5.219375279
gbr.169.21.t1	47.63531701	41.36366956	29.06136946
gbr.169.24.t1	4.321587538	4.627622845	2.255430332
gbr.169.36.t1	5.274597959	5.046720808	3.06510466
gbr.17.119.t1	7.323138916	5.612657034	3.764934516
gbr.17.134.t1	75.04453736	69.35053181	57.62182612
gbr.17.17.t1	7.19163534	9.646445444	6.4005201
gbr.17.34.t1	9.435420818	10.11839213	6.966689115
gbr.17.35.t1	5.672128221	7.156424487	4.262398149
gbr.17.50.t1	8.568236023	7.517080357	6.719960279
gbr.17.51.t1	3.628962669	3.692091926	2.485573472
gbr.17.63.t1	203.156472	278.4944428	157.0279743
gbr.17.71.t1	3.886294892	6.660551084	4.384140201
gbr.17.79.t1	4.072554788	2.969614374	1.489047694
gbr.17.88.t1	171.7313158	110.43803	97.08425865
gbr.17.89.t1	15.43338023	9.511062393	7.663744816
gbr.17.96.t1	14.28432288	17.87622297	5.549098726
gbr.170.13.t1	12.57936174	12.10351105	8.078846987
gbr.170.15.t1	10.28804766	10.01552998	7.687615825
gbr.171.1.t1	17.706501	11.47045225	8.553778741
gbr.171.2.t1	667.8742824	454.2706197	261.3776805
gbr.171.29.t1	1.945014199	1.965666459	1.164100697
gbr.171.3.t1	30.85849892	28.07538678	19.42733476
gbr.172.2.t1	17.0752657	17.91596115	14.25449379
gbr.172.24.t1	22.26084008	21.26537404	15.10874396
gbr.172.3.t1	242.1363768	210.6313162	96.47233075
gbr.172.41.t1	33.98744387	40.29512527	27.29659332
gbr.173.14.t1	37.38981298	31.18593699	30.03740794
gbr.173.24.t1	6.80589808	7.391720667	4.292239151
gbr.173.25.t1	27.96724127	14.49487355	6.614982123
gbr.173.26.t1	2.804820588	2.293317239	0.861465217
gbr.173.3.t1_gbr.173.4.t1	5.029009349	5.508868832	2.810039387
gbr.174.13.t1	32.45495628	29.04920351	14.18055579
gbr.174.21.t1	5.211424337	4.951361246	4.809874584
gbr.174.23.t1	13.57026458	18.68133881	9.862259358
gbr.174.34.t1	49.03660005	53.42749892	38.86330419
gbr.174.41.t1_gbr.174.42.t1	5.384723322	6.953413422	5.498760941
gbr.175.19.t1	5.621297734	6.420989571	3.632929038
gbr.175.6.t1	9.765310091	9.385920855	6.268882478
gbr.176.12.t1_gbr.176.13.t1	13.4440898	15.88029399	8.707028333
gbr.176.17.t1	6.103911813	5.99132265	3.138155336
gbr.177.20.t1	30.84852832	26.28137569	22.72744774
gbr.177.24.t1	1.669140228	2.283934179	0.947306244
gbr.177.34.t1	25.52081972	26.98167665	13.14714145
gbr.178.15.t1	11.27277629	13.33914943	6.36231852
gbr.178.39.t1	8.618576783	8.159024788	6.547237832
gbr.18.13.t1	47.69105957	60.4748978	30.68443326
gbr.18.31.t1_gbr.18.32.t1_gbr.18.30.t1	65.80011995	71.40104257	69.24889227
gbr.18.39.t1	4.277758604	4.47581055	3.098639258
gbr.18.6.t1	47.27694287	48.36070921	41.30245685
gbr.18.67.t1	115.4574664	114.8462407	108.9105023
gbr.180.28.t1	2.843155408	2.608568779	2.13586355
gbr.181.27.t1_gbr.181.26.t1	5.0843006	4.728314661	3.593960741
gbr.181.3.t1	280.5597315	322.9920865	113.9196098
gbr.181.33.t1	88.47765923	109.0214034	72.21646512
gbr.182.11.t1	20.47011169	19.98113958	18.38219765
gbr.182.30.t1	6.741624205	7.744002742	5.412284481
gbr.182.47.t1	2.434868975	2.687961398	1.831903301
gbr.182.55.t1	13.83495871	11.80302069	4.763637243
gbr.182.62.t1	7.141339354	8.570466277	6.544799619
gbr.182.64.t1	10.02146315	9.746315994	6.263773184
gbr.182.65.t1	74.3334643	78.28943411	55.84108014
gbr.183.10.t1_gbr.183.11.t1	11.0521889	11.029031	6.832889016
gbr.183.30.t1	4.469285837	4.60223067	3.2618059
gbr.183.32.t1	2.703175227	2.088468117	1.196539039
gbr.183.46.t1	4.050758025	4.457325943	2.84009738
gbr.183.49.t1	1.39236114	1.93639674	1.249162259
gbr.184.13.t1	1.561637916	1.985093375	1.54774379
gbr.184.20.t1	231.981631	250.1063204	177.7161554
gbr.185.15.t1	22.87587596	21.33441192	19.40655285
gbr.185.21.t1_gbr.185.22.t1	16.30704494	17.20640743	12.76477337
gbr.185.26.t1	30.56473485	26.75389551	19.47470843
gbr.186.11.t1	12.44780886	13.09492285	7.76155978
gbr.187.19.t1	1.881476419	2.770027445	1.714013486
gbr.187.29.t1	1.735557011	1.316692593	1.231979495
gbr.188.1.t1	1.813284612	1.661781244	0.743860558
gbr.188.16.t1	51.58401813	39.17341494	16.69826508
gbr.188.38.t1	5.429600119	4.293541977	3.507722524
gbr.188.4.t1	48.92691018	43.75243477	32.17052853
gbr.188.43.t1	63.73201349	36.03878457	31.15132667
gbr.188.5.t1	53.66954007	53.89522871	40.77824647
gbr.189.13.t1	85.94626752	64.84439791	48.08208553
gbr.189.23.t1	25.19337747	24.9805184	18.63628642
gbr.189.24.t1	18.99513097	13.7458047	5.63482327
gbr.19.1.t1	18.52988697	16.03425054	12.69390713
gbr.19.124.t1	20.86948294	21.91951396	17.7437394
gbr.19.165.t1	580.7086545	789.1609828	342.070002
gbr.19.187.t1	8.16000187	8.546833661	3.519338808
gbr.19.195.t1	38.63647792	43.42358124	29.17865362
gbr.19.2.t1	6.424850442	6.117693197	4.932646001
gbr.19.23.t1	4.233138076	5.072673628	3.153849787
gbr.19.31.t1	50.90870988	54.63651995	19.24788107
gbr.19.34.t1	2.550446972	2.29970328	1.188334875
gbr.19.56.t1	19.46335886	12.96805986	12.75212657
gbr.19.61.t1	6.288583264	5.830994976	4.13989986
gbr.19.80.t1	9.460680976	9.652106345	6.761595484
gbr.19.87.t1	3.295395671	5.766322314	3.296806298
gbr.191.38.t1_gbr.191.40.t1	14.73159398	19.28092422	12.97497004
gbr.191.41.t1	17.65452151	17.58237778	16.70612164
gbr.191.45.t1	5.610160208	4.070467854	2.906061669
gbr.192.1.t1	6.443099745	5.488325698	5.131694178
gbr.192.2.t1	8.497128065	8.976198487	6.377996263
gbr.192.20.t1	39.25801706	38.71882087	31.02822831
gbr.193.17.t1	215.0288633	217.3125646	144.397685
gbr.193.18.t1	7.483369866	7.520452782	5.266991084
gbr.194.38.t1	2.952995692	3.311069039	2.27749481
gbr.195.6.t1	1.652615021	1.530143042	0.92261902
gbr.196.10.t1	150.2223448	113.6608809	80.82120986
gbr.196.40.t1	123.3246533	109.8929442	103.4440204
gbr.197.35.t1	1.448205747	1.33198181	1.454924089
gbr.198.14.t1	15.34737448	12.67184789	8.106416861
gbr.198.17.t1	1.304226391	1.170698736	0.675776026
gbr.198.25.t1_gbr.198.26.t1	1582.529364	419.944302	2560.868744
gbr.199.21.t1	15.75186736	17.90666503	7.962016091
gbr.199.24.t1	16.36310243	18.51567052	14.39329552
gbr.2.10.t1	11.17762224	6.503123075	4.391827612
gbr.2.104.t1	73.55372695	71.57548491	66.61674816
gbr.2.122.t1	59.80235739	55.47382188	29.46051278
gbr.2.126.t1	3.257513411	3.800501073	2.146989194
gbr.2.13.t1_gbr.2.18.t1	46.34557439	68.55469518	60.54889082
gbr.2.132.t1	2.369209106	2.478250626	1.016545002
gbr.2.159.t1	16.16637663	17.63873683	13.87756324
gbr.2.170.t1	5.96737428	6.557118106	3.178994295
gbr.2.172.t1	1569.307336	784.6972397	225.9245527
gbr.2.175.t1	9.565878227	10.42456007	6.190128732
gbr.2.183.t1	4.289962011	5.449141477	1.622048476
gbr.2.184.t1	2.901943086	1.756621627	0.93207582
gbr.2.186.t1	167.6766008	108.6129245	49.09409262
gbr.2.196.t1	32.91892379	19.06427493	6.731192249
gbr.2.198.t1	10.25055117	13.19531754	5.603897284
gbr.2.233.t1	2.124954249	3.949521337	0.666633884
gbr.2.237.t1	3.371343717	2.482869517	1.855713152
gbr.2.239.t1	14.82992707	19.21390118	11.52995487
gbr.2.24.t1	394.6477629	334.0336399	303.6081898
gbr.2.249.t1	746.4011809	741.3532605	526.6379858
gbr.2.6.t1	26.91508636	22.94262407	17.24027445
gbr.2.67.t1	17.00683459	20.65739551	10.68113802
gbr.2.7.t1	2.700019954	2.481321846	2.407948459
gbr.2.71.t1	5.481432218	6.853562139	3.632931153
gbr.2.9.t1	8.413852794	10.76955248	6.67819551
gbr.2.97.t1	8.279981639	7.712281658	7.150729982
gbr.20.104.t1	15.34391787	10.46470383	5.050408526
gbr.20.51.t1	2.938515826	2.962537788	1.773351905
gbr.20.88.t1_gbr.20.89.t1	15.81176742	9.573924089	8.024430923
gbr.200.18.t1	1.964468275	1.754279629	1.246148505
gbr.200.8.t1	6.161036009	5.517707601	4.087129513
gbr.201.13.t1	24.16169198	20.78394829	16.52352989
gbr.201.17.t1	3.858072843	4.255837004	2.498051122
gbr.202.10.t1	13.29782195	8.754992419	3.708343662
gbr.202.18.t1	30.00355258	26.8095432	23.81171139
gbr.202.48.t1	6.239088226	2.824827077	3.244670374
gbr.202.8.t1	1.490210552	2.505370502	1.093294867
gbr.203.12.t1_gbr.203.15.t1	80.5662143	89.16307434	53.79288663
gbr.203.25.t1	9.351977014	10.5132451	6.421534085
gbr.203.3.t1	171.7886154	179.52529	161.0017701
gbr.204.24.t1	7.46947311	11.92426323	3.55137575
gbr.204.31.t1	13.54065523	17.19611865	8.820028112
gbr.204.48.t1	12.43528652	13.50580586	6.778579794
gbr.205.13.t1	5.781141139	1.363126648	1.10827931
gbr.205.2.t1	14.29296744	11.41848008	8.178763469
gbr.205.33.t1	101.8540977	96.11697906	55.73112398
gbr.206.3.t1	6.641860698	6.537634672	5.258642377
gbr.207.27.t1	8.560737244	11.69743242	6.99905443
gbr.207.31.t1	144.2361764	138.7372654	121.7655355
gbr.208.13.t1	5.209407289	4.728490603	2.226013519
gbr.208.19.t1	12.16594375	7.335687186	2.141390365
gbr.208.28.t1	4.397769749	3.793832524	2.711038911
gbr.208.39.t1	7.233324735	6.132196174	4.2455848
gbr.208.46.t1	3.269232302	3.773290446	2.941082236
gbr.209.15.t1	1.750926126	1.611618125	1.69937514
gbr.209.4.t1	174.2492734	179.6178336	136.967687
gbr.21.1.t1	11.18912412	15.78457012	7.083581758
gbr.21.34.t1	4.868942417	4.752410074	3.364310212
gbr.21.4.t1	12.50876862	13.08328399	9.694664512
gbr.21.55.t1	10.57303438	13.79532171	8.94551167
gbr.21.6.t1	51.07794578	27.98176369	10.29546562
gbr.21.63.t1	11.63660375	14.53583918	9.55805454
gbr.210.14.t1	35.21663858	40.44164533	19.35750876
gbr.210.26.t1	79.43504934	61.34721163	53.03010622
gbr.210.28.t1	30.53760329	17.02712337	16.88023959
gbr.211.13.t1	3.099028761	4.458477564	2.272270512
gbr.211.25.t1	48.83497955	43.57042844	34.5265011
gbr.213.20.t1	27.45072437	18.40720356	11.69151012
gbr.213.23.t1	10.17044433	7.531689966	6.543812785
gbr.214.13.t1	63.80989189	65.0390507	53.17574985
gbr.215.2.t1	55.73675999	22.7994071	11.3324151
gbr.215.23.t1	26.08820248	32.71805811	28.12755372
gbr.215.30.t1_gbr.215.33.t1_gbr.215.35.t1	8.686817321	10.16360216	8.479080823
gbr.215.4.t1	2.260773413	1.413553679	1.112448055
gbr.216.17.t1	2.058114571	2.773099329	0.977534818
gbr.216.3.t1	8.526710331	9.203373946	5.532985904
gbr.2168.1.t1	15.52048421	21.98789314	8.110729263
gbr.217.3.t1	5.118913565	4.69306044	4.048770921
gbr.217.31.t1_gbr.217.33.t1_gbr.217.34.t1	9.130741518	7.246899776	5.897582571
gbr.218.21.t1	5.039681252	4.601640199	4.597107992
gbr.219.16.t1	8.916383101	6.930943485	5.97888029
gbr.219.25.t1_gbr.219.26.t1	57.27831479	43.33799515	37.40197144
gbr.22.25.t1	254.0435593	153.0308046	215.152745
gbr.22.36.t1_gbr.22.37.t1	14.93866672	13.49633294	13.48913828
gbr.22.4.t1	22.66150862	19.48825639	15.57379113
gbr.220.10.t1	2.552418451	3.386384926	2.175325431
gbr.221.100.t1	4.290899992	5.861681537	1.642147574
gbr.221.15.t1_gbr.221.14.t1	24.783955	24.73390321	17.71651888
gbr.221.35.t1	7.395758401	9.732503209	4.694732292
gbr.221.49.t1	28.45184551	43.63878177	17.81285199
gbr.221.72.t1	8.909081119	8.982840469	5.672137419
gbr.221.74.t1	4.817664789	3.05086022	1.905143427
gbr.221.83.t1	8.971924706	12.50922241	6.530348342
gbr.221.84.t1	30.39598581	35.5117071	21.97536764
gbr.222.13.t1	34.58391303	39.12992994	28.82480337
gbr.222.14.t1	292.4905972	277.2297397	229.7887975
gbr.222.15.t1	60.60299318	61.31685329	40.94501502
gbr.222.30.t1	53.74994822	52.34089909	36.3055119
gbr.223.15.t1	1.265095511	1.280241859	0.925409678
gbr.224.11.t1	32.71556334	24.95334585	16.18234433
gbr.224.12.t1	11.71688848	12.066001	10.23404787
gbr.224.15.t1	31.831105	29.48677596	25.89540837
gbr.224.3.t1_gbr.224.5.t1	2.794913433	3.849111119	2.217926969
gbr.225.14.t1	22.86291431	25.79082511	18.61873557
gbr.225.20.t1	10.16839007	10.13684497	7.126656282
gbr.225.23.t1	15.91322713	8.544773085	4.993260502
gbr.225.30.t1	17.91198541	9.128559938	4.470810713
gbr.225.33.t1	23.43468217	15.60368494	6.66589185
gbr.225.54.t1	23.10371708	29.23489771	8.178315559
gbr.225.57.t1	3.8829196	3.795378001	1.423085216
gbr.226.18.t1	29.53286638	34.46438001	18.05925224
gbr.226.20.t1	3.793619854	4.90937354	2.507192007
gbr.226.3.t1	16.25091464	18.91082187	13.54065704
gbr.226.5.t1_gbr.226.6.t1	12.29892206	12.41653316	7.285797208
gbr.228.29.t1	29.25626466	32.96944031	17.59491052
gbr.229.22.t1	59.57642484	54.76007881	47.73708547
gbr.23.24.t1	31.79669248	32.34618675	27.91304736
gbr.23.29.t1	26.76256492	28.86116813	19.53600373
gbr.23.34.t1	3.378894544	3.383728989	2.47060162
gbr.23.57.t1	5.178550334	5.932316365	3.822234676
gbr.23.64.t1	46.0133592	33.86504389	13.17616432
gbr.23.71.t1	458.272602	143.8760531	57.99165993
gbr.23.8.t1	2115.77988	1037.040878	321.255023
gbr.23.82.t1	5.784253244	2.442246277	2.924639973
gbr.230.39.t1	16.21577388	15.17435756	11.5212057
gbr.230.48.t1	58.41915848	58.35752774	32.71189065
gbr.230.7.t1	3.134357907	3.777566309	3.024901568
gbr.230.9.t1	22.50946495	25.86085916	16.37215526
gbr.231.26.t1	39.77828776	41.36528022	31.94884
gbr.232.1.t1	11.84174448	11.2915973	10.22252805
gbr.232.16.t1	5.339055693	5.930761192	3.725382864
gbr.232.21.t1	1.876147436	1.589092779	0.107158526
gbr.232.22.t1	19.01938545	24.80019527	10.39740558
gbr.232.33.t1	1.439623167	1.668463188	0.952233169
gbr.233.10.t1	3.692597328	4.628768447	3.543374381
gbr.233.18.t1	19.71000553	17.12058878	10.85170419
gbr.233.4.t1	2.662290827	2.36767947	1.889262777
gbr.233.7.t1	30.10826891	25.84158117	21.24862655
gbr.234.8.t1	23.97608211	22.97988644	19.04455703
gbr.235.16.t1	4.980490152	5.83459882	4.028613476
gbr.235.19.t1	15.62740536	5.290258451	9.098733031
gbr.235.22.t1	29.74873211	30.75636808	15.86980803
gbr.235.31.t1	8.07007994	7.808861339	4.20453148
gbr.236.13.t1	26.87851319	12.59364771	32.29108949
gbr.236.22.t1	1.660310469	1.278948709	0.640234271
gbr.237.12.t1	2.177818356	2.334111258	1.027442105
gbr.237.23.t1	6.468162854	6.366446884	6.175382173
gbr.237.26.t1	13.72551075	19.6513794	11.54706167
gbr.237.9.t1	5.606056258	5.552075673	4.94199878
gbr.239.2.t1	2.794467942	3.042631553	2.675866687
gbr.239.23.t1	12.15239319	10.5256705	9.456589185
gbr.24.1.t1	13.1219408	15.91107701	9.571786966
gbr.24.15.t1	15.66829269	17.31161541	7.833373301
gbr.24.16.t1	11.94797568	12.44192071	9.692790866
gbr.24.17.t1	185.9292489	192.3438296	117.1899898
gbr.24.23.t1	2.349068715	2.010466226	1.320610793
gbr.24.26.t1	5.519038445	2.86222998	1.092400415
gbr.24.3.t1	5.283972116	6.324170322	4.587207919
gbr.24.36.t1	3.018833122	3.517972778	1.02652321
gbr.24.37.t1	2.537769109	2.891910576	1.66831764
gbr.24.54.t1	36.89925819	39.31957249	31.15796604
gbr.24.56.t1	67.31398706	49.14617464	50.26555378
gbr.24.57.t1	8.494208787	8.472542783	7.140812528
gbr.24.73.t1	14.52338121	14.17245735	6.002200547
gbr.24.75.t1	5.562266653	4.996094031	4.856107815
gbr.24.8.t1	10.09845297	10.56929765	5.991720349
gbr.24.92.t1	4.112281579	5.43090391	2.091522475
gbr.24.95.t1	101.4934446	92.986758	19.72311355
gbr.240.11.t1	23.47034074	24.94307897	10.84917379
gbr.241.15.t1_gbr.241.16.t1	11.37873172	13.68651783	9.227637879
gbr.241.29.t1	26.25729463	24.6547172	16.89498665
gbr.242.10.t1	2263.910977	2333.378464	1526.478149
gbr.242.29.t1	5.663242219	6.019097168	2.683525181
gbr.242.3.t1	25.4188545	40.85828538	12.82084217
gbr.242.30.t1	21.38961434	14.92313961	4.752890969
gbr.243.7.t1	5.304211273	8.09605019	3.77615356
gbr.245.11.t1	31.63116954	36.04874617	26.19266416
gbr.245.14.t1	12.57964009	13.05717727	7.313527172
gbr.245.6.t1	4.694230658	6.29958711	2.419841184
gbr.245.8.t1	7.472259955	8.237124639	5.586452673
gbr.246.10.t1	2.621052539	2.415435537	1.871302359
